,Object,Property,Value,Source
760,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:14 AM,myrateplan
761,AA-518-MIA-JFK,Actual departure,2011-12-01 6:54 AM,helloflight
762,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:14 AM,helloflight
763,AA-518-MIA-JFK,Actual departure,2011-12-01 6:54 AM,flytecomm
764,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:14 AM,flytecomm
765,AA-518-MIA-JFK,Scheduled departure,2011-12-01 6:40 AM,flightaware
766,AA-518-MIA-JFK,Actual departure,2011-12-01 6:54 AM,flightaware
767,AA-518-MIA-JFK,Departure gate,D22,flightaware
768,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 8:54 AM,flightaware
769,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:14 AM,flightaware
770,AA-518-MIA-JFK,Arrival gate,6,flightaware
771,AA-518-MIA-JFK,Scheduled departure,2011-12-01 6:40 AM,wunderground
772,AA-518-MIA-JFK,Actual departure,2011-12-01 6:54 AM,wunderground
773,AA-518-MIA-JFK,Departure gate,D22,wunderground
774,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 8:54 AM,wunderground
775,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:14 AM,wunderground
776,AA-518-MIA-JFK,Arrival gate,6,wunderground
777,AA-518-MIA-JFK,Scheduled departure,2011-12-01 6:40 AM,flights
778,AA-518-MIA-JFK,Actual departure,2011-12-01 6:54 AM,flights
779,AA-518-MIA-JFK,Departure gate,D22,flights
780,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 9:25 AM,flights
781,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:28 AM,flights
782,AA-518-MIA-JFK,Arrival gate,B6,flights
783,AA-518-MIA-JFK,Scheduled departure,2011-12-01 6:40 AM,businesstravellogue
784,AA-518-MIA-JFK,Actual departure,2011-12-01 6:54 AM,businesstravellogue
785,AA-518-MIA-JFK,Departure gate,D22,businesstravellogue
786,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 9:25 AM,businesstravellogue
787,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:28 AM,businesstravellogue
788,AA-518-MIA-JFK,Arrival gate,B6,businesstravellogue
789,AA-518-MIA-JFK,Scheduled departure,2011-12-01 6:40 AM,flylouisville
790,AA-518-MIA-JFK,Actual departure,2011-12-01 6:54 AM,flylouisville
791,AA-518-MIA-JFK,Departure gate,D22,flylouisville
792,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 9:25 AM,flylouisville
793,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:28 AM,flylouisville
794,AA-518-MIA-JFK,Arrival gate,B6,flylouisville
795,AA-518-MIA-JFK,Scheduled departure,2011-12-01 6:40 AM,flightstats
796,AA-518-MIA-JFK,Actual departure,2011-12-01 6:54 AM,flightstats
797,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 9:25 AM,flightstats
798,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:28 AM,flightstats
799,AA-518-MIA-JFK,Scheduled departure,2011-12-01 6:40 AM,quicktrip
800,AA-518-MIA-JFK,Actual departure,2011-12-01 6:54 AM,quicktrip
801,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 9:25 AM,quicktrip
802,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:28 AM,quicktrip
803,AA-518-MIA-JFK,Scheduled departure,2011-12-01 6:40 AM,world-flight-tracker
804,AA-518-MIA-JFK,Actual departure,2011-12-01 6:54 AM,world-flight-tracker
805,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 9:25 AM,world-flight-tracker
806,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:28 AM,world-flight-tracker
807,AA-518-MIA-JFK,Scheduled departure,2011-12-01 16:40 AM,flightview
808,AA-518-MIA-JFK,Actual departure,2011-12-01 16:54 AM,flightview
809,AA-518-MIA-JFK,Departure gate,Terminal D - D22,flightview
810,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 19:25 AM,flightview
811,AA-518-MIA-JFK,Actual arrival,2011-12-01 19:28 AM,flightview
812,AA-518-MIA-JFK,Arrival gate,Terminal 8 - 6,flightview
813,AA-518-MIA-JFK,Scheduled departure,2011-12-01 16:40 AM,panynj
814,AA-518-MIA-JFK,Actual departure,2011-12-01 16:54 AM,panynj
815,AA-518-MIA-JFK,Departure gate,Terminal D - D22,panynj
816,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 19:25 AM,panynj
817,AA-518-MIA-JFK,Actual arrival,2011-12-01 19:28 AM,panynj
818,AA-518-MIA-JFK,Arrival gate,Terminal 8 - 6,panynj
819,AA-518-MIA-JFK,Scheduled departure,2011-12-01 16:40 AM,gofox
820,AA-518-MIA-JFK,Actual departure,2011-12-01 16:54 AM,gofox
821,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 19:25 AM,gofox
822,AA-518-MIA-JFK,Actual arrival,2011-12-01 19:28 AM,gofox
823,AA-518-MIA-JFK,Scheduled departure,2011-12-01 16:40 AM,foxbusiness
824,AA-518-MIA-JFK,Actual departure,2011-12-01 16:54 AM,foxbusiness
825,AA-518-MIA-JFK,Departure gate,Terminal D - D22,foxbusiness
826,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 19:25 AM,foxbusiness
827,AA-518-MIA-JFK,Actual arrival,2011-12-01 19:28 AM,foxbusiness
828,AA-518-MIA-JFK,Arrival gate,Terminal 8 - 6,foxbusiness
829,AA-518-MIA-JFK,Scheduled departure,2011-12-01 16:40 AM,allegiantair
830,AA-518-MIA-JFK,Actual departure,2011-12-01 16:54 AM,allegiantair
831,AA-518-MIA-JFK,Departure gate,Terminal D - D22,allegiantair
832,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 19:25 AM,allegiantair
833,AA-518-MIA-JFK,Actual arrival,2011-12-01 19:28 AM,allegiantair
834,AA-518-MIA-JFK,Arrival gate,Terminal 8 - 6,allegiantair
835,AA-518-MIA-JFK,Scheduled departure,2011-12-01 16:40 AM,boston
836,AA-518-MIA-JFK,Actual departure,2011-12-01 16:54 AM,boston
837,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 19:25 AM,boston
838,AA-518-MIA-JFK,Actual arrival,2011-12-01 19:12 AM,boston
839,AA-518-MIA-JFK,Scheduled departure,2011-12-01 6:40 AM,travelocity
840,AA-518-MIA-JFK,Actual departure,2011-12-01 6:40 AM,travelocity
841,AA-518-MIA-JFK,Departure gate,D22,travelocity
842,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 9:25 AM,travelocity
843,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:28 AM,travelocity
844,AA-518-MIA-JFK,Arrival gate,6/8,travelocity
845,AA-518-MIA-JFK,Scheduled departure,2011-12-01 16:40 AM,orbitz
846,AA-518-MIA-JFK,Actual departure,2011-12-01 16:40 AM,orbitz
847,AA-518-MIA-JFK,Departure gate,D22,orbitz
848,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 19:25 AM,orbitz
849,AA-518-MIA-JFK,Actual arrival,2011-12-01 19:28 AM,orbitz
850,AA-518-MIA-JFK,Arrival gate,6,orbitz
851,AA-518-MIA-JFK,Scheduled departure,2011-12-01 6:40 AM,weather
852,AA-518-MIA-JFK,Actual departure,2011-12-01 6:54 AM,weather
853,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 9:25 AM,weather
854,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:09 AM,weather
855,AA-518-MIA-JFK,Scheduled departure,2011-12-01 6:40 AM,usatoday
856,AA-518-MIA-JFK,Actual departure,2011-12-01 6:54 AM,usatoday
857,AA-518-MIA-JFK,Scheduled arrival,2011-12-01 9:25 AM,usatoday
858,AA-518-MIA-JFK,Actual arrival,2011-12-01 9:09 AM,usatoday
859,AA-1007-MIA-PHX,Scheduled departure,2011-12-01 4:55 PM,aa
860,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:08 PM,aa
861,AA-1007-MIA-PHX,Departure gate,D5,aa
862,AA-1007-MIA-PHX,Scheduled arrival,2011-12-01 8:05 PM,aa
863,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:55 PM,aa
864,AA-1007-MIA-PHX,Arrival gate,4,aa
865,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:09 PM,flightexplorer
866,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:43 PM,flightexplorer
867,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:09 PM,airtravelcenter
868,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:43 PM,airtravelcenter
869,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:09 PM,myrateplan
870,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:43 PM,myrateplan
871,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:09 PM,helloflight
872,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:43 PM,helloflight
873,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:09 PM,flytecomm
874,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:43 PM,flytecomm
875,AA-1007-MIA-PHX,Scheduled departure,2011-12-01 4:55 PM,flightaware
876,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:08 PM,flightaware
877,AA-1007-MIA-PHX,Departure gate,D5,flightaware
878,AA-1007-MIA-PHX,Scheduled arrival,2011-12-01 7:38 PM,flightaware
879,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:43 PM,flightaware
880,AA-1007-MIA-PHX,Arrival gate,4,flightaware
881,AA-1007-MIA-PHX,Scheduled departure,2011-12-01 4:55 PM,wunderground
882,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:08 PM,wunderground
883,AA-1007-MIA-PHX,Departure gate,D5,wunderground
884,AA-1007-MIA-PHX,Scheduled arrival,2011-12-01 7:38 PM,wunderground
885,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:43 PM,wunderground
886,AA-1007-MIA-PHX,Arrival gate,4,wunderground
887,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:08 PM,flights
888,AA-1007-MIA-PHX,Departure gate,D5,flights
889,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:55 PM,flights
890,AA-1007-MIA-PHX,Arrival gate,4,flights
891,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:08 PM,businesstravellogue
892,AA-1007-MIA-PHX,Departure gate,D5,businesstravellogue
893,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:55 PM,businesstravellogue
894,AA-1007-MIA-PHX,Arrival gate,4,businesstravellogue
895,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:08 PM,flylouisville
896,AA-1007-MIA-PHX,Departure gate,D5,flylouisville
897,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:55 PM,flylouisville
898,AA-1007-MIA-PHX,Arrival gate,4,flylouisville
899,AA-1007-MIA-PHX,Scheduled departure,2011-12-01 4:55 PM,flightstats
900,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:08 PM,flightstats
901,AA-1007-MIA-PHX,Scheduled arrival,2011-12-01 8:05 PM,flightstats
902,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:55 PM,flightstats
903,AA-1007-MIA-PHX,Scheduled departure,2011-12-01 4:55 PM,quicktrip
904,AA-1007-MIA-PHX,Actual departure,2011-12-01 5:08 PM,quicktrip
905,AA-1007-MIA-PHX,Scheduled arrival,2011-12-01 8:05 PM,quicktrip
906,AA-1007-MIA-PHX,Actual arrival,2011-12-01 7:55 PM,quicktrip
907,AA-1007-MIA-PHX,Actual departure,2011-12-01 15:09 PM,flightview
908,AA-1007-MIA-PHX,Actual arrival,2011-12-01 17:53 PM,flightview
909,AA-1007-MIA-PHX,Actual departure,2011-12-01 15:09 PM,panynj
910,AA-1007-MIA-PHX,Actual arrival,2011-12-01 17:53 PM,panynj
911,AA-1007-MIA-PHX,Actual departure,2011-12-01 15:09 PM,gofox
912,AA-1007-MIA-PHX,Actual arrival,2011-12-01 17:53 PM,gofox
913,AA-1007-MIA-PHX,Actual departure,2011-12-01 15:09 PM,foxbusiness
914,AA-1007-MIA-PHX,Actual arrival,2011-12-01 17:53 PM,foxbusiness
915,AA-1007-MIA-PHX,Actual departure,2011-12-01 15:09 PM,allegiantair
916,AA-1007-MIA-PHX,Actual arrival,2011-12-01 17:53 PM,allegiantair
917,AA-1007-MIA-PHX,Actual departure,2011-12-01 15:09 PM,boston
918,AA-1007-MIA-PHX,Actual arrival,2011-12-01 17:53 PM,boston
919,AA-1007-MIA-PHX,Scheduled departure,2011-12-01 14:55 PM,orbitz
920,AA-1007-MIA-PHX,Actual departure,2011-12-01 14:56 PM,orbitz
921,AA-1007-MIA-PHX,Departure gate,D5,orbitz
922,AA-1007-MIA-PHX,Scheduled arrival,2011-12-01 18:05 PM,orbitz
923,AA-1007-MIA-PHX,Actual arrival,2011-12-01 17:55 PM,orbitz
924,AA-1007-MIA-PHX,Arrival gate,4,orbitz
925,AA-1007-MIA-PHX,Scheduled departure,2011-12-01 14:55 PM,mytripandmore
926,AA-1007-MIA-PHX,Actual departure,2011-12-01 14:56 PM,mytripandmore
927,AA-1007-MIA-PHX,Departure gate,D5,mytripandmore
928,AA-1007-MIA-PHX,Scheduled arrival,2011-12-01 18:05 PM,mytripandmore
929,AA-1007-MIA-PHX,Actual arrival,2011-12-01 17:55 PM,mytripandmore
930,AA-1007-MIA-PHX,Arrival gate,4,mytripandmore
931,UA-1500-IAH-GUA,Scheduled departure,2011-12-01 8:55 AM,ua
932,UA-1500-IAH-GUA,Actual departure,2011-12-01 9:16 AM,ua
933,UA-1500-IAH-GUA,Departure gate,E16,ua
934,UA-1500-IAH-GUA,Scheduled arrival,2011-12-01 11:45 AM,ua
935,UA-1500-IAH-GUA,Actual arrival,2011-12-01 11:56 AM,ua
936,UA-1500-IAH-GUA,Arrival gate,--,ua
937,UA-1500-IAH-GUA,Scheduled departure,2011-12-01 8:55 AM,airtravelcenter
938,UA-1500-IAH-GUA,Scheduled arrival,2011-12-01 11:45 AM,airtravelcenter
939,UA-1500-IAH-GUA,Scheduled departure,2011-12-01 8:55 AM,myrateplan
940,UA-1500-IAH-GUA,Scheduled arrival,2011-12-01 11:45 AM,myrateplan
941,UA-1500-IAH-GUA,Scheduled departure,2011-12-01 8:55 AM,helloflight
942,UA-1500-IAH-GUA,Scheduled arrival,2011-12-01 11:45 AM,helloflight
943,UA-1500-IAH-GUA,Scheduled departure,2011-12-01 8:55 AM,flytecomm
944,UA-1500-IAH-GUA,Scheduled arrival,2011-12-01 11:45 AM,flytecomm
945,UA-1500-IAH-GUA,Actual departure,2011-12-01 9:16 AM,flights
946,UA-1500-IAH-GUA,Departure gate,16,flights
947,UA-1500-IAH-GUA,Actual arrival,2011-12-01 11:45 AM,flights
948,UA-1500-IAH-GUA,Actual departure,2011-12-01 9:16 AM,businesstravellogue
949,UA-1500-IAH-GUA,Departure gate,16,businesstravellogue
950,UA-1500-IAH-GUA,Actual arrival,2011-12-01 11:45 AM,businesstravellogue
951,UA-1500-IAH-GUA,Actual departure,2011-12-01 9:16 AM,flylouisville
952,UA-1500-IAH-GUA,Departure gate,16,flylouisville
953,UA-1500-IAH-GUA,Actual arrival,2011-12-01 11:45 AM,flylouisville
954,UA-1500-IAH-GUA,Actual departure,2011-12-01 19:43 AM,flightview
955,UA-1500-IAH-GUA,Actual arrival,2011-12-01 12:12 PM,flightview
956,UA-1500-IAH-GUA,Actual departure,2011-12-01 19:43 AM,panynj
957,UA-1500-IAH-GUA,Actual arrival,2011-12-01 12:12 PM,panynj
958,UA-1500-IAH-GUA,Actual departure,2011-12-01 19:43 AM,gofox
959,UA-1500-IAH-GUA,Actual arrival,2011-12-01 12:12 PM,gofox
960,UA-1500-IAH-GUA,Actual departure,2011-12-01 19:43 AM,foxbusiness
961,UA-1500-IAH-GUA,Actual arrival,2011-12-01 12:12 PM,foxbusiness
962,UA-1500-IAH-GUA,Actual departure,2011-12-01 19:43 AM,allegiantair
963,UA-1500-IAH-GUA,Actual arrival,2011-12-01 12:12 PM,allegiantair
964,UA-1500-IAH-GUA,Actual departure,2011-12-01 19:43 AM,boston
965,UA-1500-IAH-GUA,Actual arrival,2011-12-01 12:10 PM,boston
966,UA-1500-IAH-GUA,Scheduled departure,2011-12-01 18:55 AM,orbitz
967,UA-1500-IAH-GUA,Actual departure,2011-12-01 19:16 AM,orbitz
968,UA-1500-IAH-GUA,Departure gate,E16,orbitz
969,UA-1500-IAH-GUA,Scheduled arrival,2011-12-01 12:05 PM,orbitz
970,UA-1500-IAH-GUA,Arrival gate,-,orbitz
971,UA-1500-IAH-GUA,Actual departure,2011-12-01 19:43 AM,usatoday
972,UA-1500-IAH-GUA,Actual arrival,2011-12-01 12:10 PM,usatoday
973,UA-1500-IAH-GUA,Actual departure,2011-12-01 19:43 AM,flightarrival
974,UA-1500-IAH-GUA,Actual arrival,2011-12-01 12:10 PM,flightarrival
975,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,aa
976,AA-1640-MIA-MCO,Departure gate,E5,aa
977,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:25 PM,aa
978,AA-1640-MIA-MCO,Arrival gate,14,aa
979,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,flightexplorer
980,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:25 PM,flightexplorer
981,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,flightaware
982,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:08 PM,flightaware
983,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,wunderground
984,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:08 PM,wunderground
985,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,flights
986,AA-1640-MIA-MCO,Departure gate,D33,flights
987,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:25 PM,flights
988,AA-1640-MIA-MCO,Arrival gate,14,flights
989,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,businesstravellogue
990,AA-1640-MIA-MCO,Departure gate,D33,businesstravellogue
991,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:25 PM,businesstravellogue
992,AA-1640-MIA-MCO,Arrival gate,14,businesstravellogue
993,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,flylouisville
994,AA-1640-MIA-MCO,Departure gate,D33,flylouisville
995,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:25 PM,flylouisville
996,AA-1640-MIA-MCO,Arrival gate,14,flylouisville
997,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,flightstats
998,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:25 PM,flightstats
999,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,quicktrip
1000,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:25 PM,quicktrip
1001,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,world-flight-tracker
1002,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:25 PM,world-flight-tracker
1003,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 16:30 PM,flightview
1004,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 17:25 PM,flightview
1005,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 16:30 PM,panynj
1006,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 17:25 PM,panynj
1007,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 16:30 PM,gofox
1008,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 17:25 PM,gofox
1009,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 16:30 PM,foxbusiness
1010,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 17:25 PM,foxbusiness
1011,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 16:30 PM,allegiantair
1012,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 17:25 PM,allegiantair
1013,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 16:30 PM,boston
1014,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 17:25 PM,boston
1015,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,travelocity
1016,AA-1640-MIA-MCO,Departure gate,E5,travelocity
1017,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:25 PM,travelocity
1018,AA-1640-MIA-MCO,Arrival gate,14,travelocity
1019,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 16:30 PM,orbitz
1020,AA-1640-MIA-MCO,Departure gate,-,orbitz
1021,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 17:25 PM,orbitz
1022,AA-1640-MIA-MCO,Arrival gate,-,orbitz
1023,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,weather
1024,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:25 PM,weather
1025,AA-1640-MIA-MCO,Arrival gate,14?,mco
1026,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,usatoday
1027,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:25 PM,usatoday
1028,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 16:30 PM,mytripandmore
1029,AA-1640-MIA-MCO,Departure gate,-,mytripandmore
1030,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 17:25 PM,mytripandmore
1031,AA-1640-MIA-MCO,Arrival gate,-,mytripandmore
1032,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,flightwise
1033,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:08 PM,flightwise
1034,AA-1640-MIA-MCO,Scheduled departure,2011-12-01 6:30 PM,flightarrival
1035,AA-1640-MIA-MCO,Scheduled arrival,2011-12-01 7:25 PM,flightarrival
1036,UA-37-EDI-EWR,Scheduled departure,2011-12-01 9:05 AM,ua
1037,UA-37-EDI-EWR,Actual departure,2011-12-01 8:52 AM,ua
1038,UA-37-EDI-EWR,Departure gate,--,ua
1039,UA-37-EDI-EWR,Scheduled arrival,2011-12-01 11:53 AM,ua
1040,UA-37-EDI-EWR,Actual arrival,2011-12-01 12:09 PM,ua
1041,UA-37-EDI-EWR,Arrival gate,B65,ua
1042,UA-37-EDI-EWR,Scheduled departure,2011-12-01 9:05 AM,airtravelcenter
1043,UA-37-EDI-EWR,Scheduled arrival,2011-12-01 11:53 AM,airtravelcenter
1044,UA-37-EDI-EWR,Scheduled departure,2011-12-01 9:05 AM,myrateplan
1045,UA-37-EDI-EWR,Scheduled arrival,2011-12-01 11:53 AM,myrateplan
1046,UA-37-EDI-EWR,Scheduled departure,2011-12-01 9:05 AM,helloflight
1047,UA-37-EDI-EWR,Scheduled arrival,2011-12-01 11:53 AM,helloflight
1048,UA-37-EDI-EWR,Scheduled departure,2011-12-01 9:05 AM,flytecomm
1049,UA-37-EDI-EWR,Scheduled arrival,2011-12-01 11:53 AM,flytecomm
1050,UA-37-EDI-EWR,Actual departure,2011-12-01 8:52 AM,flights
1051,UA-37-EDI-EWR,Actual arrival,2011-12-01 12:09 PM,flights
1052,UA-37-EDI-EWR,Arrival gate,65,flights
1053,UA-37-EDI-EWR,Actual departure,2011-12-01 8:52 AM,businesstravellogue
1054,UA-37-EDI-EWR,Actual arrival,2011-12-01 12:09 PM,businesstravellogue
1055,UA-37-EDI-EWR,Arrival gate,65,businesstravellogue
1056,UA-37-EDI-EWR,Actual departure,2011-12-01 8:52 AM,flylouisville
1057,UA-37-EDI-EWR,Actual arrival,2011-12-01 12:09 PM,flylouisville
1058,UA-37-EDI-EWR,Arrival gate,65,flylouisville
1059,UA-37-EDI-EWR,Actual departure,2011-12-01 19:05 AM,flightview
1060,UA-37-EDI-EWR,Actual arrival,2011-12-01 12:09 PM,flightview
1061,UA-37-EDI-EWR,Actual departure,2011-12-01 19:05 AM,panynj
1062,UA-37-EDI-EWR,Actual arrival,2011-12-01 12:09 PM,panynj
1063,UA-37-EDI-EWR,Actual departure,2011-12-01 19:05 AM,gofox
1064,UA-37-EDI-EWR,Actual arrival,2011-12-01 12:09 PM,gofox
1065,UA-37-EDI-EWR,Actual departure,2011-12-01 19:05 AM,foxbusiness
1066,UA-37-EDI-EWR,Actual arrival,2011-12-01 12:09 PM,foxbusiness
1067,UA-37-EDI-EWR,Actual departure,2011-12-01 19:05 AM,allegiantair
1068,UA-37-EDI-EWR,Actual arrival,2011-12-01 12:09 PM,allegiantair
1069,UA-37-EDI-EWR,Actual departure,2011-12-01 19:05 AM,boston
1070,UA-37-EDI-EWR,Actual arrival,2011-12-01 12:00 PM,boston
1071,UA-37-EDI-EWR,Scheduled departure,2011-12-01 9:05 AM,travelocity
1072,UA-37-EDI-EWR,Departure gate,Not provided by airline,travelocity
1073,UA-37-EDI-EWR,Scheduled arrival,2011-12-01 11:53 AM,travelocity
1074,UA-37-EDI-EWR,Arrival gate,Not provided by airline,travelocity
1075,UA-37-EDI-EWR,Scheduled departure,2011-12-01 19:05 AM,orbitz
1076,UA-37-EDI-EWR,Actual departure,2011-12-01 18:52 AM,orbitz
1077,UA-37-EDI-EWR,Departure gate,03A,orbitz
1078,UA-37-EDI-EWR,Scheduled arrival,2011-12-01 11:53 AM,orbitz
1079,UA-37-EDI-EWR,Actual arrival,2011-12-01 12:09 PM,orbitz
1080,UA-37-EDI-EWR,Arrival gate,B65,orbitz
1081,UA-37-EDI-EWR,Scheduled departure,2011-12-01 9:05 AM,weather
1082,UA-37-EDI-EWR,Scheduled arrival,2011-12-01 11:53 AM,weather
1083,UA-37-EDI-EWR,Scheduled departure,2011-12-01 9:05 AM,usatoday
1084,UA-37-EDI-EWR,Scheduled arrival,2011-12-01 11:53 AM,usatoday
1085,UA-37-EDI-EWR,Scheduled departure,2011-12-01 19:05 AM,mytripandmore
1086,UA-37-EDI-EWR,Actual departure,2011-12-01 18:52 AM,mytripandmore
1087,UA-37-EDI-EWR,Departure gate,03A,mytripandmore
1088,UA-37-EDI-EWR,Scheduled arrival,2011-12-01 11:53 AM,mytripandmore
1089,UA-37-EDI-EWR,Actual arrival,2011-12-01 12:09 PM,mytripandmore
1090,UA-37-EDI-EWR,Arrival gate,B65,mytripandmore
1091,UA-37-EDI-EWR,Scheduled departure,2011-12-01 9:05 AM,flightarrival
1092,UA-37-EDI-EWR,Scheduled arrival,2011-12-01 11:53 AM,flightarrival
1093,UA-3050-PHX-CLT,Scheduled departure,2011-12-01 11:05 AM,ua
1094,UA-3050-PHX-CLT,Actual departure,2011-12-01 11:30 AM,ua
1095,UA-3050-PHX-CLT,Departure gate,A30,ua
1096,UA-3050-PHX-CLT,Scheduled arrival,2011-12-01 4:57 PM,ua
1097,UA-3050-PHX-CLT,Actual arrival,2011-12-01 5:05 PM,ua
1098,UA-3050-PHX-CLT,Arrival gate,B5,ua
1099,UA-3050-PHX-CLT,Actual departure,2011-12-01 11:45 AM,airtravelcenter
1100,UA-3050-PHX-CLT,Actual arrival,2011-12-01 5:00 PM,airtravelcenter
1101,UA-3050-PHX-CLT,Actual departure,2011-12-01 11:45 AM,myrateplan
1102,UA-3050-PHX-CLT,Actual arrival,2011-12-01 5:00 PM,myrateplan
1103,UA-3050-PHX-CLT,Actual departure,2011-12-01 11:45 AM,helloflight
1104,UA-3050-PHX-CLT,Actual arrival,2011-12-01 5:00 PM,helloflight
1105,UA-3050-PHX-CLT,Actual departure,2011-12-01 11:45 AM,flytecomm
1106,UA-3050-PHX-CLT,Actual arrival,2011-12-01 5:00 PM,flytecomm
1107,UA-3050-PHX-CLT,Scheduled departure,2011-12-01 11:05 AM,flightaware
