Object,Property,Value
UA-2314-ATL-PHL,Scheduled arrival,2011-12-01 5:00 PM
UA-2314-ATL-PHL,Actual arrival,2011-12-01 4:47 PM
UA-2314-ATL-PHL,Arrival gate,C27
UA-382-IAD-LAX,Scheduled departure,2011-12-01 12:30 PM
UA-382-IAD-LAX,Actual departure,2011-12-01 12:35 PM
UA-382-IAD-LAX,Departure gate,D1
UA-382-IAD-LAX,Scheduled arrival,2011-12-01 3:19 PM
UA-382-IAD-LAX,Actual arrival,2011-12-01 3:11 PM
UA-382-IAD-LAX,Arrival gate,75B
UA-858-PVG-SFO,Scheduled departure,2011-12-01 1:45 PM
UA-858-PVG-SFO,Actual departure,2011-12-01 1:32 PM
UA-858-PVG-SFO,Departure gate,75
UA-858-PVG-SFO,Scheduled arrival,2011-12-01 8:27 AM
UA-858-PVG-SFO,Actual arrival,2011-12-01 8:02 AM
UA-858-PVG-SFO,Arrival gate,100
UA-854-SFO-IAH,Scheduled departure,2011-12-01 7:53 AM
UA-854-SFO-IAH,Actual departure,2011-12-01 7:49 AM
UA-854-SFO-IAH,Departure gate,81
UA-854-SFO-IAH,Scheduled arrival,2011-12-01 1:39 PM
UA-854-SFO-IAH,Actual arrival,2011-12-01 1:30 PM
UA-854-SFO-IAH,Arrival gate,C16
CO-16-LAX-EWR,Scheduled departure,2011-12-01 10:25 AM
CO-16-LAX-EWR,Actual departure,2011-12-01 10:20 AM
CO-16-LAX-EWR,Scheduled arrival,2011-12-01 6:44 PM
CO-16-LAX-EWR,Actual arrival,2011-12-01 6:34 PM
CO-1193-EWR-MCO,Scheduled departure,2011-12-01 9:15 AM
CO-1193-EWR-MCO,Actual departure,2011-12-01 9:14 AM
CO-1193-EWR-MCO,Scheduled arrival,2011-12-01 12:18 PM
CO-1193-EWR-MCO,Actual arrival,2011-12-01 12:09 PM
CO-1614-LAX-IAH,Scheduled departure,2011-12-01 12:30 AM
CO-1614-LAX-IAH,Actual departure,2011-12-01 12:41 AM
CO-1614-LAX-IAH,Scheduled arrival,2011-12-01 5:35 AM
CO-1614-LAX-IAH,Actual arrival,2011-12-01 5:26 AM
CO-45-EWR-MIA,Scheduled departure,2011-12-01 4:00 PM
CO-45-EWR-MIA,Actual departure,2011-12-01 3:58 PM
CO-45-EWR-MIA,Scheduled arrival,2011-12-01 7:05 PM
CO-45-EWR-MIA,Actual arrival,2011-12-01 6:36 PM
CO-63-EWR-IAH,Scheduled departure,2011-12-01 5:25 PM
CO-63-EWR-IAH,Actual departure,2011-12-01 5:22 PM
CO-63-EWR-IAH,Scheduled arrival,2011-12-01 8:22 PM
CO-63-EWR-IAH,Actual arrival,2011-12-01 8:03 PM
CO-50-CLE-EWR,Scheduled departure,2011-12-01 2:55 PM
CO-50-CLE-EWR,Actual departure,2011-12-01 3:31 PM
CO-50-CLE-EWR,Scheduled arrival,2011-12-01 4:49 PM
CO-50-CLE-EWR,Actual arrival,2011-12-01 5:26 PM
CO-1561-PHX-IAH,Scheduled departure,2011-12-01 8:05 AM
CO-1561-PHX-IAH,Actual departure,2011-12-01 8:00 AM
CO-1561-PHX-IAH,Scheduled arrival,2011-12-01 11:35 AM
CO-1561-PHX-IAH,Actual arrival,2011-12-01 11:32 AM
CO-47-IAH-LAX,Scheduled departure,2011-12-01 7:10 PM
CO-47-IAH-LAX,Actual departure,2011-12-01 8:25 PM
CO-47-IAH-LAX,Scheduled arrival,2011-12-01 8:56 PM
CO-47-IAH-LAX,Actual arrival,2011-12-01 9:52 PM
CO-1586-IAH-MCO,Scheduled departure,2011-12-01 7:00 PM
CO-1586-IAH-MCO,Actual departure,2011-12-01 7:14 PM
CO-1586-IAH-MCO,Scheduled arrival,2011-12-01 10:15 PM
CO-1586-IAH-MCO,Actual arrival,2011-12-01 10:29 PM
CO-1694-LAX-IAH,Scheduled departure,2011-12-01 7:15 PM
CO-1694-LAX-IAH,Actual departure,2011-12-01 7:15 PM
CO-1694-LAX-IAH,Scheduled arrival,2011-12-01 12:21 AM
CO-1694-LAX-IAH,Actual arrival,2011-12-01 12:21 AM
CO-4888-IAH-DAL,Scheduled departure,2011-12-01 5:30 PM
CO-4888-IAH-DAL,Actual departure,2011-12-01 5:30 PM
CO-4888-IAH-DAL,Scheduled arrival,2011-12-01 6:40 PM
CO-4888-IAH-DAL,Actual arrival,2011-12-01 6:40 PM
CO-1088-CLE-IAH,Scheduled departure,2011-12-01 8:40 AM
CO-1088-CLE-IAH,Actual departure,2011-12-01 8:40 AM
CO-1088-CLE-IAH,Scheduled arrival,2011-12-01 10:54 AM
CO-1088-CLE-IAH,Actual arrival,2011-12-01 10:56 AM
CO-58-DEN-IAH,Scheduled departure,2011-12-01 11:25 AM
CO-58-DEN-IAH,Actual departure,2011-12-01 11:32 AM
CO-58-DEN-IAH,Scheduled arrival,2011-12-01 2:50 PM
CO-58-DEN-IAH,Actual arrival,2011-12-01 3:31 PM
CO-1023-IAH-DEN,Scheduled departure,2011-12-01 11:40 AM
CO-1023-IAH-DEN,Actual departure,2011-12-01 11:56 AM
CO-1023-IAH-DEN,Scheduled arrival,2011-12-01 1:17 PM
CO-1023-IAH-DEN,Actual arrival,2011-12-01 1:14 PM
CO-1250-MIA-IAH,Scheduled departure,2011-12-01 2:53 PM
CO-1250-MIA-IAH,Actual departure,2011-12-01 3:01 PM
CO-1250-MIA-IAH,Scheduled arrival,2011-12-01 4:48 PM
CO-1250-MIA-IAH,Actual arrival,2011-12-01 4:59 PM
CO-62-IAH-EWR,Scheduled departure,2011-12-01 2:30 PM
CO-62-IAH-EWR,Actual departure,2011-12-01 2:48 PM
CO-62-IAH-EWR,Scheduled arrival,2011-12-01 7:03 PM
CO-62-IAH-EWR,Actual arrival,2011-12-01 7:10 PM
CO-52-IAH-LAX,Scheduled departure,2011-12-01 7:35 AM
CO-52-IAH-LAX,Actual departure,2011-12-01 7:29 AM
CO-52-IAH-LAX,Scheduled arrival,2011-12-01 9:21 AM
CO-52-IAH-LAX,Actual arrival,2011-12-01 9:14 AM
CO-89-IAH-EWR,Scheduled departure,2011-12-01 6:00 AM
CO-89-IAH-EWR,Actual departure,2011-12-01 6:02 AM
CO-89-IAH-EWR,Scheduled arrival,2011-12-01 10:20 AM
CO-89-IAH-EWR,Actual arrival,2011-12-01 10:27 AM
CO-1090-BOS-IAH,Scheduled departure,2011-12-01 9:45 AM
CO-1090-BOS-IAH,Actual departure,2011-12-01 10:19 AM
CO-1090-BOS-IAH,Scheduled arrival,2011-12-01 1:16 PM
CO-1090-BOS-IAH,Actual arrival,2011-12-01 1:19 PM
