Object,Property,Value,False
Object444,Property2,405594,"[944801, 563184, 584120, 940336, 578860, 554349, 869438, 634508, 563545, 749383, 994768, 744424, 536533, 559099, 544499, 859263, 991876, 896008, 968414, 506642]"
Object444,Property3,144738,"[745150, 611087, 629565, 881534, 841298, 717894, 617785, 944479, 906673, 729188, 737566, 655547, 751480, 917757, 611708, 559591, 868650, 696357, 870325, 566645]"
Object444,Property4,313216,"[900983, 921015, 531926, 819001, 710631, 816965, 593337, 566518, 792687, 984393, 557379, 942873, 645990, 965555, 827686, 519003, 708654, 595248, 985016, 653778]"
Object444,Property5,159310,"[956058, 763414, 543290, 611577, 980863, 822690, 994143, 915248, 806200, 673152, 973326, 804251, 727326, 882939, 706956, 845812, 954707, 861755, 541621, 641388]"
Object444,Property6,388230,"[696977, 947153, 786996, 734603, 668373, 926501, 593039, 518142, 595992, 621057, 518376, 675846, 952264, 593247, 586446, 635800, 535096, 595389, 779519, 605213]"
Object444,Property7,356407,"[869498, 520628, 686640, 842652, 781749, 665752, 810942, 910835, 635869, 778640, 823965, 582768, 982884, 882766, 814518, 543107, 561193, 596991, 948250, 949312]"
Object444,Property8,150631,"[768530, 800588, 667451, 819468, 951421, 554383, 650573, 900254, 532262, 624882, 807609, 724141, 677625, 748848, 944231, 991330, 717094, 907582, 972098, 845675]"
Object444,Property9,122522,"[840274, 671186, 985051, 862705, 726027, 846553, 613457, 888838, 736194, 622253, 540076, 718103, 516456, 590531, 979490, 511617, 633756, 663025, 960782, 641726]"
Object444,Property10,448511,"[649320, 941129, 761531, 675890, 505531, 912312, 582718, 587586, 763615, 589577, 682544, 923367, 937666, 679292, 900764, 574552, 543030, 986817, 917335, 616837]"
Object445,Property1,376712,"[595229, 521528, 841613, 686474, 844087, 876532, 744238, 562505, 541325, 656157, 596711, 529037, 750763, 510527, 601417, 600956, 599472, 680383, 721934, 949166]"
Object445,Property2,381601,"[519704, 871479, 859499, 664305, 644924, 753391, 883301, 789156, 965796, 694311, 683365, 958053, 806165, 721519, 804565, 500091, 875273, 882680, 956496, 692571]"
Object445,Property3,233572,"[846228, 727081, 636146, 682036, 910084, 874875, 860021, 506026, 794494, 563982, 799890, 991863, 619887, 705867, 701035, 753822, 817116, 768878, 649783, 904583]"
Object445,Property4,274083,"[877898, 681864, 827214, 728590, 934748, 599787, 746311, 569949, 949463, 918656, 595397, 952964, 527289, 748654, 698163, 712572, 677735, 840607, 812456, 589221]"
Object445,Property5,253548,"[761283, 810529, 617463, 963593, 701988, 753825, 931215, 736350, 604080, 835871, 803586, 966977, 756862, 592958, 933064, 507832, 627963, 799669, 734522, 746902]"
Object445,Property6,440245,"[740317, 976789, 516133, 893681, 631253, 583704, 592820, 779196, 601377, 902236, 537609, 611393, 921301, 643140, 930609, 791868, 558632, 733464, 851594, 962420]"
Object445,Property7,355989,"[740881, 904220, 785853, 990707, 995312, 697904, 769916, 831655, 851246, 915119, 977204, 950327, 807758, 800187, 739385, 886547, 654534, 755979, 650747, 618800]"
Object445,Property8,261334,"[785498, 836301, 803521, 992534, 828307, 544428, 597059, 781557, 659094, 822937, 800295, 756816, 944878, 956001, 751381, 538932, 795313, 678593, 921477, 744604]"
Object445,Property9,333650,"[914564, 602543, 668131, 831545, 870630, 688488, 550838, 589198, 576930, 616425, 693750, 694792, 742692, 740628, 982609, 861225, 778491, 943136, 591194, 641268]"
Object445,Property10,329206,"[964927, 571264, 567703, 868210, 966426, 854962, 772955, 875605, 995100, 525414, 902755, 908015, 960023, 749582, 641991, 613583, 929019, 653498, 955374, 941463]"
Object446,Property1,360266,"[635464, 832657, 815500, 924469, 974938, 780293, 690753, 504774, 917672, 999254, 721719, 704394, 699074, 642598, 869783, 569577, 543050, 906546, 860170, 685503]"
Object446,Property2,282215,"[793143, 552373, 980178, 822241, 876215, 543105, 599282, 954375, 791143, 527462, 963616, 668436, 985506, 810842, 500828, 565214, 594725, 858746, 797668, 778490]"
Object446,Property3,443826,"[881667, 523787, 532819, 915199, 533120, 992196, 891780, 870157, 944760, 813162, 680461, 726226, 971096, 551437, 723679, 629560, 535225, 887747, 757572, 848927]"
Object446,Property4,458851,"[666341, 954986, 747661, 830146, 616442, 852033, 729960, 853141, 744560, 630934, 708852, 504038, 577366, 709934, 507484, 633454, 771813, 941573, 611269, 769902]"
Object446,Property5,434001,"[534532, 648919, 910396, 788378, 804550, 974996, 727501, 703099, 768762, 559412, 683291, 528959, 734442, 911217, 885828, 924995, 556720, 887749, 900137, 987568]"
Object446,Property6,122456,"[668229, 914824, 501266, 963974, 616155, 773597, 950931, 812294, 720113, 552479, 570580, 985607, 598087, 952204, 539567, 869257, 626073, 541137, 836722, 951864]"
Object446,Property7,393059,"[863994, 611411, 775754, 957890, 935552, 500989, 831589, 508316, 748475, 996741, 902744, 938514, 974406, 775869, 679655, 616027, 972969, 673024, 819489, 609220]"
Object446,Property8,380752,"[809844, 970017, 929738, 669817, 822231, 589333, 505433, 931538, 850581, 671641, 988585, 610219, 945827, 696322, 605080, 593743, 514466, 750633, 639701, 980340]"
Object446,Property9,155581,"[539880, 599993, 957830, 939288, 987582, 980778, 777222, 881558, 613660, 558070, 781668, 695957, 950977, 612087, 825537, 624538, 959661, 907648, 984797, 931719]"
Object446,Property10,449153,"[798535, 647676, 827459, 568003, 994713, 953724, 531891, 944906, 523971, 746401, 946516, 810092, 915125, 947432, 554607, 838042, 791197, 695315, 861529, 523581]"
Object447,Property1,456725,"[762291, 869871, 590437, 768945, 789758, 762344, 706679, 968202, 930630, 786284, 869115, 605993, 603742, 686546, 841518, 994611, 821663, 697327, 995858, 549723]"
Object447,Property2,153931,"[720003, 975494, 844526, 952846, 969415, 590440, 554635, 873501, 985195, 500962, 985954, 931214, 708785, 794578, 960601, 960832, 999287, 798126, 593063, 665437]"
Object447,Property3,417892,"[984620, 791259, 540485, 890292, 553160, 588889, 514157, 541357, 865103, 685474, 528856, 878026, 987642, 501123, 607292, 678522, 899594, 763891, 861161, 921717]"
Object447,Property4,137899,"[913724, 822755, 915649, 641280, 524835, 783643, 659683, 831035, 809267, 813462, 937254, 793031, 622508, 578184, 908430, 625885, 762470, 922194, 615332, 673515]"
Object447,Property5,129801,"[916084, 539975, 782136, 628357, 830725, 615232, 945611, 601252, 542503, 958815, 603185, 644100, 933031, 966714, 759467, 890779, 545502, 585938, 853431, 930593]"
Object447,Property6,159399,"[635809, 870568, 752580, 615900, 898007, 805538, 783588, 985588, 642757, 699591, 693151, 875777, 912115, 982101, 792547, 616545, 731378, 697102, 868467, 816074]"
Object447,Property7,279743,"[830568, 822688, 679675, 665468, 880256, 899614, 940518, 834558, 835043, 613830, 664401, 999304, 722879, 532533, 885097, 822760, 811270, 510548, 512719, 618905]"
Object447,Property8,131271,"[734274, 558815, 738875, 693699, 703256, 780529, 933666, 732048, 805077, 582385, 611063, 867402, 558776, 670688, 753483, 772368, 601649, 755072, 991314, 723170]"
Object447,Property9,372673,"[539579, 529994, 928232, 913873, 702886, 515536, 630610, 805389, 580722, 610370, 856712, 606852, 779954, 697905, 765867, 759004, 628975, 980864, 707524, 781820]"
Object447,Property10,234914,"[521795, 552692, 728144, 648048, 647631, 634760, 593357, 565828, 726292, 665661, 968018, 633085, 686496, 876425, 805886, 544957, 595912, 884721, 634795, 969931]"
Object448,Property1,480377,"[608354, 994721, 804879, 742010, 995803, 724869, 637734, 975113, 722891, 583337, 679279, 948952, 843520, 608468, 554540, 624515, 525431, 625012, 913986, 733905]"
Object448,Property2,188494,"[901961, 509531, 672978, 925005, 834919, 591008, 747430, 924835, 704762, 667799, 787001, 631928, 867192, 770054, 702448, 935212, 734588, 803874, 699878, 914295]"
Object448,Property3,328482,"[795333, 528727, 920499, 680634, 681936, 686760, 599068, 644587, 914150, 967649, 530675, 884000, 658253, 763567, 524121, 811585, 524259, 501362, 755763, 908435]"
Object448,Property4,487938,"[549497, 779849, 589296, 767703, 843242, 943224, 681678, 886777, 780429, 512388, 540469, 965160, 646480, 820393, 637883, 578336, 536298, 941119, 615269, 785823]"
Object448,Property5,320570,"[945712, 982340, 733388, 624076, 749820, 641176, 991781, 589742, 900061, 728251, 985309, 940565, 543899, 556092, 599527, 561596, 702507, 633856, 666788, 703829]"
Object448,Property6,468967,"[986081, 795823, 823952, 888884, 922799, 517471, 986031, 658116, 631235, 699063, 942911, 610204, 576058, 676055, 733479, 642608, 981138, 880696, 656352, 750315]"
Object448,Property7,421475,"[802840, 737238, 501766, 829873, 827690, 511931, 600763, 765875, 716830, 784016, 744454, 973705, 923317, 530658, 933035, 933079, 671658, 541279, 620824, 520947]"
Object448,Property8,247820,"[566486, 815751, 719371, 859111, 853784, 791714, 749500, 908805, 913250, 864891, 660624, 644189, 511847, 794391, 551761, 680403, 685219, 872815, 897293, 932074]"
Object448,Property9,366619,"[962941, 810599, 607404, 560701, 718948, 846530, 511990, 644743, 801021, 720684, 715702, 758692, 766051, 670444, 631757, 718738, 688314, 612085, 801244, 520355]"
Object448,Property10,188211,"[534395, 769169, 705260, 646910, 622404, 723267, 664904, 812978, 833878, 599420, 583914, 691721, 743670, 961110, 590311, 925308, 659079, 585660, 757983, 865545]"
Object449,Property1,357316,"[951216, 970073, 957870, 518908, 654537, 697416, 634506, 890876, 986087, 625188, 829028, 798347, 501877, 663457, 768201, 968103, 636621, 902032, 936144, 782555]"
Object449,Property2,388411,"[787489, 812593, 627680, 875794, 539388, 924421, 557724, 728714, 684718, 880394, 857432, 757248, 865036, 889206, 599990, 912483, 694196, 996169, 980912, 626442]"
Object449,Property3,319883,"[784996, 736242, 537326, 946620, 766749, 951217, 715516, 887855, 773029, 747192, 586229, 675436, 810594, 610822, 823956, 694361, 858489, 557081, 591950, 763604]"
Object449,Property4,427763,"[976882, 547227, 575638, 695516, 959082, 844458, 897286, 795010, 993501, 680636, 843168, 793884, 825456, 620919, 967693, 521459, 958249, 800504, 909068, 548622]"
Object449,Property5,310300,"[785578, 905749, 722329, 691564, 798572, 664254, 909296, 812524, 629130, 911858, 792641, 756289, 863428, 909503, 617528, 569926, 788181, 973078, 685702, 519323]"
Object449,Property6,268967,"[657799, 583819, 907130, 766376, 541866, 851086, 704596, 555284, 647282, 901812, 764366, 711737, 869247, 886802, 812596, 976474, 713534, 906441, 781642, 764022]"
Object449,Property7,212486,"[666856, 624462, 909682, 722084, 608926, 913017, 701745, 616039, 512644, 606682, 528926, 535131, 847611, 593664, 698097, 557159, 564742, 795743, 571241, 696621]"
Object449,Property8,402071,"[598066, 537501, 534660, 736853, 755872, 953198, 836778, 810274, 704101, 853869, 727985, 872187, 621432, 847794, 689061, 790789, 739132, 845629, 698362, 641434]"
Object449,Property9,442211,"[690332, 923730, 793976, 960252, 980971, 591571, 918200, 980050, 894334, 618954, 723611, 997821, 579351, 712355, 590169, 717970, 591580, 857993, 806399, 633494]"
Object449,Property10,347998,"[660949, 859278, 982556, 715559, 920389, 772185, 675447, 672679, 975226, 825440, 916149, 611570, 911368, 537691, 525606, 523928, 572417, 933912, 925919, 943207]"
Object450,Property1,315345,"[840700, 655806, 730411, 694690, 650071, 940935, 956665, 857628, 954018, 618759, 919701, 833477, 901900, 520725, 827165, 571776, 547622, 923467, 843777, 817387]"
Object450,Property2,330219,"[980808, 675612, 625221, 811577, 589261, 680067, 847716, 650045, 780920, 723390, 860484, 547159, 769143, 635969, 600703, 689146, 666078, 525007, 731115, 963232]"
Object450,Property3,118157,"[940146, 773649, 840995, 660327, 586995, 706820, 969062, 842245, 607938, 612431, 610497, 565319, 917427, 821466, 646321, 524922, 550243, 821152, 744281, 529124]"
Object450,Property4,244318,"[574803, 670597, 748909, 947622, 815730, 578296, 584080, 944368, 816360, 580966, 685507, 592292, 902314, 731958, 862991, 805886, 532574, 935869, 600356, 707634]"
Object450,Property5,149611,"[943949, 871853, 655085, 964466, 972935, 549176, 906254, 912424, 823102, 896574, 662105, 546092, 995667, 609225, 897579, 835548, 843920, 614211, 829409, 842035]"
Object450,Property6,317884,"[824193, 617822, 976730, 835707, 891787, 808189, 830654, 938385, 779405, 538084, 608724, 817945, 830100, 905379, 607730, 874614, 620719, 846185, 912941, 985452]"
Object450,Property7,205291,"[787153, 772287, 661428, 670740, 656826, 703126, 996535, 604013, 723919, 769707, 588141, 931779, 621955, 945032, 558408, 808513, 529121, 537604, 567999, 680684]"
Object450,Property8,301405,"[684233, 715167, 510097, 785147, 691694, 525692, 763608, 959749, 505331, 809513, 706258, 544923, 819848, 994483, 976912, 734095, 798321, 903859, 844001, 517171]"
Object450,Property9,159559,"[533671, 889868, 815009, 767144, 936305, 866497, 943543, 612149, 863222, 754663, 502899, 630711, 531507, 760578, 890521, 500891, 950389, 903356, 917615, 521982]"
Object450,Property10,193068,"[700381, 736405, 633304, 573878, 550619, 601906, 655047, 817574, 517746, 821406, 964868, 967999, 895290, 890344, 753515, 546132, 528827, 524183, 939624, 889048]"
Object451,Property1,102833,"[638925, 608900, 863841, 620907, 877789, 874335, 712460, 835269, 961491, 984403, 814534, 721891, 925313, 558746, 767396, 928622, 541464, 663879, 526890, 599403]"
Object451,Property2,281957,"[915221, 584565, 894020, 876891, 609924, 878948, 809130, 665629, 618060, 647709, 950690, 939060, 830294, 675184, 677143, 840265, 598552, 822734, 814230, 955003]"
Object451,Property3,135614,"[657218, 960703, 999663, 511673, 786464, 746550, 979562, 592414, 679605, 545357, 724309, 794890, 695885, 712912, 883890, 577676, 995719, 563521, 971151, 559240]"
Object451,Property4,206531,"[576024, 746305, 824134, 588566, 994399, 775483, 836557, 654907, 558013, 709186, 752126, 780626, 680450, 523972, 596251, 705977, 526194, 641542, 556893, 967161]"
Object451,Property5,365339,"[877490, 983534, 967466, 879964, 639519, 594021, 764380, 947674, 893771, 951439, 745073, 654313, 821320, 608227, 945614, 990224, 938551, 560365, 544658, 688286]"
Object451,Property6,387377,"[568518, 625680, 843184, 780005, 860053, 784098, 588040, 797462, 766312, 979156, 560434, 938322, 719862, 821438, 869685, 549603, 651436, 565626, 903325, 533687]"
Object451,Property7,188459,"[794878, 528799, 695901, 801750, 950230, 679747, 723936, 677205, 707849, 917445, 772012, 653091, 717291, 886469, 568747, 910594, 978822, 714477, 800386, 970386]"
Object451,Property8,371859,"[603475, 600910, 696400, 859195, 573356, 652201, 901004, 725557, 855480, 621517, 590460, 988045, 673300, 991565, 809580, 736352, 922300, 935919, 843532, 826284]"
Object451,Property9,272848,"[666707, 556968, 528568, 893496, 502192, 922493, 777221, 651549, 552747, 922390, 580454, 544929, 997054, 852982, 620417, 663355, 541380, 773561, 644626, 977335]"
Object451,Property10,345970,"[716707, 874188, 831359, 705079, 681213, 572730, 780951, 844037, 712354, 714743, 682640, 807213, 951634, 889452, 529236, 900343, 672238, 558938, 621779, 882434]"
Object452,Property1,326055,"[500453, 676873, 702703, 931813, 997132, 841562, 839769, 648920, 702260, 947409, 902739, 531622, 623208, 998951, 892210, 943296, 986246, 988250, 677162, 842187]"
Object452,Property2,117732,"[758035, 703130, 853076, 631397, 567549, 632960, 567615, 630920, 660758, 579725, 958289, 756565, 647099, 890944, 524391, 924600, 761457, 623204, 634899, 531675]"
Object452,Property3,495789,"[842578, 707009, 892210, 955766, 726996, 568039, 617427, 710924, 935162, 664625, 541019, 795610, 997543, 667303, 556376, 557745, 509767, 827001, 518141, 535531]"
Object452,Property4,229672,"[556534, 912157, 746590, 901068, 631574, 977882, 549988, 848601, 774898, 983642, 943903, 709081, 557653, 814957, 588485, 781196, 757493, 745703, 695579, 596807]"
Object452,Property5,376659,"[589377, 660208, 965230, 572291, 672593, 805459, 520254, 996676, 520967, 635385, 656431, 778607, 617410, 908287, 587503, 879893, 598748, 800999, 995420, 586251]"
Object452,Property6,385375,"[692157, 988994, 690795, 958049, 790671, 895727, 916532, 540864, 677253, 534117, 695301, 756014, 773212, 515821, 730447, 524073, 953991, 566250, 565105, 825232]"
Object452,Property7,431394,"[705597, 581949, 824159, 526171, 817831, 655283, 734205, 761310, 692141, 709761, 809775, 997945, 619689, 742618, 799789, 888287, 701798, 930045, 867475, 621933]"
Object452,Property8,119266,"[730080, 935636, 622489, 848216, 942981, 671821, 841352, 693467, 955999, 930560, 911105, 615410, 534545, 956979, 559026, 894317, 548321, 532741, 805522, 631504]"
Object452,Property9,330823,"[954456, 999472, 660655, 717709, 613115, 548914, 933609, 636184, 716228, 819018, 576145, 893188, 574705, 803435, 763099, 989408, 998540, 980809, 685495, 740425]"
Object452,Property10,284674,"[875505, 970549, 556081, 566520, 712001, 824236, 529750, 555570, 726101, 967111, 728347, 735845, 991737, 947941, 718974, 906394, 856601, 778135, 568038, 711669]"
Object453,Property1,475818,"[619634, 771069, 604051, 869351, 864007, 988496, 511496, 952478, 595510, 763533, 567018, 580892, 641795, 968653, 801275, 879766, 769205, 601041, 721911, 867462]"
Object453,Property2,143112,"[874888, 643009, 762204, 821659, 528451, 981401, 875380, 764077, 659454, 756357, 777509, 898348, 525006, 860703, 598301, 533123, 515481, 639573, 529875, 952988]"
Object453,Property3,421369,"[767437, 542457, 906488, 854913, 666191, 581555, 848360, 692187, 966992, 718714, 991448, 602624, 887158, 793080, 725302, 807975, 816720, 671014, 554669, 945753]"
Object453,Property4,392807,"[622797, 544054, 974055, 940757, 997241, 652769, 871012, 835297, 724736, 982225, 738033, 582971, 862279, 674523, 894239, 897623, 555765, 805266, 970815, 977706]"
Object453,Property5,152211,"[646890, 838481, 842076, 629558, 501502, 647177, 996041, 510290, 899808, 652940, 595891, 650994, 547325, 796041, 956543, 979559, 947162, 696475, 560803, 577756]"
Object453,Property6,239193,"[697645, 601915, 906693, 648042, 650815, 512730, 663959, 565983, 535376, 658098, 682321, 637207, 793727, 880703, 583673, 595966, 809332, 704142, 828498, 868775]"
Object453,Property7,134822,"[833203, 550429, 675062, 906271, 975156, 772663, 581073, 897557, 553588, 682556, 834387, 707711, 742283, 524054, 979976, 832046, 807007, 681369, 645931, 767805]"
Object453,Property8,497204,"[650453, 898787, 998895, 565490, 720617, 758490, 995461, 929649, 596096, 764867, 563470, 572904, 770921, 684672, 659086, 667932, 659017, 978328, 550031, 725909]"
Object453,Property9,109227,"[587643, 752112, 945995, 760678, 879655, 703484, 657983, 621307, 840860, 845950, 625606, 911494, 662043, 778957, 567381, 681295, 589379, 605047, 585944, 557718]"
Object453,Property10,489266,"[652255, 716449, 980114, 939137, 507571, 820510, 972420, 572829, 526725, 986285, 907104, 636477, 836274, 839065, 991247, 687294, 768567, 564348, 595723, 793717]"
Object454,Property1,153940,"[700557, 975639, 858086, 884890, 658276, 589518, 972012, 814520, 674911, 810844, 907388, 587136, 618439, 750526, 956538, 764564, 675341, 556377, 913303, 945832]"
Object454,Property2,140986,"[754020, 749471, 852941, 914689, 932717, 681271, 874202, 730978, 936670, 551966, 959016, 838199, 789204, 898896, 514605, 865532, 916046, 600651, 991368, 537966]"
Object454,Property3,123713,"[508760, 760464, 668105, 876886, 740913, 590781, 984387, 627150, 786061, 855314, 643039, 934758, 624844, 587484, 860989, 826283, 975412, 972188, 997727, 650831]"
Object454,Property4,417038,"[913133, 577945, 799833, 609809, 969678, 548800, 883899, 588284, 713422, 613757, 727140, 677872, 714987, 583695, 602679, 979167, 542856, 618968, 870851, 634622]"
Object454,Property5,242046,"[972179, 997817, 778202, 653226, 656084, 544607, 834902, 659469, 591516, 787383, 513994, 559399, 560995, 773676, 905521, 661677, 707922, 707058, 523279, 613587]"
Object454,Property6,363924,"[534035, 645472, 965948, 828656, 663306, 652588, 590768, 831477, 629834, 808471, 670992, 871905, 723823, 557797, 594279, 724142, 710343, 803774, 955555, 563931]"
Object454,Property7,403769,"[590918, 513861, 922769, 832462, 866665, 612001, 998683, 974680, 550728, 631217, 813886, 842558, 544001, 842724, 784211, 873010, 934845, 611128, 871105, 992900]"
Object454,Property8,250492,"[599054, 931025, 826912, 533555, 533423, 640715, 648404, 784258, 966817, 602961, 921329, 622176, 519135, 788857, 761471, 986555, 641637, 547052, 675409, 583308]"
Object454,Property9,193978,"[539026, 999434, 500241, 871848, 640061, 895714, 855654, 648403, 510341, 734773, 918129, 893964, 988778, 567237, 696502, 779940, 591074, 911043, 535673, 960242]"
Object454,Property10,181405,"[937371, 999628, 933913, 848893, 930852, 573454, 578871, 902871, 573594, 544388, 813219, 800346, 914812, 782488, 548285, 629053, 662944, 936726, 791116, 804620]"
Object455,Property1,259247,"[858650, 831465, 809929, 872078, 998209, 628258, 811566, 516687, 782863, 936120, 799812, 777652, 556407, 758403, 916783, 936571, 786570, 552350, 929426, 996662]"
Object455,Property2,373658,"[766214, 589682, 833751, 775384, 787109, 673627, 521427, 666123, 655537, 529768, 768880, 642270, 640609, 510550, 996438, 540227, 617460, 809931, 687998, 571260]"
Object455,Property3,110142,"[917507, 583955, 606223, 515660, 516343, 596523, 860855, 836338, 908030, 869127, 582001, 999084, 972398, 516160, 858988, 896176, 961447, 626172, 796934, 815346]"
Object455,Property4,274362,"[993767, 717661, 903493, 776050, 680683, 665005, 880345, 959775, 752430, 944328, 635644, 952506, 517915, 769582, 828765, 669099, 579226, 849134, 843803, 798245]"
Object455,Property5,122440,"[949954, 812935, 504284, 592917, 673107, 869400, 641456, 750971, 980626, 970973, 845190, 647841, 873201, 611859, 678225, 832669, 511317, 989886, 974078, 618125]"
Object455,Property6,485553,"[680165, 794296, 983297, 837409, 739223, 985996, 533328, 862521, 917148, 588220, 924796, 972790, 619026, 811723, 743599, 929516, 739220, 601230, 602421, 667466]"
Object455,Property7,271656,"[922361, 734819, 618103, 694033, 641076, 506607, 607370, 624477, 604063, 951358, 952740, 806659, 750465, 679493, 888775, 593738, 594417, 807905, 729236, 806006]"
Object455,Property8,281356,"[573771, 523800, 763053, 712294, 527718, 534972, 731151, 889741, 945433, 578428, 871775, 817082, 696799, 874690, 609487, 852150, 790559, 683718, 515968, 856222]"
Object455,Property9,199703,"[880639, 934530, 726729, 904530, 711198, 864702, 524275, 951110, 643922, 760198, 730870, 598206, 602555, 907021, 734474, 927404, 632800, 947564, 678714, 641596]"
Object455,Property10,270834,"[694309, 902484, 801288, 842096, 930014, 538870, 530482, 749243, 813165, 596612, 813842, 505000, 994305, 645311, 551441, 797107, 666121, 700004, 740115, 746154]"
Object456,Property1,410837,"[646767, 858037, 758045, 927732, 866406, 652915, 643514, 690037, 628154, 999623, 954592, 824279, 564046, 832836, 563238, 818874, 795335, 722578, 713821, 881425]"
Object456,Property2,300264,"[576747, 969186, 935227, 503982, 637996, 717654, 770549, 554700, 820761, 577638, 549187, 785475, 694477, 736898, 938644, 589586, 689712, 818370, 518070, 591526]"
Object456,Property3,187124,"[638738, 729554, 986045, 602230, 653059, 884214, 521392, 583687, 687554, 690264, 763651, 881337, 537408, 627098, 919665, 670485, 855435, 987833, 807283, 793534]"
Object456,Property4,172276,"[696405, 934761, 700901, 614655, 802451, 803322, 820942, 997365, 693148, 878835, 782956, 805958, 865221, 780052, 952068, 866334, 810274, 857947, 825635, 587915]"
Object456,Property5,340976,"[541918, 784168, 540161, 897141, 633963, 935171, 554452, 689317, 918907, 569969, 872678, 720238, 701291, 982676, 955783, 809377, 541519, 959856, 781011, 658100]"
Object456,Property6,494387,"[714483, 840752, 896255, 850222, 742160, 813880, 938874, 635361, 776378, 545612, 742837, 854393, 748005, 676844, 857226, 945934, 746646, 571782, 742690, 618525]"
Object456,Property7,445218,"[766599, 548069, 747763, 855762, 923744, 675140, 694742, 633625, 880731, 509048, 701648, 663056, 873653, 715322, 607465, 558075, 942807, 571604, 702459, 842697]"
Object456,Property8,270087,"[833843, 582796, 637745, 753377, 816394, 726658, 765281, 988181, 680764, 540008, 859924, 767230, 851450, 716181, 999230, 523114, 571536, 903467, 963892, 507355]"
Object456,Property9,205553,"[852305, 807422, 939395, 963406, 740671, 898520, 950035, 738190, 575195, 750006, 670183, 872853, 521721, 698985, 927890, 874722, 922857, 818833, 687125, 600851]"
Object456,Property10,102050,"[850722, 923860, 983966, 723777, 545139, 731063, 639006, 874205, 533405, 610464, 687069, 797785, 829575, 815584, 667867, 623095, 783959, 860916, 774038, 918895]"
Object457,Property1,414077,"[924799, 802064, 769882, 748831, 538971, 921382, 731149, 758727, 559276, 772755, 754831, 638040, 955081, 986162, 809166, 534328, 744970, 602011, 806271, 961421]"
Object457,Property2,187635,"[871288, 838820, 767419, 576801, 748384, 995065, 523036, 768945, 505575, 790766, 836292, 995779, 857859, 711449, 855858, 824746, 915545, 642637, 890700, 787921]"
Object457,Property3,354389,"[682278, 640802, 893904, 512086, 911059, 652576, 561178, 808583, 638006, 724291, 726081, 808549, 640708, 964754, 984003, 768322, 737023, 802831, 696102, 890759]"
Object457,Property4,485161,"[755194, 665731, 507495, 754863, 551492, 724039, 645273, 833230, 971091, 892662, 701976, 795274, 887852, 934479, 603158, 660630, 807708, 859241, 637300, 630407]"
Object457,Property5,246504,"[700805, 979311, 536334, 938510, 832896, 838736, 658475, 671064, 590854, 796379, 620914, 642796, 883541, 768852, 954549, 843414, 886257, 878013, 826751, 690039]"
Object457,Property6,121153,"[625950, 585447, 540203, 629146, 997665, 531662, 932926, 695562, 968480, 685621, 825184, 717611, 667916, 568816, 867755, 531203, 603461, 951147, 895764, 737812]"
Object457,Property7,148893,"[880328, 961708, 631525, 941030, 897355, 703860, 588020, 622938, 696083, 807635, 914882, 721652, 503725, 598578, 667981, 614443, 662455, 611587, 700200, 507856]"
Object457,Property8,338041,"[778301, 705698, 847539, 719875, 587639, 732093, 659995, 805744, 906378, 544012, 746857, 740194, 984927, 825023, 523443, 619837, 988799, 521123, 638186, 919437]"
Object457,Property9,300893,"[941434, 565390, 669845, 990663, 796130, 870394, 765765, 800133, 789630, 769283, 869061, 645120, 862612, 674684, 631178, 575321, 531932, 516910, 718101, 899371]"
Object457,Property10,228548,"[549149, 813466, 842238, 901795, 696754, 650148, 792939, 832405, 817379, 726604, 774139, 951002, 911308, 802955, 503164, 597508, 646642, 884726, 666860, 635771]"
Object458,Property1,384390,"[951311, 547548, 898997, 681644, 844964, 964368, 565477, 620393, 846101, 998162, 946402, 969288, 820368, 586711, 862883, 963397, 628858, 538410, 890494, 655300]"
Object458,Property2,333426,"[934794, 681389, 808663, 556171, 665196, 797789, 538407, 713624, 856654, 624280, 583143, 940323, 564028, 742134, 556973, 799640, 544853, 983670, 807514, 767573]"
Object458,Property3,395532,"[850217, 700068, 863152, 571131, 602120, 591501, 559693, 662485, 678513, 569053, 674514, 676951, 666396, 676027, 629353, 611002, 732677, 715303, 987915, 651883]"
Object458,Property4,398099,"[971423, 545479, 883420, 754444, 997173, 520437, 884049, 637999, 667493, 767248, 807553, 654259, 576791, 564500, 926245, 653583, 703749, 546006, 805210, 588861]"
Object458,Property5,163205,"[830340, 776576, 568549, 880197, 588180, 647872, 905469, 729859, 588552, 520417, 737771, 894583, 637116, 590202, 555430, 867113, 755897, 765757, 517974, 669016]"
Object458,Property6,149578,"[566645, 957535, 706656, 543188, 837468, 519716, 547018, 982606, 836022, 877534, 511436, 679489, 672093, 648899, 678183, 542804, 664114, 534455, 504290, 617282]"
Object458,Property7,345047,"[919611, 636337, 698735, 871446, 785048, 794667, 556179, 623742, 758387, 511555, 642663, 972439, 756946, 654387, 633868, 891174, 638471, 523593, 882488, 975824]"
Object458,Property8,360789,"[984343, 559487, 759011, 642152, 717967, 533028, 510193, 931123, 587790, 568258, 570203, 936066, 633380, 799217, 642759, 980269, 943319, 684030, 755079, 937088]"
Object458,Property9,285917,"[889259, 776463, 991406, 740977, 713520, 733783, 637737, 583038, 600808, 775498, 885328, 747949, 927056, 670840, 607591, 506332, 899609, 645573, 615399, 765363]"
