Object,Property,Value,False
Object121,Property6,168602,"[857543, 828481, 607899, 634940, 520336, 829677, 517204, 726087, 948299, 704793, 769015, 698277, 864712, 896593, 621810, 508107, 893565, 684648, 849299, 980115]"
Object122,Property1,481903,"[799333, 966345, 620339, 827370, 553477, 567167, 644790, 606340, 796562, 926071, 995919, 552747, 867354, 625629, 946152, 850886, 539787, 878755, 579443, 843094]"
Object122,Property2,254555,"[715985, 610091, 509888, 663546, 554092, 835848, 771253, 873244, 756513, 534311, 760319, 996067, 972954, 558203, 812615, 706788, 840658, 815292, 998534, 501670]"
Object122,Property3,127513,"[781599, 714318, 690165, 581600, 515210, 595131, 773132, 822214, 789913, 776245, 801458, 900783, 540798, 589148, 796938, 519389, 604464, 743328, 899005, 907255]"
Object122,Property4,120347,"[855751, 525868, 679653, 881710, 791894, 710446, 967785, 675672, 676031, 591122, 715874, 676418, 677949, 928149, 830268, 721497, 928727, 890152, 806731, 710237]"
Object122,Property5,252984,"[766778, 782167, 972440, 858762, 782857, 697874, 571842, 667951, 571002, 760298, 958875, 747240, 862090, 562071, 811253, 962486, 914884, 789645, 890592, 580395]"
Object122,Property6,405917,"[633213, 584978, 826887, 756349, 937504, 642668, 788687, 530297, 809676, 792772, 567647, 773337, 984963, 799542, 513095, 587556, 807169, 753314, 720533, 617733]"
Object123,Property1,218252,"[800432, 863177, 923649, 998747, 946553, 643368, 714144, 572738, 680241, 755160, 625523, 955199, 610038, 661442, 883106, 985693, 720664, 980799, 615422, 985269]"
Object123,Property2,256035,"[886202, 972045, 702772, 859469, 885976, 781900, 883589, 778413, 652983, 621897, 953870, 710307, 858773, 760798, 889117, 629141, 779112, 960764, 876437, 913256]"
Object123,Property3,461874,"[981045, 573604, 749283, 766223, 874331, 854295, 568300, 805656, 827771, 525735, 814546, 733813, 593319, 845495, 803934, 749458, 958188, 584398, 519678, 819759]"
Object123,Property4,242267,"[635428, 637099, 981671, 909552, 963727, 859599, 568899, 815984, 635240, 555479, 564683, 708920, 656473, 760255, 942506, 830967, 877044, 862184, 658473, 740563]"
Object123,Property5,482547,"[527344, 795785, 975379, 858068, 595426, 559139, 570540, 747978, 670524, 791054, 818742, 825092, 675555, 993931, 964746, 576120, 669003, 782393, 971342, 557896]"
Object123,Property6,428207,"[972651, 687618, 620419, 700043, 870348, 545098, 964555, 773229, 974364, 727929, 607294, 785225, 893788, 985126, 679659, 623272, 967841, 561694, 674695, 664968]"
Object124,Property1,114459,"[794160, 666016, 998474, 843916, 878132, 703126, 537894, 713531, 554776, 919952, 967209, 941293, 627608, 878257, 900643, 860746, 660257, 911482, 941695, 851144]"
Object124,Property2,386547,"[655579, 988223, 546220, 813066, 805017, 751118, 781036, 704624, 971586, 982072, 930807, 928227, 716952, 765489, 923456, 814168, 800365, 581724, 957964, 649282]"
Object124,Property3,334431,"[615542, 685062, 677856, 530830, 804444, 821098, 619227, 729092, 991248, 559989, 890358, 544865, 865901, 647354, 612917, 641410, 803907, 604626, 611264, 772758]"
Object124,Property4,471506,"[859354, 970643, 525674, 745576, 881772, 923354, 762240, 634989, 657974, 572161, 999857, 793988, 729854, 718427, 710681, 833735, 949717, 613700, 717039, 851070]"
Object124,Property5,466501,"[916362, 895064, 747368, 757621, 875770, 647184, 570678, 800382, 716179, 525211, 941676, 620760, 975524, 914541, 926683, 783147, 624807, 605420, 931423, 924589]"
Object124,Property6,447830,"[710327, 764189, 710667, 928662, 905735, 747952, 950053, 737122, 594810, 610777, 997496, 566269, 869972, 549090, 858052, 848889, 632082, 510518, 904968, 823833]"
Object125,Property1,107467,"[669162, 829990, 942935, 612819, 610606, 998262, 517323, 675691, 775184, 981344, 764268, 873300, 953038, 810296, 759733, 685060, 517122, 539754, 976556, 980437]"
Object125,Property2,388543,"[543011, 937374, 678710, 535409, 975594, 520438, 540831, 882040, 905427, 901957, 825176, 942785, 520334, 616084, 834807, 977012, 941080, 838431, 600861, 648934]"
Object125,Property3,277396,"[957245, 660682, 554392, 741049, 528966, 941079, 523084, 508243, 980189, 978996, 580939, 904739, 614080, 946530, 873189, 568788, 920286, 734203, 642326, 748174]"
Object125,Property4,362704,"[998757, 950493, 596217, 906186, 879037, 590375, 567632, 978620, 565966, 801686, 789436, 629477, 892183, 510931, 756742, 536296, 641475, 513047, 931292, 914997]"
Object125,Property5,186195,"[552764, 510648, 596845, 749154, 693592, 710204, 509468, 615338, 819465, 766908, 923609, 921381, 634323, 728516, 571861, 949650, 651558, 525014, 905760, 872969]"
Object125,Property6,472472,"[881344, 774815, 621622, 510216, 795196, 886478, 641024, 848865, 531750, 500189, 612557, 667906, 938812, 555713, 587191, 644817, 936149, 549146, 768769, 693440]"
Object126,Property1,276160,"[883018, 861739, 897644, 645529, 714654, 659087, 748368, 584239, 984122, 786137, 975547, 779558, 864765, 849797, 794705, 656686, 720933, 822796, 908192, 751659]"
Object126,Property2,149375,"[551852, 794095, 770681, 788439, 913098, 652233, 890923, 642929, 592610, 893936, 513341, 715610, 737680, 903009, 750634, 941973, 866400, 821389, 883701, 619195]"
Object126,Property3,323993,"[885294, 788614, 500212, 679176, 930334, 967611, 700121, 610952, 663065, 572794, 782458, 608477, 564539, 672963, 820099, 700403, 853388, 509091, 663087, 838159]"
Object126,Property4,315243,"[784170, 823743, 621080, 855463, 997182, 810461, 905048, 588812, 516340, 565292, 965059, 685876, 565851, 834129, 906808, 759832, 957761, 509972, 530526, 975755]"
Object126,Property5,323992,"[887122, 669876, 799927, 965286, 665390, 855594, 950110, 563337, 632726, 792728, 702769, 547829, 769392, 597972, 908552, 761591, 604283, 782872, 934682, 638351]"
Object126,Property6,196945,"[989972, 841676, 967989, 716791, 743207, 549591, 813780, 623979, 603341, 740959, 649575, 665637, 648865, 964589, 942585, 541995, 834484, 727455, 643271, 718885]"
Object127,Property1,326471,"[594448, 762265, 512789, 705266, 751217, 862612, 767629, 610899, 818333, 895395, 645517, 814925, 630015, 861458, 727274, 787835, 921875, 672285, 579268, 571520]"
Object127,Property2,196791,"[867192, 822644, 685242, 606231, 593133, 785068, 550497, 701306, 552570, 704563, 825242, 652588, 773189, 968581, 545145, 946651, 857388, 620504, 617892, 555296]"
Object127,Property3,420546,"[711454, 549171, 563604, 980678, 681762, 619259, 707439, 895238, 919220, 811299, 822692, 697052, 897955, 651104, 728503, 526389, 764649, 989440, 658028, 555482]"
Object127,Property4,162546,"[916358, 653505, 887449, 863289, 671072, 785947, 998101, 503827, 973980, 954950, 979552, 648554, 767275, 998175, 990026, 924322, 964199, 665484, 530476, 990940]"
Object127,Property5,210238,"[526133, 930169, 765557, 652947, 539694, 749222, 952194, 795921, 569238, 968918, 616705, 561745, 579315, 645061, 878015, 877810, 964830, 921864, 729863, 685754]"
Object127,Property6,499624,"[716482, 912509, 978407, 716059, 885652, 753048, 637842, 903884, 935929, 571360, 797294, 848450, 533623, 559938, 884612, 678007, 739225, 510087, 982224, 781561]"
Object128,Property1,375864,"[704960, 529831, 533933, 582118, 901683, 969227, 518954, 803646, 909464, 711536, 602715, 702072, 662815, 595737, 503568, 734372, 817164, 624690, 698002, 779025]"
Object128,Property2,103398,"[923209, 685178, 819307, 652544, 680031, 506622, 563530, 725378, 830834, 848660, 546586, 784910, 579473, 865693, 770882, 660792, 780300, 674654, 510156, 568496]"
Object128,Property3,263257,"[815134, 602011, 757190, 644668, 705480, 590274, 615572, 746846, 605132, 906628, 845459, 952035, 692038, 841444, 797319, 955235, 866233, 579048, 796970, 591719]"
Object128,Property4,427715,"[656991, 602584, 736804, 669944, 960394, 915604, 744082, 669680, 587929, 720300, 840111, 888477, 667289, 718604, 923453, 865019, 542643, 808468, 971275, 791853]"
Object128,Property5,325359,"[810350, 846033, 576716, 960785, 553763, 673530, 889128, 958222, 926183, 980431, 861800, 639209, 930818, 564882, 777672, 607208, 623458, 617056, 692372, 796699]"
Object128,Property6,314414,"[748024, 995857, 775397, 987288, 631159, 644184, 679712, 740963, 530075, 786895, 920109, 712476, 675852, 890586, 732913, 739322, 772604, 877125, 963376, 544221]"
Object129,Property1,151040,"[943678, 839715, 592789, 895057, 950015, 848945, 672309, 931276, 661658, 726643, 974911, 906957, 526077, 832426, 997205, 703047, 844217, 799759, 741389, 705694]"
Object129,Property2,389540,"[958836, 904482, 518186, 919787, 780881, 678325, 788506, 879393, 713592, 735378, 893743, 532900, 676434, 704867, 634946, 520790, 715942, 626223, 699889, 577189]"
Object129,Property3,130944,"[518357, 749637, 912402, 568526, 577029, 602721, 911175, 947230, 628681, 772657, 541725, 880666, 709225, 947547, 846509, 631129, 907983, 774032, 780266, 916366]"
Object129,Property4,406877,"[977317, 629557, 886395, 517802, 712578, 944614, 738027, 965088, 707405, 810753, 500362, 996154, 859277, 644242, 927803, 700750, 929793, 668970, 849523, 933556]"
Object129,Property5,253199,"[763299, 546201, 699455, 685799, 787530, 775660, 587163, 914357, 794099, 729612, 760582, 881257, 934182, 846205, 666372, 647634, 721027, 520197, 654970, 711943]"
Object129,Property6,208783,"[730540, 638739, 825622, 991509, 505259, 755020, 509345, 997947, 917006, 886469, 875808, 529654, 962715, 580411, 787865, 827685, 583522, 500231, 631915, 579443]"
Object130,Property1,310426,"[970343, 539182, 810161, 827181, 870913, 566871, 962985, 614146, 796934, 643687, 800570, 596092, 772076, 517313, 691903, 544622, 543797, 996455, 685869, 921649]"
Object130,Property2,416611,"[897635, 598326, 617630, 782900, 501240, 841850, 898385, 604593, 979077, 784030, 570541, 804201, 870297, 742353, 949823, 969680, 595005, 758446, 906629, 603181]"
Object130,Property3,222453,"[508192, 562032, 630517, 507849, 668468, 742376, 639320, 931372, 867484, 968892, 693520, 696662, 783714, 507843, 577724, 815149, 985546, 592455, 793163, 668400]"
Object130,Property4,278218,"[917451, 610859, 960810, 664425, 770033, 545072, 633860, 997546, 580147, 652864, 784050, 821556, 741816, 551294, 805900, 617452, 998453, 779691, 936148, 689473]"
Object130,Property5,428349,"[563269, 783843, 998834, 526465, 953159, 673634, 989421, 642572, 691679, 845212, 799338, 597285, 553385, 544065, 607645, 977802, 950753, 666343, 631487, 882479]"
Object130,Property6,410596,"[670061, 663205, 836376, 820950, 681794, 500722, 690409, 795591, 605537, 826589, 805213, 577492, 508746, 937340, 597635, 695752, 911566, 846111, 950499, 948369]"
Object131,Property1,134344,"[689609, 570936, 805360, 649445, 582099, 719400, 852802, 533285, 603665, 604377, 780238, 815799, 901857, 925505, 662078, 817725, 817352, 764988, 775047, 534330]"
Object131,Property2,134021,"[998280, 897764, 781085, 641631, 515249, 970209, 506232, 822447, 790047, 956213, 539104, 579143, 532666, 818069, 672415, 692582, 943843, 996846, 664208, 678547]"
Object131,Property3,173071,"[870350, 820288, 925043, 653511, 651614, 986898, 550228, 533456, 962456, 858088, 650786, 790115, 572167, 652273, 892964, 983692, 550496, 719825, 740947, 589624]"
Object131,Property4,107838,"[831530, 762328, 512617, 898790, 722739, 967670, 573807, 875636, 884302, 997629, 771766, 589506, 961251, 703910, 679506, 623497, 870119, 601682, 920898, 969238]"
Object131,Property5,200622,"[560755, 658448, 596362, 930851, 737975, 763385, 779343, 737585, 652782, 712224, 752428, 671608, 984420, 812170, 831578, 812500, 532757, 515378, 849013, 760585]"
Object131,Property6,450342,"[761971, 640288, 883555, 766584, 515300, 868639, 796783, 976923, 958200, 904731, 827553, 837748, 599022, 973060, 600307, 957307, 607045, 548821, 525514, 627873]"
Object132,Property1,387787,"[824392, 567369, 684587, 693530, 634657, 589509, 593797, 607658, 582602, 689015, 696292, 970807, 940850, 561334, 925248, 917907, 701932, 521241, 732647, 653584]"
Object132,Property2,336055,"[615625, 898674, 885315, 693030, 804395, 551950, 553810, 680279, 602131, 992467, 986017, 842244, 634689, 899577, 766990, 567038, 658632, 947170, 608479, 680628]"
Object132,Property3,261259,"[689128, 988450, 878301, 906918, 867155, 655313, 807821, 829893, 847366, 749143, 824062, 550117, 695572, 546072, 913341, 618606, 641954, 773669, 623730, 603252]"
Object132,Property4,254425,"[697268, 610626, 638787, 800853, 583870, 566401, 646385, 657742, 860126, 864967, 926368, 708413, 827533, 695583, 868236, 819971, 865055, 504759, 869753, 621572]"
Object132,Property5,109131,"[697301, 683860, 838903, 971329, 932051, 986469, 805878, 544065, 966579, 936830, 565503, 888406, 754026, 528716, 818931, 657091, 566601, 783066, 651905, 680605]"
Object132,Property6,318581,"[917159, 751229, 525051, 546439, 775341, 710867, 543515, 900730, 989181, 771223, 942396, 538428, 692032, 923761, 845038, 838529, 783562, 884696, 940589, 843750]"
Object133,Property1,233661,"[513669, 591830, 890948, 987483, 636068, 844667, 870909, 899473, 971645, 896698, 845216, 682389, 648449, 822574, 656819, 732476, 586797, 945983, 937322, 696991]"
Object133,Property2,462697,"[573559, 721897, 699093, 663261, 797017, 942506, 509359, 763396, 761476, 528425, 551165, 952208, 636391, 772183, 788986, 882293, 886581, 686635, 579887, 938003]"
Object133,Property3,432325,"[821553, 516960, 641875, 820899, 901655, 816709, 786552, 851256, 702880, 936873, 501131, 818901, 553052, 921051, 820436, 591894, 691958, 839980, 555321, 958180]"
Object133,Property4,322225,"[705534, 692339, 527731, 578125, 742332, 504731, 962154, 519448, 701755, 909697, 612253, 950974, 644044, 827312, 537407, 718693, 713683, 960363, 914035, 559880]"
Object133,Property5,167015,"[854832, 511338, 585354, 725185, 875862, 563117, 524891, 512833, 988125, 727538, 532122, 876896, 797755, 522037, 807278, 958282, 836878, 951101, 844076, 882261]"
Object133,Property6,137723,"[723094, 953084, 949746, 663094, 565210, 999139, 592381, 768977, 904437, 747851, 810188, 884404, 886577, 843276, 729550, 753141, 730583, 545423, 930274, 931902]"
Object134,Property1,300684,"[771976, 621252, 617187, 671045, 832552, 967579, 815273, 624029, 840276, 558873, 556162, 630043, 842268, 736958, 750342, 731366, 951739, 946000, 942833, 842981]"
Object134,Property2,344475,"[795555, 556867, 580925, 610780, 846579, 923978, 739559, 543950, 679172, 908609, 846036, 597620, 773011, 542515, 891461, 646676, 541183, 580377, 824375, 567437]"
Object134,Property3,476649,"[876392, 880592, 711257, 883596, 527228, 552611, 846292, 657298, 718097, 515892, 888483, 976918, 907274, 833048, 645543, 834569, 647421, 653691, 696301, 929433]"
Object134,Property4,261331,"[930628, 971576, 501835, 968064, 722964, 842504, 670145, 535451, 535804, 789791, 631297, 973977, 736675, 804121, 738809, 846090, 995701, 640985, 537679, 502170]"
Object134,Property5,121891,"[737976, 723030, 548590, 895576, 727071, 514457, 904746, 732328, 544329, 567878, 629618, 987312, 920399, 961487, 625912, 886335, 575112, 862294, 762783, 551366]"
Object134,Property6,462846,"[600099, 544783, 749722, 789552, 553313, 507055, 502366, 786007, 823906, 594176, 674459, 513861, 621792, 656184, 660505, 809994, 517416, 957859, 661301, 522585]"
Object135,Property1,430872,"[753437, 960897, 981074, 692019, 513809, 569589, 621489, 823447, 525146, 907945, 773919, 839264, 756543, 665864, 797430, 700127, 597497, 854804, 873263, 682227]"
Object135,Property2,417290,"[538139, 594838, 929401, 904574, 650011, 540734, 576044, 764608, 954043, 628749, 610923, 657708, 603611, 632531, 602463, 939930, 623948, 887903, 811580, 652786]"
Object135,Property3,395852,"[625705, 670183, 806367, 599576, 806269, 928616, 922571, 552343, 932586, 943355, 977392, 706955, 785373, 697284, 579988, 705976, 706716, 847738, 595946, 610294]"
Object135,Property4,292860,"[966360, 733366, 508978, 881087, 808365, 940902, 611536, 785865, 505638, 839994, 983978, 521860, 738544, 781170, 635536, 605313, 721151, 546492, 706774, 970908]"
Object135,Property5,422177,"[928779, 854654, 750978, 983531, 849708, 983768, 576392, 593139, 978590, 988231, 945777, 831083, 887859, 538203, 677474, 988214, 855404, 963032, 681015, 656120]"
Object135,Property6,336563,"[933919, 590215, 937648, 757881, 848481, 841158, 844335, 869017, 956389, 553456, 991026, 541022, 804142, 770603, 562867, 689324, 756801, 888478, 876941, 569270]"
Object136,Property1,350062,"[587085, 537144, 832681, 628357, 793980, 771458, 703708, 551980, 718430, 639198, 627145, 725504, 509541, 855201, 501013, 818366, 781226, 772693, 645799, 835659]"
Object136,Property2,104197,"[944322, 688759, 851603, 755066, 994091, 684856, 580165, 891473, 953477, 850083, 830842, 538951, 864948, 585511, 794163, 922486, 785110, 959389, 760113, 539325]"
Object136,Property3,463950,"[883774, 662084, 848179, 916237, 585112, 794985, 952824, 704639, 885897, 645517, 525558, 857062, 986385, 619314, 794619, 730665, 748671, 744324, 884786, 553616]"
Object136,Property4,196111,"[868683, 906688, 795982, 855116, 721338, 812256, 987962, 751965, 535948, 930080, 810693, 750923, 795608, 914858, 619805, 895661, 637368, 716187, 794833, 671483]"
Object136,Property5,316023,"[994527, 951264, 975085, 829240, 865229, 721481, 985399, 923014, 994335, 669504, 553783, 814705, 578228, 690384, 716229, 664069, 726504, 866976, 871578, 990898]"
Object136,Property6,441872,"[969489, 754312, 793502, 912411, 571510, 889966, 830510, 669490, 922105, 758749, 943471, 591263, 744554, 980538, 567129, 954272, 823239, 921183, 917049, 760957]"
Object137,Property1,311302,"[908925, 609679, 585676, 544964, 797231, 961259, 638939, 569461, 956256, 699493, 686630, 583291, 520151, 945104, 926186, 649174, 539059, 620074, 814506, 649649]"
Object137,Property2,486574,"[697614, 610673, 651532, 716360, 692222, 822400, 502496, 687188, 924422, 746695, 915669, 549168, 736991, 551589, 655190, 903864, 738074, 807868, 955208, 778805]"
Object137,Property3,393453,"[719579, 550808, 887155, 540405, 570192, 718763, 613751, 502135, 968074, 745654, 885692, 947529, 693687, 697172, 734360, 856399, 670143, 591031, 996359, 938828]"
Object137,Property4,107955,"[711644, 817050, 627294, 595967, 645137, 751786, 592037, 799719, 642121, 716833, 546335, 523029, 912509, 977875, 756792, 983889, 505273, 558258, 755448, 704910]"
Object137,Property5,304292,"[676383, 675190, 993951, 905623, 908693, 768410, 839857, 513610, 762863, 638666, 569837, 955341, 723293, 993848, 796986, 610483, 823401, 960338, 808696, 846825]"
Object137,Property6,202127,"[585725, 910480, 533381, 772124, 950789, 918107, 543511, 837971, 933270, 909553, 751292, 522021, 934979, 875951, 962114, 557939, 898544, 623255, 684878, 972993]"
Object138,Property1,160148,"[673213, 754417, 846739, 668952, 689880, 578833, 681785, 771333, 731846, 769011, 849904, 814712, 688683, 674297, 806816, 705885, 568077, 563390, 762626, 843528]"
Object138,Property2,175799,"[783253, 836911, 560820, 517629, 773644, 593016, 564002, 688110, 948666, 599077, 507208, 538993, 962928, 895024, 760071, 886775, 589362, 629273, 779212, 737990]"
Object138,Property3,248144,"[542513, 959001, 737961, 664005, 646922, 718257, 576208, 732039, 602474, 937041, 678169, 522367, 862373, 722423, 658007, 806704, 628507, 703195, 717966, 771804]"
Object138,Property4,488617,"[683203, 772590, 646119, 934887, 774863, 525910, 699094, 834772, 704397, 609875, 976950, 868499, 500498, 997607, 611212, 893241, 898736, 948681, 798944, 959003]"
Object138,Property5,190402,"[791217, 986875, 808985, 831522, 570209, 790144, 586590, 818879, 940131, 806789, 573432, 930873, 898523, 566509, 666886, 564331, 900687, 718864, 590671, 891380]"
Object138,Property6,310600,"[954369, 582670, 945126, 520459, 887020, 757264, 968343, 897637, 703688, 889807, 930755, 688897, 723177, 708590, 531597, 883901, 718047, 832442, 790828, 767191]"
Object139,Property1,419625,"[701087, 713806, 702032, 922011, 935374, 778566, 993168, 912739, 661974, 815028, 883759, 562750, 973448, 797990, 853532, 581349, 923005, 759119, 610625, 820236]"
Object139,Property2,429453,"[768649, 557132, 708146, 765698, 808489, 515642, 652978, 676179, 972883, 754953, 649127, 674528, 646781, 847593, 954410, 933788, 500976, 780786, 957623, 683295]"
Object139,Property3,260199,"[709777, 865229, 907791, 662525, 779074, 730804, 512817, 693350, 528415, 857058, 772021, 733621, 552778, 541099, 504316, 786359, 944468, 782428, 865809, 720155]"
Object139,Property4,111841,"[893012, 596009, 781403, 926060, 710107, 511820, 634923, 820152, 525933, 618883, 575780, 558611, 914110, 659433, 515179, 681234, 677221, 627063, 740294, 909297]"
Object139,Property5,221894,"[886459, 803906, 922742, 889608, 975174, 997662, 837097, 691896, 558187, 770079, 816294, 728259, 688138, 999984, 907927, 638024, 826190, 955197, 973296, 806880]"
Object139,Property6,192711,"[798600, 789725, 860461, 761259, 519024, 723709, 691152, 772126, 890497, 678065, 842163, 596602, 720881, 789782, 990314, 767112, 814464, 875223, 917625, 830120]"
Object140,Property1,496771,"[687486, 699154, 966350, 854627, 527890, 559494, 726738, 882048, 569709, 939760, 953690, 788428, 525496, 502243, 931819, 793913, 901689, 589402, 576191, 746767]"
Object140,Property2,233886,"[656789, 529815, 695651, 953650, 955885, 789559, 692870, 560972, 837306, 882353, 781312, 660866, 874769, 522024, 941073, 612949, 825409, 882271, 985537, 735799]"
Object140,Property3,433819,"[855155, 580029, 765934, 622023, 810830, 981977, 511890, 807887, 955025, 608746, 879743, 975966, 522475, 849419, 603668, 969490, 879775, 899384, 684915, 769067]"
Object140,Property4,119253,"[757387, 968947, 981003, 698090, 728034, 892753, 558520, 928383, 796021, 621896, 507187, 938835, 707921, 538186, 521159, 661057, 606616, 532882, 932526, 531561]"
Object140,Property5,198725,"[895359, 546349, 645839, 888177, 501175, 505334, 509813, 552573, 614943, 818748, 552466, 558590, 756332, 896114, 876731, 686813, 963376, 611524, 605243, 734327]"
Object140,Property6,106092,"[730316, 628885, 512496, 763909, 534033, 888294, 919124, 762807, 655621, 718465, 884046, 806131, 698958, 989520, 954809, 847642, 831701, 894831, 750985, 958407]"
Object141,Property1,182402,"[934324, 684760, 975246, 904654, 799604, 789451, 855313, 781771, 692131, 830105, 909423, 643034, 957719, 863845, 623524, 953276, 529280, 971398, 926389, 707060]"
Object141,Property2,325744,"[862364, 605261, 946837, 681339, 660323, 933634, 725101, 760737, 951131, 508441, 629631, 515918, 789006, 940569, 855428, 798225, 759945, 675047, 927564, 832258]"
Object141,Property3,363856,"[741457, 867893, 991767, 526851, 817370, 683197, 577955, 746054, 788781, 653825, 894286, 923480, 983436, 581944, 863058, 828924, 707594, 809860, 859423, 694057]"
Object141,Property4,340177,"[934945, 503308, 947262, 880261, 847844, 761468, 833957, 741131, 793067, 593445, 906154, 562846, 994863, 509970, 950600, 999524, 845132, 665444, 869559, 709919]"
Object141,Property5,383094,"[985396, 564910, 848946, 929513, 918929, 807180, 589496, 934018, 606622, 789856, 779589, 684742, 802042, 642919, 611741, 577133, 909257, 520588, 806912, 543819]"
Object141,Property6,355046,"[760710, 918475, 621670, 644670, 882443, 763885, 881099, 718189, 770926, 954406, 992180, 979783, 511295, 518845, 603504, 753412, 760803, 841494, 790766, 685020]"
Object142,Property1,364649,"[918878, 996590, 591112, 797550, 808017, 944882, 970507, 914282, 906831, 740310, 768022, 752859, 808960, 763665, 911410, 901152, 636184, 853976, 541624, 680873]"
Object142,Property2,285897,"[578467, 667868, 833866, 800446, 674899, 539781, 892703, 648543, 980307, 572268, 880532, 976375, 952962, 915585, 974901, 588375, 779321, 819889, 786120, 765693]"
Object142,Property3,138871,"[526050, 761674, 991558, 724385, 984490, 705455, 700340, 897541, 996428, 697149, 866096, 988484, 814317, 905632, 730527, 666532, 835071, 565274, 878397, 669549]"
Object142,Property4,234548,"[626670, 717260, 628974, 722053, 637439, 539425, 864633, 900404, 845561, 703563, 605301, 571040, 852572, 726812, 914088, 637008, 604760, 678558, 747407, 771794]"
Object142,Property5,377427,"[587992, 515329, 701657, 589821, 638659, 898704, 700606, 619164, 637055, 618156, 830988, 812529, 568739, 866670, 849050, 731127, 628277, 946620, 917661, 653555]"
Object142,Property6,369091,"[923503, 824411, 700451, 816773, 664681, 966551, 545478, 992068, 757897, 541491, 922898, 887638, 703472, 944260, 541560, 809789, 625998, 941306, 858960, 511401]"
Object143,Property1,334775,"[873997, 717354, 820003, 574361, 594343, 887739, 526348, 748029, 707522, 844976, 696965, 753480, 939494, 623064, 692093, 515201, 791019, 611153, 683617, 995204]"
Object143,Property2,371985,"[532169, 923879, 539359, 643803, 797304, 876176, 783921, 888981, 583110, 521335, 909247, 603766, 809191, 650436, 630923, 631315, 831393, 944946, 957508, 513197]"
Object143,Property3,173309,"[567553, 836810, 610000, 967369, 853158, 711232, 502685, 823608, 664673, 989695, 707477, 603038, 894609, 849447, 761249, 920512, 969182, 669592, 637236, 911756]"
Object143,Property4,128037,"[555637, 588876, 777111, 788186, 802311, 908587, 990457, 610754, 509318, 940192, 723852, 545605, 947567, 577208, 651353, 516038, 986074, 715251, 824982, 987919]"
Object143,Property5,149152,"[985600, 893709, 729451, 850104, 880022, 931669, 839173, 872166, 835312, 526056, 844342, 842963, 941603, 843161, 676836, 792168, 652285, 960670, 992782, 528433]"
Object143,Property6,484973,"[878260, 555111, 637208, 523455, 627318, 763215, 952126, 766808, 576090, 873535, 631908, 526966, 808699, 840850, 873411, 665524, 778528, 545125, 971588, 703680]"
Object144,Property1,261068,"[561336, 648079, 708929, 778979, 946583, 739426, 708493, 644348, 703959, 500945, 867892, 869585, 622074, 931415, 604515, 589522, 702374, 917191, 587046, 994568]"
Object144,Property2,462844,"[713350, 532064, 720815, 520519, 758338, 868690, 591057, 795808, 995253, 927397, 967252, 583444, 802466, 710320, 940492, 779362, 683345, 665483, 952103, 760423]"
Object144,Property3,164822,"[734117, 716142, 919546, 905868, 916857, 942501, 707123, 580613, 786546, 553303, 648332, 764242, 565063, 745246, 829347, 595116, 678868, 682121, 891881, 736281]"
Object144,Property4,134639,"[993868, 681773, 838808, 972668, 896191, 524833, 811442, 955648, 798904, 768945, 536679, 550445, 853259, 565908, 699719, 824526, 951758, 988258, 921217, 728549]"
Object144,Property5,392026,"[839143, 523176, 812222, 747722, 601586, 733611, 655933, 773610, 560422, 559941, 839452, 864936, 961686, 695910, 938311, 897668, 625224, 723395, 652488, 765398]"
Object144,Property6,494955,"[547367, 797556, 862109, 529553, 529012, 762553, 803150, 960649, 962367, 953760, 783630, 501796, 884337, 961889, 562635, 937718, 947773, 911785, 511803, 818484]"
Object145,Property1,201148,"[697969, 862340, 574999, 631319, 781412, 724758, 505865, 784387, 668394, 642794, 943267, 699420, 640904, 631503, 808062, 855162, 784062, 924441, 723438, 963633]"
Object145,Property2,184067,"[584449, 848215, 520199, 957678, 909987, 949386, 627868, 514564, 669681, 537613, 965827, 923200, 523092, 937492, 906910, 878351, 765477, 679616, 622945, 897336]"
Object145,Property3,377723,"[643566, 513647, 803800, 871790, 727833, 592653, 940461, 780897, 878351, 570546, 704227, 968262, 500379, 975981, 610282, 754266, 593829, 960507, 711309, 550973]"
Object145,Property4,377129,"[954982, 987910, 974687, 792113, 769717, 953440, 645624, 873914, 509363, 630973, 957044, 645343, 688045, 511486, 571068, 687099, 659762, 648724, 681528, 681745]"
Object145,Property5,267258,"[713720, 906405, 740077, 966152, 546357, 879966, 567535, 960231, 539439, 992177, 754488, 806848, 624683, 544776, 804480, 693889, 857254, 576630, 635944, 587156]"
Object145,Property6,140929,"[669155, 723189, 569875, 666700, 772400, 971657, 511453, 791587, 825069, 731131, 974987, 700775, 672615, 872927, 544028, 830804, 598425, 839263, 910285, 706805]"
Object146,Property1,390001,"[871927, 540467, 978373, 925343, 700093, 501251, 719119, 625249, 700429, 706356, 945250, 656074, 917570, 924952, 560759, 675606, 575030, 618894, 583378, 593411]"
Object146,Property2,237224,"[889647, 775486, 726677, 749320, 574473, 637112, 804657, 651030, 805753, 553026, 571152, 636137, 899688, 742267, 623975, 795149, 784851, 667284, 959323, 768926]"
Object146,Property3,348188,"[926259, 591459, 895215, 853378, 650516, 921947, 582223, 850620, 867120, 676456, 536658, 954195, 532770, 506826, 621682, 908505, 888597, 853741, 827863, 973203]"
