Object,Property,Value
qcom,Dividend,0.86
qcom,EPS,2.3
qgen,Change %,0.26
qgen,Last trading price,19.07
qgen,Open price,19.14
qgen,Change $,0.05
qgen,Volume,1699768.0
qgen,Today's high,19.18
qgen,Today's low,19.01
qgen,Previous close,19.02
qgen,52wk High,22.2
qgen,52wk Low,16.86
qgen,Shares Outstanding,233163000.0
qgen,Market cap,4446418410.0
qgen,EPS,0.58
rimm,Change %,0.28
rimm,Last trading price,28.93
rimm,Open price,28.72
rimm,Change $,0.08
rimm,Volume,12773888.0
rimm,Today's high,29.0
rimm,Today's low,28.45
rimm,Previous close,28.85
rimm,52wk High,70.54
rimm,52wk Low,25.82
rimm,Shares Outstanding,523869000.0
rimm,Market cap,15155530170.0
rimm,EPS,6.31
rost,Change %,1.44
rost,Last trading price,81.27
rost,Open price,80.37
rost,Change $,1.15
rost,Volume,816385.0
rost,Today's high,81.35
rost,Today's low,79.77
rost,Previous close,80.12
rost,52wk High,83.11
rost,52wk Low,48.71
rost,Shares Outstanding,117510000.0
rost,Market cap,9550037700.0
rost,Yield,1.1
rost,Dividend,0.88
rost,EPS,4.94
sbux,Change %,1.77
sbux,Last trading price,40.19
sbux,Open price,39.62
sbux,Change $,0.7
sbux,Volume,6416272.0
sbux,Today's high,40.26
sbux,Today's low,39.5
sbux,Previous close,39.49
sbux,52wk High,39.79
sbux,52wk Low,22.5
sbux,Shares Outstanding,749600000.0
sbux,Market cap,30126424000.0
sbux,Yield,1.32
sbux,Dividend,0.52
sbux,EPS,1.43
shld,Change %,0.97
shld,Last trading price,72.13
shld,Open price,71.05
shld,Change $,0.69
shld,Volume,414172.0
shld,Today's high,72.44
shld,Today's low,69.65
shld,Previous close,71.44
shld,52wk High,94.7884
shld,52wk Low,59.21
shld,Shares Outstanding,107706000.0
shld,Market cap,7768833780.0
shld,EPS,0.48
sial,Change %,1.17
sial,Last trading price,74.24
sial,Open price,73.54
sial,Change $,0.86
sial,Volume,673614.0
sial,Today's high,74.265
sial,Today's low,73.07
sial,Previous close,73.38
sial,52wk High,73.6
sial,52wk Low,48.8
sial,Shares Outstanding,121827000.0
sial,Market cap,9044436480.0
sial,Yield,0.98
sial,Dividend,0.72
sial,EPS,3.28
sndk,Change %,3.13
sndk,Last trading price,42.8
sndk,Open price,41.69
sndk,Change $,1.3
sndk,Volume,5720157.0
sndk,Today's high,42.92
sndk,Today's low,41.51
sndk,Previous close,41.5
sndk,52wk High,53.605
sndk,52wk Low,33.03
sndk,Shares Outstanding,238372000.0
sndk,Market cap,10202321600.0
sndk,EPS,5.35
spls,Change %,0.76
spls,Last trading price,15.92
spls,Open price,15.89
spls,Change $,0.12
spls,Volume,10818730.0
spls,Today's high,15.98
spls,Today's low,15.73
spls,Previous close,15.8
spls,52wk High,23.75
spls,52wk Low,14.75
spls,Shares Outstanding,713154000.0
spls,Market cap,11353411680.0
spls,Yield,2.53
spls,Dividend,0.4
spls,EPS,1.24
srcl,Change %,2.36
srcl,Last trading price,91.22
srcl,Open price,89.56
srcl,Change $,2.1
srcl,Volume,516044.0
srcl,Today's high,91.25
srcl,Today's low,89.36
srcl,Previous close,89.12
srcl,52wk High,95.71
srcl,52wk Low,61.02
srcl,Shares Outstanding,85849000.0
srcl,Market cap,7831145780.0
srcl,EPS,2.47
stx,Change %,1.24
stx,Last trading price,16.36
stx,Open price,16.18
stx,Change $,0.2
stx,Volume,5382998.0
stx,Today's high,16.37
stx,Today's low,15.95
stx,Previous close,16.16
stx,52wk High,18.35
stx,52wk Low,9.84
stx,Shares Outstanding,430085000.0
stx,Market cap,7036190600.0
stx,Yield,4.46
stx,Dividend,0.72
stx,EPS,1.59
symc,Change %,0.56
symc,Last trading price,19.83
symc,Open price,19.82
symc,Change $,0.11
symc,Volume,6781157.0
symc,Today's high,19.885
symc,Today's low,19.71
symc,Previous close,19.72
symc,52wk High,20.5
symc,52wk Low,12.04
symc,Shares Outstanding,755541000.0
symc,Market cap,14982378030.0
symc,EPS,0.76
teva,Change %,1.62
teva,Last trading price,49.0
teva,Open price,48.47
teva,Change $,0.78
teva,Volume,4004825.0
teva,Today's high,49.06
teva,Today's low,48.3
teva,Previous close,48.22
teva,52wk High,57.08
teva,52wk Low,44.86
teva,Shares Outstanding,893000000.0
teva,Market cap,43757000000.0
teva,Yield,1.91
teva,Dividend,0.919196
teva,EPS,3.72
urbn,Change %,2.74
urbn,Last trading price,28.92
urbn,Open price,28.18
urbn,Change $,0.77
urbn,Volume,3343521.0
urbn,Today's high,29.07
urbn,Today's low,28.07
urbn,Previous close,28.15
urbn,52wk High,39.26
urbn,52wk Low,27.96
urbn,Shares Outstanding,162255000.0
urbn,Market cap,4692414600.0
urbn,EPS,1.53
vmed,Change %,1.04
vmed,Last trading price,30.24
vmed,Open price,30.24
vmed,Change $,0.31
vmed,Volume,4867103.0
vmed,Today's high,30.5
vmed,Today's low,30.03
vmed,Previous close,29.93
vmed,52wk High,33.32
vmed,52wk Low,16.24
vmed,Shares Outstanding,317268000.0
vmed,Market cap,9594184320.0
vmed,Yield,0.53
vmed,Dividend,0.16
vmed,EPS,0.13
vod,Change %,0.67
vod,Last trading price,26.9
vod,Open price,26.42
vod,Change $,0.18
vod,Volume,8993917.0
vod,Today's high,26.96
vod,Today's low,26.4
vod,Previous close,26.72
vod,52wk High,32.7
vod,52wk Low,20.71
vod,Shares Outstanding,5157753000.0
vod,Market cap,138743555700.0
vod,Yield,7.33
vod,Dividend,1.959836
vrsn,Change %,1.26
vrsn,Last trading price,33.88
vrsn,Open price,33.37
vrsn,Change $,0.42
vrsn,Volume,2213030.0
vrsn,Today's high,34.07
vrsn,Today's low,33.31
vrsn,Previous close,33.46
vrsn,52wk High,37.73
vrsn,52wk Low,25.73
vrsn,Shares Outstanding,168472000.0
vrsn,Market cap,5707831360.0
vrsn,EPS,4.68
vrtx,Change %,0.56
vrtx,Last trading price,51.7
vrtx,Open price,51.49
vrtx,Change $,0.29
vrtx,Volume,1458378.0
vrtx,Today's high,51.92
vrtx,Today's low,51.08
vrtx,Previous close,51.99
vrtx,52wk High,58.87
vrtx,52wk Low,31.25
vrtx,Shares Outstanding,205998000.0
vrtx,Market cap,10650096600.0
vrtx,EPS,3.81
wcrx,Change %,0.83
wcrx,Last trading price,24.33
wcrx,Open price,24.1
wcrx,Change $,0.2
wcrx,Volume,1277481.0
wcrx,Today's high,24.34
wcrx,Today's low,24.0
wcrx,Previous close,24.13
wcrx,52wk High,30.57
wcrx,52wk Low,19.01
wcrx,Shares Outstanding,253873000.0
wcrx,Market cap,6176730090.0
wcrx,EPS,0.65
wfm,Change %,1.51
wfm,Last trading price,64.41
wfm,Open price,63.69
wfm,Change $,0.96
wfm,Volume,1124067.0
wfm,Today's high,64.41
wfm,Today's low,63.38
wfm,Previous close,63.45
wfm,52wk High,66.87
wfm,52wk Low,33.96
wfm,Shares Outstanding,175713000.0
wfm,Market cap,11317674330.0
wfm,Yield,0.63
wfm,Dividend,0.4
wfm,EPS,1.73
wynn,Change %,4.2
wynn,Last trading price,149.57
wynn,Open price,144.54
wynn,Change $,6.03
wynn,Volume,2569107.0
wynn,Today's high,150.53
wynn,Today's low,143.54
wynn,Previous close,143.54
wynn,52wk High,151.73
wynn,52wk Low,73.12
wynn,Shares Outstanding,124758000.0
wynn,Market cap,18660054060.0
wynn,Yield,1.39
wynn,Dividend,2.0
wynn,EPS,2.45
xlnx,Change %,1.6
xlnx,Last trading price,37.055
xlnx,Open price,36.57
xlnx,Change $,0.585
xlnx,Volume,3751093.0
xlnx,Today's high,37.23
xlnx,Today's low,36.35
xlnx,Previous close,36.47
xlnx,52wk High,36.6
xlnx,52wk Low,23.96
xlnx,Shares Outstanding,265625000.0
xlnx,Market cap,9842734375.0
xlnx,Yield,2.08
xlnx,Dividend,0.76
xlnx,EPS,2.4
xray,Change %,1.16
xray,Last trading price,38.52
xray,Open price,38.19
xray,Change $,0.44
xray,Volume,2793472.0
xray,Today's high,38.54
xray,Today's low,37.92
xray,Previous close,38.08
xray,52wk High,40.16
xray,52wk Low,27.76
xray,Shares Outstanding,140775000.0
xray,Market cap,5422653000.0
xray,Yield,0.53
xray,Dividend,0.2
xray,EPS,1.88
yhoo,Change %,2.73
yhoo,Last trading price,15.45
yhoo,Open price,15.07
yhoo,Change $,0.41
yhoo,Volume,15327483.0
yhoo,Today's high,15.5
yhoo,Today's low,15.02
yhoo,Previous close,15.04
yhoo,52wk High,18.84
yhoo,52wk Low,12.94
yhoo,Shares Outstanding,1302941000.0
yhoo,Market cap,20130438450.0
yhoo,EPS,0.85
