,Object,Property,Value,Source
15643,life,Change %,0.4993,financial-content
15644,life,Last trading price,52.33,financial-content
15645,life,Open price,52.24,financial-content
15646,life,Change $,0.26,financial-content
15647,life,Volume,2308385.0,financial-content
15648,life,Today's high,52.61,financial-content
15649,life,Today's low,51.83,financial-content
15650,life,Previous close,52.07,financial-content
15651,life,52wk High,57.25,financial-content
15652,life,52wk Low,41.1,financial-content
15653,life,Shares Outstanding,178765816.0,financial-content
15654,life,Change %,0.5,finapps-forbes-com
15655,life,Last trading price,52.33,finapps-forbes-com
15656,life,Open price,52.24,finapps-forbes-com
15657,life,Change $,0.26,finapps-forbes-com
15658,life,Volume,2310985.0,finapps-forbes-com
15659,life,Today's high,52.61,finapps-forbes-com
15660,life,Today's low,51.83,finapps-forbes-com
15661,life,Previous close,52.07,finapps-forbes-com
15662,life,52wk High,57.25,finapps-forbes-com
15663,life,52wk Low,41.1,finapps-forbes-com
15664,life,Shares Outstanding,179000000.0,finapps-forbes-com
15665,life,Market cap,9000000000.0,finapps-forbes-com
15666,life,EPS,2.01,finapps-forbes-com
15667,life,Change %,0.5,finviz
15668,life,Last trading price,52.33,finviz
15669,life,Volume,2310885.0,finviz
15670,life,Previous close,52.07,finviz
15671,life,52wk High,8.59,finviz
15672,life,52wk Low,27.32,finviz
15673,life,Shares Outstanding,178770000.0,finviz
15674,life,Market cap,9310000000.0,finviz
15675,life,EPS,2.01,finviz
15676,life,Change %,0.47,fool
15677,life,Last trading price,52.31,fool
15678,life,Open price,52.24,fool
15679,life,Change $,0.25,fool
15680,life,Volume,2098356.0,fool
15681,life,Today's high,52.61,fool
15682,life,Today's low,51.83,fool
15683,life,Previous close,52.07,fool
15684,life,52wk High,57.25,fool
15685,life,52wk Low,41.1,fool
15686,life,Market cap,9350000000.0,fool
15687,life,Last trading price,52.33,foxbusiness
15688,life,Change $,0.26,foxbusiness
15689,life,Volume,2312138.0,foxbusiness
15690,life,Previous close,52.07,foxbusiness
15691,life,Change %,0.5,google-finance
15692,life,Last trading price,52.33,google-finance
15693,life,Open price,52.24,google-finance
15694,life,Change $,0.26,google-finance
15695,life,Volume,2310000.0,google-finance
15696,life,Today's high,52.61,google-finance
15697,life,Today's low,51.83,google-finance
15698,life,52wk High,57.25,google-finance
15699,life,52wk Low,41.1,google-finance
15700,life,Shares Outstanding,178770000.0,google-finance
15701,life,Market cap,9350000000.0,google-finance
15702,life,EPS,2.01,google-finance
15703,life,Change %,0.499,howthemarketworks
15704,life,Last trading price,52.33,howthemarketworks
15705,life,Open price,52.24,howthemarketworks
15706,life,Change $,0.26,howthemarketworks
15707,life,Volume,2308385.0,howthemarketworks
15708,life,Today's high,52.61,howthemarketworks
15709,life,Today's low,51.83,howthemarketworks
15710,life,Previous close,52.07,howthemarketworks
15711,life,Change %,0.4993,hpcwire
15712,life,Last trading price,52.33,hpcwire
15713,life,Open price,52.24,hpcwire
15714,life,Change $,0.26,hpcwire
15715,life,Volume,2308385.0,hpcwire
15716,life,Today's high,52.61,hpcwire
15717,life,Today's low,51.83,hpcwire
15718,life,Previous close,52.07,hpcwire
15719,life,52wk High,57.25,hpcwire
15720,life,52wk Low,41.1,hpcwire
15721,life,Shares Outstanding,178765816.0,hpcwire
15722,life,Change %,0.5,insidestocks
15723,life,Last trading price,52.33,insidestocks
15724,life,Open price,52.24,insidestocks
15725,life,Change $,0.26,insidestocks
15726,life,Volume,2115663.0,insidestocks
15727,life,Today's high,52.61,insidestocks
15728,life,Today's low,51.83,insidestocks
15729,life,Change %,0.46,investopedia
15730,life,Last trading price,52.31,investopedia
15731,life,Open price,52.24,investopedia
15732,life,Change $,0.24,investopedia
15733,life,Previous close,52.07,investopedia
15734,life,Change %,0.5,investorguide
15735,life,Last trading price,52.33,investorguide
15736,life,Open price,52.24,investorguide
15737,life,Change $,0.26,investorguide
15738,life,Today's high,52.61,investorguide
15739,life,Today's low,51.83,investorguide
15740,life,52wk High,57.25,investorguide
15741,life,52wk Low,41.1,investorguide
15742,life,Market cap,9355000000.0,investorguide
15743,life,EPS,2.006,investorguide
15744,life,Change %,0.5,marketintellisearch
15745,life,Last trading price,52.33,marketintellisearch
15746,life,Open price,52.24,marketintellisearch
15747,life,Change $,0.26,marketintellisearch
15748,life,Volume,2288.9,marketintellisearch
15749,life,Today's high,52.61,marketintellisearch
15750,life,Today's low,51.83,marketintellisearch
15751,life,Previous close,52.07,marketintellisearch
15752,life,Shares Outstanding,178770000.0,marketintellisearch
15753,life,Market cap,9310000000.0,marketintellisearch
15754,life,EPS,2.01,marketintellisearch
15755,life,Change %,0.5,marketwatch
15756,life,Last trading price,52.26,marketwatch
15757,life,Open price,52.24,marketwatch
15758,life,Change $,0.26,marketwatch
15759,life,Volume,1153.0,marketwatch
15760,life,Today's high,52.61,marketwatch
15761,life,Today's low,51.83,marketwatch
15762,life,Previous close,52.07,marketwatch
15763,life,52wk High,57.25,marketwatch
15764,life,52wk Low,41.1,marketwatch
15765,life,Market cap,9370000000.0,marketwatch
15766,life,EPS,2.04,marketwatch
15767,life,Change %,0.4993,minyanville
15768,life,Last trading price,52.33,minyanville
15769,life,Open price,52.24,minyanville
15770,life,Change $,0.26,minyanville
15771,life,Volume,2308385.0,minyanville
15772,life,Today's high,52.61,minyanville
15773,life,Today's low,51.83,minyanville
15774,life,Previous close,52.07,minyanville
15775,life,52wk High,57.25,minyanville
15776,life,52wk Low,41.1,minyanville
15777,life,Shares Outstanding,178765816.0,minyanville
15778,life,Change %,0.5,msn-money
15779,life,Last trading price,52.33,msn-money
15780,life,Open price,52.24,msn-money
15781,life,Change $,0.26,msn-money
15782,life,Volume,2310000.0,msn-money
15783,life,Today's high,52.61,msn-money
15784,life,Today's low,51.83,msn-money
15785,life,Previous close,52.07,msn-money
15786,life,52wk High,57.25,msn-money
15787,life,52wk Low,41.1,msn-money
15788,life,Shares Outstanding,178770000.0,msn-money
15789,life,Market cap,9310000000.0,msn-money
15790,life,EPS,2.01,msn-money
15791,life,Change %,0.5,nasdaq-com
15792,life,Last trading price,52.33,nasdaq-com
15793,life,Open price,52.24,nasdaq-com
15794,life,Change $,0.26,nasdaq-com
15795,life,Volume,2310985.0,nasdaq-com
15796,life,Today's high,52.61,nasdaq-com
15797,life,Today's low,51.83,nasdaq-com
15798,life,Previous close,52.07,nasdaq-com
15799,life,52wk High,57.25,nasdaq-com
15800,life,52wk Low,41.1,nasdaq-com
15801,life,Shares Outstanding,178766000.0,nasdaq-com
15802,life,Market cap,9354824780.0,nasdaq-com
15803,life,EPS,2.01,nasdaq-com
15804,life,Change %,0.5,optimum
15805,life,Last trading price,52334000.0,optimum
15806,life,Open price,52.24,optimum
15807,life,Change $,0.26,optimum
15808,life,Volume,2307785.0,optimum
15809,life,Today's high,52.61,optimum
15810,life,Today's low,51.83,optimum
15811,life,Previous close,52.07,optimum
15812,life,52wk High,57.25,optimum
15813,life,52wk Low,41.1,optimum
15814,life,Shares Outstanding,178770000.0,optimum
15815,life,Market cap,9400000000.0,optimum
15816,life,EPS,2.01,optimum
15817,life,Change %,0.4993,paidcontent
15818,life,Last trading price,52.33,paidcontent
15819,life,Open price,52.24,paidcontent
15820,life,Change $,0.26,paidcontent
15821,life,Volume,2308385.0,paidcontent
15822,life,Today's high,52.61,paidcontent
15823,life,Today's low,51.83,paidcontent
15824,life,Previous close,52.07,paidcontent
15825,life,52wk High,57.25,paidcontent
15826,life,52wk Low,41.1,paidcontent
15827,life,Shares Outstanding,178765816.0,paidcontent
15828,life,Change %,0.5,pc-quote
15829,life,Last trading price,52.33,pc-quote
15830,life,Open price,52.24,pc-quote
15831,life,Change $,0.26,pc-quote
15832,life,Volume,2312138.0,pc-quote
15833,life,Today's high,52.61,pc-quote
15834,life,Today's low,51.83,pc-quote
15835,life,Previous close,52.07,pc-quote
15836,life,52wk High,57.25,pc-quote
15837,life,52wk Low,41.1,pc-quote
15838,life,Shares Outstanding,177877814.0,pc-quote
15839,life,Market cap,9308346000.0,pc-quote
15840,life,Change %,0.5,personal-wealth-biz
15841,life,Last trading price,52.33,personal-wealth-biz
15842,life,Open price,52.24,personal-wealth-biz
15843,life,Volume,2312038.0,personal-wealth-biz
15844,life,Today's high,52.59,personal-wealth-biz
15845,life,Today's low,51.83,personal-wealth-biz
15846,life,Previous close,52.07,personal-wealth-biz
15847,life,52wk High,57.25,personal-wealth-biz
15848,life,52wk Low,41.1,personal-wealth-biz
15849,life,EPS,2.006,personal-wealth-biz
15850,life,Change %,0.5,predictwallstreet
15851,life,Last trading price,52.33,predictwallstreet
15852,life,Change $,0.26,predictwallstreet
15853,life,Volume,2310985.0,predictwallstreet
15854,life,Change %,0.5,raymond-james
15855,life,Last trading price,52.33,raymond-james
15856,life,Open price,52.24,raymond-james
15857,life,Change $,0.26,raymond-james
15858,life,Volume,2310985.0,raymond-james
15859,life,Today's high,52.61,raymond-james
15860,life,Today's low,51.83,raymond-james
15861,life,Previous close,52.33,raymond-james
15862,life,52wk High,57.25,raymond-james
15863,life,52wk Low,41.1,raymond-james
15864,life,EPS,2.08,raymond-james
15865,life,Change %,0.4993,renewable-energy-world
15866,life,Last trading price,52.33,renewable-energy-world
15867,life,Open price,52.24,renewable-energy-world
15868,life,Change $,0.26,renewable-energy-world
15869,life,Volume,2308385.0,renewable-energy-world
15870,life,Today's high,52.61,renewable-energy-world
15871,life,Today's low,51.83,renewable-energy-world
15872,life,Previous close,52.07,renewable-energy-world
15873,life,52wk High,57.25,renewable-energy-world
15874,life,52wk Low,41.1,renewable-energy-world
15875,life,Shares Outstanding,178765816.0,renewable-energy-world
15876,life,Change %,0.5,screamingmedia
15877,life,Last trading price,1.0,screamingmedia
15878,life,Open price,52.24,screamingmedia
15879,life,Change $,0.26,screamingmedia
15880,life,Volume,1153.0,screamingmedia
15881,life,Today's high,52.61,screamingmedia
15882,life,Today's low,51.83,screamingmedia
15883,life,Previous close,52.07,screamingmedia
15884,life,52wk High,57.25,screamingmedia
15885,life,52wk Low,41.1,screamingmedia
15886,life,Market cap,9370000000.0,screamingmedia
15887,life,EPS,2.04,screamingmedia
15888,life,Change %,0.5,scroli
15889,life,Last trading price,52.33,scroli
15890,life,Open price,52.24,scroli
15891,life,Change $,0.26,scroli
15892,life,Volume,0.0,scroli
15893,life,Today's high,52.61,scroli
15894,life,Today's low,51.83,scroli
15895,life,Previous close,52.07,scroli
15896,life,52wk High,57.25,scroli
15897,life,52wk Low,41.1,scroli
15898,life,EPS,2.01,scroli
15899,life,Change %,0.5,simple-stock-quotes
15900,life,Last trading price,52.33,simple-stock-quotes
15901,life,Change $,0.26,simple-stock-quotes
15902,life,Change %,0.5,smartmoney
15903,life,Last trading price,52.33,smartmoney
15904,life,Open price,52.24,smartmoney
15905,life,Change $,0.26,smartmoney
15906,life,Volume,2311938.0,smartmoney
15907,life,Today's high,52.61,smartmoney
15908,life,Today's low,51.83,smartmoney
15909,life,Previous close,52.07,smartmoney
15910,life,52wk High,57.25,smartmoney
15911,life,52wk Low,41.1,smartmoney
15912,life,Market cap,9308300.0,smartmoney
15913,life,Change %,0.4993,stocknod
15914,life,Last trading price,52.33,stocknod
15915,life,Open price,52.24,stocknod
15916,life,Change $,0.26,stocknod
15917,life,Volume,2309338.0,stocknod
15918,life,Today's high,52.61,stocknod
15919,life,Today's low,51.83,stocknod
15920,life,Previous close,52.07,stocknod
15921,life,52wk High,57.25,stocknod
15922,life,52wk Low,41.1,stocknod
15923,life,Shares Outstanding,178765816.0,stocknod
15924,life,Change %,0.5,stockpickr
15925,life,Last trading price,5233026050.0,stockpickr
15926,life,Open price,52.24,stockpickr
15927,life,Change $,0.26,stockpickr
15928,life,Volume,2310000.0,stockpickr
15929,life,Today's high,52.61,stockpickr
15930,life,Today's low,51.83,stockpickr
15931,life,Previous close,52.07,stockpickr
15932,life,52wk High,57.25,stockpickr
15933,life,52wk Low,41.1,stockpickr
15934,life,Change %,0.0,stocksmart
15935,life,Last trading price,51.21,stocksmart
15936,life,Open price,55.6,stocksmart
15937,life,Change $,0.0,stocksmart
15938,life,Volume,281722.0,stocksmart
15939,life,Today's high,52.2,stocksmart
15940,life,Today's low,51.19,stocksmart
15941,life,Change %,0.5,stocktwits
15942,life,Last trading price,52.33,stocktwits
15943,life,Change $,0.26,stocktwits
15944,life,Change %,0.5,streetinsider-com
15945,life,Last trading price,52.33,streetinsider-com
15946,life,Open price,52.24,streetinsider-com
15947,life,Change $,0.26,streetinsider-com
15948,life,Volume,2308385.0,streetinsider-com
15949,life,Today's high,52.61,streetinsider-com
15950,life,Today's low,51.83,streetinsider-com
15951,life,Previous close,52.07,streetinsider-com
15952,life,52wk High,57.25,streetinsider-com
15953,life,52wk Low,41.1,streetinsider-com
15954,life,EPS,2.01,streetinsider-com
15955,life,Last trading price,52.33,thecramerreport
15956,life,Open price,52.24,thecramerreport
15957,life,Change $,0.26,thecramerreport
15958,life,Volume,2310885.0,thecramerreport
15959,life,Today's high,52.59,thecramerreport
15960,life,Today's low,51.83,thecramerreport
15961,life,Change %,0.5,thestree
15962,life,Last trading price,52.33,thestree
15963,life,Open price,52.24,thestree
15964,life,Change $,0.26,thestree
15965,life,Volume,2310985.0,thestree
15966,life,Today's high,52.61,thestree
15967,life,Today's low,51.83,thestree
15968,life,Previous close,52.07,thestree
15969,life,52wk High,57.25,thestree
15970,life,52wk Low,41.1,thestree
15971,life,Shares Outstanding,1.787658168,thestree
15972,life,Market cap,9.3744793919,thestree
15973,life,Change %,0.5,tickerspy
15974,life,Last trading price,52.33,tickerspy
15975,life,Open price,52.24,tickerspy
15976,life,Change $,0.26,tickerspy
15977,life,Volume,2310985.0,tickerspy
15978,life,Today's high,52.61,tickerspy
15979,life,Today's low,51.83,tickerspy
15980,life,Previous close,52.07,tickerspy
15981,life,52wk High,57.25,tickerspy
15982,life,52wk Low,41.1,tickerspy
15983,life,Market cap,9300000000.0,tickerspy
15984,life,Change %,0.5,tmx-quotemedia
15985,life,Last trading price,52.33,tmx-quotemedia
15986,life,Open price,52.24,tmx-quotemedia
15987,life,Change $,0.26,tmx-quotemedia
15988,life,Volume,2306913.0,tmx-quotemedia
15989,life,Today's high,52.61,tmx-quotemedia
15990,life,Today's low,51.83,tmx-quotemedia
15991,life,Previous close,52.07,tmx-quotemedia
15992,life,52wk High,57.25,tmx-quotemedia
15993,life,52wk Low,41.1,tmx-quotemedia
15994,life,Shares Outstanding,178765816.0,tmx-quotemedia
15995,life,Market cap,9354815151.0,tmx-quotemedia
15996,life,EPS,2.01,tmx-quotemedia
15997,life,Change %,0.5,updown
15998,life,Last trading price,52.33,updown
15999,life,Open price,52.24,updown
16000,life,Change $,0.26,updown
16001,life,Volume,2310885.0,updown
16002,life,Today's high,52.61,updown
16003,life,Today's low,51.83,updown
16004,life,Previous close,52.07,updown
16005,life,52wk High,57.25,updown
16006,life,52wk Low,41.1,updown
16007,life,Shares Outstanding,178760000000.0,updown
16008,life,Market cap,9300000000.0,updown
16009,life,EPS,2.08,updown
16010,life,Change %,0.5,wallstreetsurvivor
16011,life,Last trading price,52.33,wallstreetsurvivor
16012,life,Open price,52.24,wallstreetsurvivor
16013,life,Change $,0.26,wallstreetsurvivor
16014,life,Volume,2308385.0,wallstreetsurvivor
16015,life,Today's high,52.61,wallstreetsurvivor
16016,life,Today's low,51.83,wallstreetsurvivor
16017,life,52wk High,57.25,wallstreetsurvivor
16018,life,52wk Low,41.1,wallstreetsurvivor
16019,life,Market cap,9000000000.0,wallstreetsurvivor
16020,life,EPS,1.99,wallstreetsurvivor
16021,life,Change %,0.5,yahoo-finance
16022,life,Last trading price,52.33,yahoo-finance
16023,life,Open price,52.24,yahoo-finance
16024,life,Change $,0.26,yahoo-finance
16025,life,Volume,2310885.0,yahoo-finance
16026,life,Today's high,52.59,yahoo-finance
16027,life,Today's low,51.83,yahoo-finance
16028,life,Previous close,52.07,yahoo-finance
16029,life,52wk High,57.25,yahoo-finance
16030,life,52wk Low,41.1,yahoo-finance
16031,life,Market cap,9350000000.0,yahoo-finance
16032,life,EPS,2.01,yahoo-finance
16033,life,Change %,0.5,ycharts-com
16034,life,Last trading price,52.33,ycharts-com
16035,life,Change $,0.26,ycharts-com
16036,life,52wk High,57.25,ycharts-com
16037,life,52wk Low,41.1,ycharts-com
16038,life,Market cap,9420000000.0,ycharts-com
16039,life,EPS,2.01,ycharts-com
16040,life,Change %,0.5,zacks
16041,life,Last trading price,52.33,zacks
16042,life,Change $,0.26,zacks
16043,life,Volume,0.2310985,zacks
16044,life,Today's high,52.61,zacks
16045,life,Today's low,51.83,zacks
16046,life,52wk High,57.25,zacks
16047,life,52wk Low,41.1,zacks
16048,life,Market cap,9310000000.0,zacks
16049,life,EPS,3.53,zacks
16050,hsic,Change %,1.89,advfn
16051,hsic,Last trading price,72.94,advfn
16052,hsic,Open price,71.73,advfn
16053,hsic,Change $,1.35,advfn
16054,hsic,Volume,389270.0,advfn
16055,hsic,Today's high,73.01,advfn
16056,hsic,Today's low,71.28,advfn
16057,hsic,Change %,1.89,barchart
16058,hsic,Last trading price,72.94,barchart
16059,hsic,Open price,71.73,barchart
16060,hsic,Change $,1.35,barchart
16061,hsic,Volume,380787.0,barchart
16062,hsic,Today's high,73.01,barchart
16063,hsic,Today's low,71.28,barchart
16064,hsic,Previous close,71.59,barchart
16065,hsic,52wk High,74.48,barchart
16066,hsic,52wk Low,50.96,barchart
16067,hsic,Market cap,6700000000.0,barchart
16068,hsic,EPS,3.66,barchart
16069,hsic,Change %,1.89,barrons
16070,hsic,Last trading price,72.94,barrons
16071,hsic,Open price,71.73,barrons
16072,hsic,Change $,1.35,barrons
16073,hsic,Volume,388870.0,barrons
16074,hsic,Today's high,73.01,barrons
16075,hsic,Today's low,71.28,barrons
16076,hsic,Shares Outstanding,93270000.0,barrons
16077,hsic,Market cap,6550000000.0,barrons
16078,hsic,Change %,1.886,bloomberg
16079,hsic,Last trading price,72.94,bloomberg
16080,hsic,Open price,71.73,bloomberg
16081,hsic,Change $,1.35,bloomberg
16082,hsic,Volume,389270.0,bloomberg
16083,hsic,Today's high,73.01,bloomberg
16084,hsic,Today's low,71.28,bloomberg
16085,hsic,52wk High,74.48,bloomberg
16086,hsic,52wk Low,50.96,bloomberg
16087,hsic,Shares Outstanding,92252000.0,bloomberg
16088,hsic,Market cap,6728826000.0,bloomberg
16089,hsic,EPS,3.66,bloomberg
16090,hsic,Change %,1.886,boston-com
16091,hsic,Last trading price,72.94,boston-com
16092,hsic,Open price,71.73,boston-com
16093,hsic,Change $,1.35,boston-com
16094,hsic,Volume,389170.0,boston-com
16095,hsic,Today's high,73.01,boston-com
16096,hsic,Today's low,71.28,boston-com
16097,hsic,Previous close,71.59,boston-com
16098,hsic,52wk High,74.48,boston-com
16099,hsic,52wk Low,50.96,boston-com
16100,hsic,Shares Outstanding,92251522.0,boston-com
16101,hsic,Change %,1.886,bostonmerchant
16102,hsic,Last trading price,72.94,bostonmerchant
16103,hsic,Open price,71.73,bostonmerchant
16104,hsic,Change $,1.35,bostonmerchant
16105,hsic,Volume,389170.0,bostonmerchant
16106,hsic,Today's high,73.01,bostonmerchant
16107,hsic,Today's low,71.28,bostonmerchant
16108,hsic,Previous close,71.59,bostonmerchant
16109,hsic,52wk High,74.48,bostonmerchant
16110,hsic,52wk Low,50.96,bostonmerchant
16111,hsic,Shares Outstanding,92251522.0,bostonmerchant
16112,hsic,Change %,1.886,business-insider
16113,hsic,Last trading price,72.94,business-insider
16114,hsic,Open price,71.73,business-insider
16115,hsic,Change $,1.35,business-insider
16116,hsic,Volume,389170.0,business-insider
16117,hsic,Today's high,73.01,business-insider
16118,hsic,Today's low,71.28,business-insider
16119,hsic,Previous close,71.59,business-insider
16120,hsic,52wk High,74.48,business-insider
16121,hsic,52wk Low,50.96,business-insider
16122,hsic,Shares Outstanding,92251522.0,business-insider
16123,hsic,Change %,1.886,chron
16124,hsic,Last trading price,72.94,chron
16125,hsic,Open price,71.73,chron
16126,hsic,Change $,1.35,chron
16127,hsic,Volume,388870.0,chron
16128,hsic,Today's high,73.01,chron
16129,hsic,Today's low,71.28,chron
16130,hsic,Previous close,71.59,chron
16131,hsic,52wk High,74.48,chron
16132,hsic,52wk Low,50.96,chron
16133,hsic,Shares Outstanding,92251522.0,chron
16134,hsic,Change %,1.89,cio-com
16135,hsic,Last trading price,72.94,cio-com
16136,hsic,Open price,71.73,cio-com
16137,hsic,Change $,1.35,cio-com
16138,hsic,Volume,388870.0,cio-com
16139,hsic,Today's high,73.01,cio-com
16140,hsic,Today's low,71.28,cio-com
16141,hsic,Previous close,71.59,cio-com
16142,hsic,52wk High,74.48,cio-com
16143,hsic,52wk Low,50.96,cio-com
16144,hsic,Shares Outstanding,92251522.0,cio-com
16145,hsic,Market cap,7000000000.0,cio-com
16146,hsic,Change %,1.89,cnn-money
16147,hsic,Last trading price,72.94,cnn-money
16148,hsic,Open price,71.73,cnn-money
16149,hsic,Change $,1.35,cnn-money
16150,hsic,Volume,388970.0,cnn-money
16151,hsic,Today's high,73.01,cnn-money
16152,hsic,Today's low,71.28,cnn-money
16153,hsic,Previous close,71.59,cnn-money
16154,hsic,Market cap,6700000000.0,cnn-money
16155,hsic,Change %,1.88,easystockalterts
16156,hsic,Last trading price,72.94,easystockalterts
16157,hsic,Open price,71.73,easystockalterts
16158,hsic,Change $,1.35,easystockalterts
16159,hsic,Volume,388870.0,easystockalterts
16160,hsic,Today's high,73.01,easystockalterts
16161,hsic,Today's low,71.28,easystockalterts
16162,hsic,Previous close,71.59,easystockalterts
16163,hsic,52wk High,74.48,easystockalterts
16164,hsic,52wk Low,50.96,easystockalterts
16165,hsic,EPS,3.65,easystockalterts
16166,hsic,Change %,1.89,eresearch-fidelity-com
16167,hsic,Last trading price,72.94,eresearch-fidelity-com
16168,hsic,Open price,71.73,eresearch-fidelity-com
16169,hsic,Change $,1.35,eresearch-fidelity-com
16170,hsic,Volume,388970.0,eresearch-fidelity-com
16171,hsic,Today's high,73.01,eresearch-fidelity-com
16172,hsic,Today's low,71.28,eresearch-fidelity-com
16173,hsic,Previous close,71.59,eresearch-fidelity-com
16174,hsic,52wk High,74.48,eresearch-fidelity-com
16175,hsic,52wk Low,50.96,eresearch-fidelity-com
16176,hsic,Shares Outstanding,92252000.0,eresearch-fidelity-com
16177,hsic,Market cap,6600000000.0,eresearch-fidelity-com
16178,hsic,Change %,1.886,finance-abc7-com
16179,hsic,Last trading price,72.94,finance-abc7-com
16180,hsic,Open price,71.73,finance-abc7-com
16181,hsic,Change $,1.35,finance-abc7-com
16182,hsic,Volume,388870.0,finance-abc7-com
16183,hsic,Today's high,73.01,finance-abc7-com
16184,hsic,Today's low,71.28,finance-abc7-com
16185,hsic,Previous close,71.59,finance-abc7-com
16186,hsic,52wk High,74.48,finance-abc7-com
16187,hsic,52wk Low,50.96,finance-abc7-com
16188,hsic,Shares Outstanding,92251522.0,finance-abc7-com
16189,hsic,Change %,1.886,finance-abc7chicago-com
16190,hsic,Last trading price,72.94,finance-abc7chicago-com
16191,hsic,Open price,71.73,finance-abc7chicago-com
16192,hsic,Change $,1.35,finance-abc7chicago-com
16193,hsic,Volume,388870.0,finance-abc7chicago-com
16194,hsic,Today's high,73.01,finance-abc7chicago-com
16195,hsic,Today's low,71.28,finance-abc7chicago-com
16196,hsic,Previous close,71.59,finance-abc7chicago-com
16197,hsic,52wk High,74.48,finance-abc7chicago-com
16198,hsic,52wk Low,50.96,finance-abc7chicago-com
16199,hsic,Shares Outstanding,92251522.0,finance-abc7chicago-com
16200,hsic,Change %,1.886,financial-content
16201,hsic,Last trading price,72.94,financial-content
16202,hsic,Open price,71.73,financial-content
16203,hsic,Change $,1.35,financial-content
16204,hsic,Volume,388870.0,financial-content
16205,hsic,Today's high,73.01,financial-content
16206,hsic,Today's low,71.28,financial-content
16207,hsic,Previous close,71.59,financial-content
16208,hsic,52wk High,74.48,financial-content
16209,hsic,52wk Low,50.96,financial-content
16210,hsic,Shares Outstanding,92251522.0,financial-content
16211,hsic,Change %,1.9,finapps-forbes-com
16212,hsic,Last trading price,72.94,finapps-forbes-com
16213,hsic,Open price,71.73,finapps-forbes-com
16214,hsic,Change $,1.35,finapps-forbes-com
16215,hsic,Volume,388970.0,finapps-forbes-com
16216,hsic,Today's high,73.01,finapps-forbes-com
16217,hsic,Today's low,71.28,finapps-forbes-com
16218,hsic,Previous close,71.59,finapps-forbes-com
16219,hsic,52wk High,74.48,finapps-forbes-com
16220,hsic,52wk Low,50.96,finapps-forbes-com
16221,hsic,Shares Outstanding,92000000.0,finapps-forbes-com
16222,hsic,Market cap,7000000000.0,finapps-forbes-com
16223,hsic,EPS,3.66,finapps-forbes-com
16224,hsic,Change %,1.89,finviz
16225,hsic,Last trading price,72.94,finviz
16226,hsic,Volume,388970.0,finviz
16227,hsic,Previous close,71.59,finviz
16228,hsic,52wk High,2.07,finviz
16229,hsic,52wk Low,43.13,finviz
16230,hsic,Shares Outstanding,92250000.0,finviz
16231,hsic,Market cap,6600000000.0,finviz
16232,hsic,EPS,3.66,finviz
16233,hsic,Change %,1.79,fool
16234,hsic,Last trading price,72.87,fool
16235,hsic,Open price,71.73,fool
16236,hsic,Change $,1.28,fool
16237,hsic,Volume,314133.0,fool
16238,hsic,Today's high,73.01,fool
16239,hsic,Today's low,71.28,fool
16240,hsic,Previous close,71.59,fool
16241,hsic,52wk High,74.48,fool
16242,hsic,52wk Low,50.96,fool
16243,hsic,Market cap,6720000000.0,fool
16244,hsic,Last trading price,72.94,foxbusiness
16245,hsic,Change $,1.35,foxbusiness
16246,hsic,Volume,398715.0,foxbusiness
16247,hsic,Previous close,71.59,foxbusiness
16248,hsic,Change %,1.89,google-finance
16249,hsic,Last trading price,72.94,google-finance
16250,hsic,Open price,71.73,google-finance
16251,hsic,Change $,1.35,google-finance
16252,hsic,Volume,388970.0,google-finance
16253,hsic,Today's high,73.01,google-finance
16254,hsic,Today's low,71.28,google-finance
16255,hsic,52wk High,74.48,google-finance
16256,hsic,52wk Low,50.96,google-finance
16257,hsic,Shares Outstanding,92250000.0,google-finance
16258,hsic,Market cap,6730000000.0,google-finance
16259,hsic,EPS,3.66,google-finance
16260,hsic,Change %,1.886,howthemarketworks
16261,hsic,Last trading price,72.94,howthemarketworks
16262,hsic,Open price,71.73,howthemarketworks
16263,hsic,Change $,1.35,howthemarketworks
16264,hsic,Volume,388870.0,howthemarketworks
16265,hsic,Today's high,73.01,howthemarketworks
16266,hsic,Today's low,71.28,howthemarketworks
16267,hsic,Previous close,71.59,howthemarketworks
16268,hsic,Change %,1.886,hpcwire
16269,hsic,Last trading price,72.94,hpcwire
16270,hsic,Open price,71.73,hpcwire
16271,hsic,Change $,1.35,hpcwire
16272,hsic,Volume,388870.0,hpcwire
16273,hsic,Today's high,73.01,hpcwire
16274,hsic,Today's low,71.28,hpcwire
16275,hsic,Previous close,71.59,hpcwire
16276,hsic,52wk High,74.48,hpcwire
16277,hsic,52wk Low,50.96,hpcwire
16278,hsic,Shares Outstanding,92251522.0,hpcwire
16279,hsic,Change %,1.89,insidestocks
16280,hsic,Last trading price,72.94,insidestocks
16281,hsic,Open price,71.73,insidestocks
16282,hsic,Change $,1.35,insidestocks
16283,hsic,Volume,361795.0,insidestocks
16284,hsic,Today's high,73.01,insidestocks
16285,hsic,Today's low,71.28,insidestocks
16286,hsic,Change %,1.9,investopedia
16287,hsic,Last trading price,72.95,investopedia
16288,hsic,Open price,71.73,investopedia
16289,hsic,Change $,1.36,investopedia
16290,hsic,Previous close,71.59,investopedia
16291,hsic,Change %,1.89,investorguide
16292,hsic,Last trading price,72.94,investorguide
16293,hsic,Open price,71.73,investorguide
16294,hsic,Change $,1.35,investorguide
