Object,Property,Value
Object531,Property1,476352
Object531,Property2,122065
Object531,Property3,164803
Object531,Property4,219303
Object531,Property5,415181
Object531,Property6,122072
Object531,Property7,402259
Object531,Property8,197252
Object531,Property9,429540
Object531,Property10,107000
Object532,Property1,491984
Object532,Property2,224709
Object532,Property3,389944
Object532,Property4,322835
Object532,Property5,276255
Object532,Property6,176320
Object532,Property7,497488
Object532,Property8,324816
Object532,Property9,375760
Object532,Property10,235603
Object533,Property1,473428
Object533,Property2,276500
Object533,Property3,450593
Object533,Property4,168559
Object533,Property5,166810
Object533,Property6,451167
Object533,Property7,458022
Object533,Property8,284008
Object533,Property9,113446
Object533,Property10,442812
Object534,Property1,281911
Object534,Property2,349481
Object534,Property3,454091
Object534,Property4,375632
Object534,Property5,351528
Object534,Property6,299054
Object534,Property7,250680
Object534,Property8,284173
Object534,Property9,481616
Object534,Property10,455597
Object535,Property1,332877
Object535,Property2,108029
Object535,Property3,208628
Object535,Property4,367063
Object535,Property5,416117
Object535,Property6,358218
Object535,Property7,132910
Object535,Property8,281739
Object535,Property9,362065
Object535,Property10,319676
Object536,Property1,244013
Object536,Property2,225915
Object536,Property3,490144
Object536,Property4,306746
Object536,Property5,203517
Object536,Property6,348057
Object536,Property7,124542
Object536,Property8,150992
Object536,Property9,231181
Object536,Property10,453244
Object537,Property1,239311
Object537,Property2,345927
Object537,Property3,145114
Object537,Property4,234378
Object537,Property5,144465
Object537,Property6,150575
Object537,Property7,203649
Object537,Property8,333900
Object537,Property9,111947
Object537,Property10,116068
Object538,Property1,348488
Object538,Property2,253128
Object538,Property3,361623
Object538,Property4,406741
Object538,Property5,183304
Object538,Property6,198128
Object538,Property7,185500
Object538,Property8,333619
Object538,Property9,326350
Object538,Property10,413722
Object539,Property1,367325
Object539,Property2,282480
Object539,Property3,244698
Object539,Property4,429503
Object539,Property5,427767
Object539,Property6,361832
Object539,Property7,282198
Object539,Property8,172986
Object539,Property9,290554
Object539,Property10,311269
Object540,Property1,225079
Object540,Property2,141180
Object540,Property3,381830
Object540,Property4,372237
Object540,Property5,283095
Object540,Property6,410779
Object540,Property7,336882
Object540,Property8,299953
Object540,Property9,138209
Object540,Property10,494574
Object541,Property1,300833
Object541,Property2,473265
Object541,Property3,467359
Object541,Property4,256181
Object541,Property5,268416
Object541,Property6,445904
Object541,Property7,115332
Object541,Property8,211394
Object541,Property9,271525
Object541,Property10,209021
Object542,Property1,190269
Object542,Property2,400220
Object542,Property3,399110
Object542,Property4,141246
Object542,Property5,461020
Object542,Property6,173410
Object542,Property7,278815
Object542,Property8,206812
Object542,Property9,431873
Object542,Property10,121894
Object543,Property1,359307
Object543,Property2,464162
Object543,Property3,499565
Object543,Property4,264925
Object543,Property5,227906
Object543,Property6,176448
Object543,Property7,172582
Object543,Property8,454166
Object543,Property9,155241
Object543,Property10,199973
Object544,Property1,390944
Object544,Property2,100631
Object544,Property3,102627
Object544,Property4,145014
Object544,Property5,480022
Object544,Property6,139441
Object544,Property7,368306
Object544,Property8,173761
Object544,Property9,399780
Object544,Property10,498456
Object545,Property1,404715
Object545,Property2,405255
Object545,Property3,267249
Object545,Property4,102213
Object545,Property5,268927
Object545,Property6,134671
Object545,Property7,401567
Object545,Property8,362060
Object545,Property9,309607
Object545,Property10,379269
Object546,Property1,499556
Object546,Property2,293891
Object546,Property3,495985
Object546,Property4,196698
Object546,Property5,491006
Object546,Property6,261886
Object546,Property7,149464
Object546,Property8,436245
Object546,Property9,477305
Object546,Property10,335970
Object547,Property1,436843
Object547,Property2,167742
Object547,Property3,365180
Object547,Property4,359296
Object547,Property5,202214
Object547,Property6,125939
Object547,Property7,149527
Object547,Property8,375458
Object547,Property9,150099
Object547,Property10,336809
Object548,Property1,244224
Object548,Property2,101806
Object548,Property3,286968
Object548,Property4,247242
Object548,Property5,188294
Object548,Property6,393128
Object548,Property7,423398
Object548,Property8,359768
Object548,Property9,254934
Object548,Property10,143374
Object549,Property1,261998
Object549,Property2,402218
Object549,Property3,234055
Object549,Property4,212613
Object549,Property5,412453
Object549,Property6,476616
Object549,Property7,432994
Object549,Property8,245961
Object549,Property9,365242
Object549,Property10,145126
Object550,Property1,238762
Object550,Property2,254839
Object550,Property3,332566
Object550,Property4,247268
Object550,Property5,165900
Object550,Property6,452683
Object550,Property7,496219
Object550,Property8,373214
Object550,Property9,429247
Object550,Property10,290097
Object551,Property1,378304
Object551,Property2,299253
Object551,Property3,165392
Object551,Property4,409578
Object551,Property5,175478
Object551,Property6,230126
Object551,Property7,411396
Object551,Property8,139788
Object551,Property9,285526
Object551,Property10,266393
Object552,Property1,296081
Object552,Property2,297520
Object552,Property3,407727
Object552,Property4,403534
Object552,Property5,419485
Object552,Property6,189093
Object552,Property7,209225
Object552,Property8,355200
Object552,Property9,320265
Object552,Property10,442886
Object553,Property1,480955
Object553,Property2,473924
Object553,Property3,166001
Object553,Property4,441549
Object553,Property5,355487
Object553,Property6,410023
Object553,Property7,102173
Object553,Property8,171271
Object553,Property9,323611
Object553,Property10,307843
Object554,Property1,216505
Object554,Property2,490722
Object554,Property3,120666
Object554,Property4,455417
Object554,Property5,238701
Object554,Property6,301244
Object554,Property7,243513
Object554,Property8,439151
Object554,Property9,465989
Object554,Property10,414353
Object555,Property1,221679
Object555,Property2,466474
Object555,Property3,140913
Object555,Property4,204344
Object555,Property5,317003
Object555,Property6,193914
Object555,Property7,457237
Object555,Property8,373082
Object555,Property9,484240
Object555,Property10,302954
Object556,Property1,155773
Object556,Property2,417904
Object556,Property3,111274
Object556,Property4,465166
Object556,Property5,200618
Object556,Property6,246849
Object556,Property7,278753
Object556,Property8,460208
Object556,Property9,390548
Object556,Property10,338245
Object557,Property1,338202
Object557,Property2,115684
Object557,Property3,206167
Object557,Property4,251372
Object557,Property5,206359
Object557,Property6,203549
Object557,Property7,147006
Object557,Property8,147674
Object557,Property9,187723
Object557,Property10,138295
Object558,Property1,170020
Object558,Property2,459986
Object558,Property3,358663
Object558,Property4,388705
Object558,Property5,345672
Object558,Property6,343280
Object558,Property7,243470
Object558,Property8,324175
Object558,Property9,207473
Object558,Property10,368876
Object559,Property1,166535
Object559,Property2,451345
Object559,Property3,222473
Object559,Property4,493155
Object559,Property5,361684
Object559,Property6,384420
Object559,Property7,279823
Object559,Property8,348492
Object559,Property9,399587
Object559,Property10,422480
Object560,Property1,441421
Object560,Property2,255071
Object560,Property3,350986
Object560,Property4,308180
Object560,Property5,117344
Object560,Property6,327614
Object560,Property7,414694
Object560,Property8,100679
Object560,Property9,320180
Object560,Property10,236726
Object561,Property1,407907
Object561,Property2,106214
Object561,Property3,189392
Object561,Property4,325139
Object561,Property5,213019
Object561,Property6,415560
Object561,Property7,170837
Object561,Property8,281484
Object561,Property9,482185
Object561,Property10,469354
Object562,Property1,284014
Object562,Property2,488510
Object562,Property3,423909
Object562,Property4,465226
Object562,Property5,113881
Object562,Property6,148218
Object562,Property7,407330
Object562,Property8,439235
Object562,Property9,315702
Object562,Property10,115124
Object563,Property1,152244
Object563,Property2,274834
Object563,Property3,148421
Object563,Property4,308507
Object563,Property5,239337
Object563,Property6,143984
Object563,Property7,426020
Object563,Property8,376614
Object563,Property9,331627
Object563,Property10,171677
Object564,Property1,256660
Object564,Property2,437505
Object564,Property3,269751
Object564,Property4,316965
Object564,Property5,410971
Object564,Property6,257012
Object564,Property7,424545
Object564,Property8,479841
Object564,Property9,334709
Object564,Property10,455596
Object565,Property1,233293
Object565,Property2,414475
Object565,Property3,327991
Object565,Property4,258946
Object565,Property5,377928
Object565,Property6,370714
Object565,Property7,174465
Object565,Property8,115383
Object565,Property9,494317
Object565,Property10,448212
Object566,Property1,231066
Object566,Property2,207110
Object566,Property3,456446
Object566,Property4,182558
Object566,Property5,111529
Object566,Property6,238041
Object566,Property7,441075
Object566,Property8,443291
Object566,Property9,402509
Object566,Property10,447862
Object567,Property1,186031
Object567,Property2,150786
Object567,Property3,188439
Object567,Property4,168549
Object567,Property5,237541
Object567,Property6,189449
Object567,Property7,292566
Object567,Property8,164912
Object567,Property9,289286
Object567,Property10,190724
Object568,Property1,132419
Object568,Property2,108124
Object568,Property3,146185
Object568,Property4,208922
Object568,Property5,231876
Object568,Property6,407408
Object568,Property7,459913
Object568,Property8,272551
Object568,Property9,396226
Object568,Property10,220310
Object569,Property1,437428
Object569,Property2,134145
Object569,Property3,269649
Object569,Property4,457487
Object569,Property5,110064
Object569,Property6,234605
Object569,Property7,260431
Object569,Property8,407168
Object569,Property9,299691
Object569,Property10,227670
Object570,Property1,213694
Object570,Property2,460707
Object570,Property3,186417
Object570,Property4,145200
Object570,Property5,449475
Object570,Property6,303422
Object570,Property7,121549
Object570,Property8,127000
Object570,Property9,190433
Object570,Property10,421559
Object571,Property1,375646
Object571,Property2,485649
Object571,Property3,368326
Object571,Property4,317614
Object571,Property5,370838
Object571,Property6,397841
Object571,Property7,398952
Object571,Property8,121523
Object571,Property9,192079
Object571,Property10,236789
Object572,Property1,217230
Object572,Property2,373013
Object572,Property3,457461
Object572,Property4,496441
Object572,Property5,462084
Object572,Property6,346459
Object572,Property7,185321
Object572,Property8,408332
Object572,Property9,495425
Object572,Property10,357958
Object573,Property1,240577
Object573,Property2,207660
Object573,Property3,469321
Object573,Property4,471445
Object573,Property5,222352
Object573,Property6,136817
Object573,Property7,376130
Object573,Property8,162276
Object573,Property9,236864
Object573,Property10,183959
Object574,Property1,310784
Object574,Property2,240743
Object574,Property3,231038
Object574,Property4,344684
Object574,Property5,468459
Object574,Property6,441609
Object574,Property7,458693
Object574,Property8,351333
Object574,Property9,242995
Object574,Property10,104042
Object575,Property1,358318
Object575,Property2,103254
Object575,Property3,397101
Object575,Property4,410557
Object575,Property5,184819
Object575,Property6,421045
Object575,Property7,263308
Object575,Property8,230390
Object575,Property9,194815
Object575,Property10,356416
Object576,Property1,422959
Object576,Property2,330832
Object576,Property3,193125
Object576,Property4,315333
Object576,Property5,245093
Object576,Property6,233062
Object576,Property7,107961
Object576,Property8,206599
Object576,Property9,232087
Object576,Property10,160952
Object577,Property1,452417
Object577,Property2,126154
Object577,Property3,279109
Object577,Property4,148268
Object577,Property5,469084
Object577,Property6,376232
Object577,Property7,113058
Object577,Property8,425389
Object577,Property9,198552
Object577,Property10,184254
Object578,Property1,124819
Object578,Property2,440145
Object578,Property3,245387
Object578,Property4,224160
Object578,Property5,213703
Object578,Property6,158634
Object578,Property7,384231
Object578,Property8,202034
Object578,Property9,198827
Object578,Property10,151759
Object579,Property1,448206
Object579,Property2,391041
Object579,Property3,287361
Object579,Property4,468594
Object579,Property5,388113
Object579,Property6,481544
Object579,Property7,203139
Object579,Property8,451499
Object579,Property9,238999
Object579,Property10,335268
Object580,Property1,413182
Object580,Property2,356300
Object580,Property3,393284
Object580,Property4,454296
Object580,Property5,441423
Object580,Property6,235999
Object580,Property7,331264
Object580,Property8,178884
Object580,Property9,211225
Object580,Property10,314240
Object581,Property1,342447
Object581,Property2,124282
Object581,Property3,422749
Object581,Property4,122924
Object581,Property5,435900
Object581,Property6,155814
Object581,Property7,333816
Object581,Property8,153057
Object581,Property9,109335
Object581,Property10,259884
Object582,Property1,387103
Object582,Property2,257487
Object582,Property3,390728
Object582,Property4,393447
Object582,Property5,494840
Object582,Property6,277698
Object582,Property7,478410
Object582,Property8,406740
Object582,Property9,269601
Object582,Property10,272292
Object583,Property1,163571
Object583,Property2,331657
Object583,Property3,143932
Object583,Property4,274818
Object583,Property5,352578
Object583,Property6,144169
Object583,Property7,470479
Object583,Property8,172387
Object583,Property9,498360
Object583,Property10,439865
Object584,Property1,409229
Object584,Property2,122302
Object584,Property3,414129
Object584,Property4,390520
Object584,Property5,369678
Object584,Property6,192434
Object584,Property7,404602
Object584,Property8,479806
Object584,Property9,451256
Object584,Property10,319156
Object585,Property1,496000
Object585,Property2,157343
Object585,Property3,326368
Object585,Property4,173963
Object585,Property5,289078
Object585,Property6,157077
Object585,Property7,363360
Object585,Property8,116098
Object585,Property9,336386
Object585,Property10,168144
Object586,Property1,385079
Object586,Property2,302637
Object586,Property3,196785
Object586,Property4,252782
Object586,Property5,221125
Object586,Property6,376161
Object586,Property7,275792
Object586,Property8,380628
Object586,Property9,463445
Object586,Property10,231743
Object587,Property1,435485
Object587,Property2,232078
Object587,Property3,353496
Object587,Property4,174109
Object587,Property5,133639
Object587,Property6,351682
Object587,Property7,257454
Object587,Property8,449595
Object587,Property9,359112
Object587,Property10,349342
Object588,Property1,288970
Object588,Property2,265368
Object588,Property3,362955
Object588,Property4,229345
Object588,Property5,473332
Object588,Property6,198912
Object588,Property7,235258
Object588,Property8,349678
Object588,Property9,121168
Object588,Property10,378256
Object589,Property1,404098
Object589,Property2,261795
Object589,Property3,122998
Object589,Property4,160380
Object589,Property5,311380
Object589,Property6,181310
Object589,Property7,360341
Object589,Property8,406963
Object589,Property9,252468
Object589,Property10,463202
Object590,Property1,121327
Object590,Property2,326070
Object590,Property3,414480
Object590,Property4,258157
Object590,Property5,186230
Object590,Property6,206646
Object590,Property7,464081
Object590,Property8,159175
Object590,Property9,434614
Object590,Property10,184560
Object591,Property1,175357
Object591,Property2,194427
Object591,Property3,348736
Object591,Property4,414416
Object591,Property5,232949
Object591,Property6,319210
Object591,Property7,445650
Object591,Property8,495568
Object591,Property9,292957
Object591,Property10,377181
Object592,Property1,112427
Object592,Property2,192376
Object592,Property3,119696
Object592,Property4,389771
Object592,Property5,144757
Object592,Property6,170429
Object592,Property7,461251
Object592,Property8,310958
Object592,Property9,453283
Object592,Property10,183156
Object593,Property1,312588
Object593,Property2,371393
Object593,Property3,395542
Object593,Property4,297302
Object593,Property5,457366
Object593,Property6,418276
Object593,Property7,279121
Object593,Property8,431285
Object593,Property9,202455
Object593,Property10,213982
Object594,Property1,376637
Object594,Property2,419057
Object594,Property3,207176
Object594,Property4,377785
Object594,Property5,209987
Object594,Property6,344706
Object594,Property7,378206
Object594,Property8,307055
Object594,Property9,485981
Object594,Property10,408345
Object595,Property1,213857
Object595,Property2,151595
Object595,Property3,329717
Object595,Property4,396846
Object595,Property5,265238
Object595,Property6,475255
Object595,Property7,339710
Object595,Property8,336127
Object595,Property9,274065
Object595,Property10,103762
Object596,Property1,336286
Object596,Property2,177912
Object596,Property3,331053
Object596,Property4,352124
Object596,Property5,215302
Object596,Property6,242131
Object596,Property7,255255
Object596,Property8,269565
Object596,Property9,364454
Object596,Property10,480035
Object597,Property1,261222
Object597,Property2,222128
Object597,Property3,154290
Object597,Property4,397390
Object597,Property5,283894
Object597,Property6,183438
Object597,Property7,182703
Object597,Property8,497528
Object597,Property9,424912
Object597,Property10,364182
Object598,Property1,391017
Object598,Property2,189374
Object598,Property3,435642
Object598,Property4,427646
Object598,Property5,292897
Object598,Property6,475032
Object598,Property7,144598
Object598,Property8,156200
Object598,Property9,395441
Object598,Property10,152676
Object599,Property1,418790
Object599,Property2,449160
Object599,Property3,175170
Object599,Property4,148073
Object599,Property5,254424
Object599,Property6,357956
Object599,Property7,429477
Object599,Property8,432590
Object599,Property9,465764
Object599,Property10,319024
Object600,Property1,229218
Object600,Property2,374496
Object600,Property3,483263
Object600,Property4,368948
Object600,Property5,345266
Object600,Property6,208537
Object600,Property7,424051
Object600,Property8,452205
Object600,Property9,304006
Object600,Property10,406957
Object601,Property1,477704
Object601,Property2,276268
Object601,Property3,371173
Object601,Property4,357152
Object601,Property5,116757
Object601,Property6,454124
Object601,Property7,373345
Object601,Property8,442425
Object601,Property9,393359
Object601,Property10,454360
Object602,Property1,250926
Object602,Property2,218561
Object602,Property3,419445
Object602,Property4,185727
Object602,Property5,199803
Object602,Property6,245482
Object602,Property7,180328
Object602,Property8,251655
Object602,Property9,494190
Object602,Property10,122375
Object603,Property1,147015
Object603,Property2,350624
Object603,Property3,223963
Object603,Property4,324442
Object603,Property5,258398
Object603,Property6,164878
Object603,Property7,230293
Object603,Property8,316033
Object603,Property9,267868
Object603,Property10,266884
Object604,Property1,289319
Object604,Property2,204404
Object604,Property3,266135
Object604,Property4,392198
Object604,Property5,414807
Object604,Property6,326110
Object604,Property7,394872
Object604,Property8,135028
Object604,Property9,434610
Object604,Property10,437178
Object605,Property1,116801
Object605,Property2,314585
Object605,Property3,117916
Object605,Property4,435402
Object605,Property5,121053
Object605,Property6,304581
Object605,Property7,205534
Object605,Property8,491330
Object605,Property9,453733
Object605,Property10,182338
Object606,Property1,452507
Object606,Property2,386695
Object606,Property3,179984
Object606,Property4,425577
Object606,Property5,117932
Object606,Property6,156982
Object606,Property7,442415
Object606,Property8,440472
Object606,Property9,240965
Object606,Property10,265336
Object607,Property1,326719
Object607,Property2,438807
Object607,Property3,366281
Object607,Property4,118184
Object607,Property5,308348
Object607,Property6,214539
Object607,Property7,175434
Object607,Property8,325380
Object607,Property9,322013
Object607,Property10,186823
Object608,Property1,184479
Object608,Property2,425554
Object608,Property3,108015
Object608,Property4,232561
Object608,Property5,123286
Object608,Property6,126705
Object608,Property7,250473
Object608,Property8,308583
Object608,Property9,328863
Object608,Property10,368768
Object609,Property1,474538
Object609,Property2,262839
Object609,Property3,111197
Object609,Property4,475951
Object609,Property5,228037
Object609,Property6,469270
Object609,Property7,363874
Object609,Property8,262483
Object609,Property9,299316
Object609,Property10,277045
Object610,Property1,103392
Object610,Property2,467433
Object610,Property3,417444
Object610,Property4,276309
Object610,Property5,375007
Object610,Property6,136146
Object610,Property7,219859
Object610,Property8,484315
Object610,Property9,303805
Object610,Property10,168871
Object611,Property1,356334
Object611,Property2,182455
Object611,Property3,484923
Object611,Property4,469321
Object611,Property5,107020
Object611,Property6,433593
Object611,Property7,151357
Object611,Property8,483714
Object611,Property9,192315
Object611,Property10,161791
Object612,Property1,322573
Object612,Property2,421393
Object612,Property3,172537
Object612,Property4,167772
Object612,Property5,235042
Object612,Property6,229420
Object612,Property7,473852
Object612,Property8,393867
Object612,Property9,138154
Object612,Property10,249923
Object613,Property1,434001
Object613,Property2,245066
Object613,Property3,169535
Object613,Property4,413954
Object613,Property5,441832
Object613,Property6,194328
Object613,Property7,227729
Object613,Property8,332707
Object613,Property9,427768
Object613,Property10,257716
Object614,Property1,490656
Object614,Property2,317295
Object614,Property3,207333
Object614,Property4,491801
Object614,Property5,470424
Object614,Property6,135293
Object614,Property7,317776
Object614,Property8,181026
Object614,Property9,337361
Object614,Property10,211733
Object615,Property1,154235
Object615,Property2,143012
Object615,Property3,244678
Object615,Property4,371410
Object615,Property5,132283
Object615,Property6,340073
Object615,Property7,148007
Object615,Property8,244715
Object615,Property9,309608
Object615,Property10,438631
Object616,Property1,140836
Object616,Property2,343737
Object616,Property3,234802
Object616,Property4,258200
Object616,Property5,204677
Object616,Property6,246689
Object616,Property7,158676
Object616,Property8,167909
Object616,Property9,138470
Object616,Property10,475835
Object617,Property1,473891
Object617,Property2,238032
Object617,Property3,333082
Object617,Property4,294784
Object617,Property5,406898
Object617,Property6,309977
Object617,Property7,111256
Object617,Property8,175303
Object617,Property9,442977
Object617,Property10,326519
Object618,Property1,465057
Object618,Property2,101840
Object618,Property3,113675
Object618,Property4,329495
Object618,Property5,431197
Object618,Property6,216226
Object618,Property7,345509
Object618,Property8,426847
Object618,Property9,115158
Object618,Property10,196038
Object619,Property1,336245
Object619,Property2,460676
Object619,Property3,194688
Object619,Property4,111731
Object619,Property5,162222
Object619,Property6,298873
Object619,Property7,473531
Object619,Property8,309040
Object619,Property9,227926
Object619,Property10,408023
Object620,Property1,306153
Object620,Property2,446676
Object620,Property3,429662
Object620,Property4,242603
Object620,Property5,288237
Object620,Property6,127821
Object620,Property7,349416
Object620,Property8,305928
Object620,Property9,216460
Object620,Property10,491585
Object621,Property1,126922
Object621,Property2,434604
Object621,Property3,217375
Object621,Property4,483746
Object621,Property5,233469
Object621,Property6,219851
Object621,Property7,136920
Object621,Property8,483884
Object621,Property9,321150
Object621,Property10,132992
Object622,Property1,116034
Object622,Property2,479107
Object622,Property3,385791
Object622,Property4,119407
Object622,Property5,330297
Object622,Property6,306765
Object622,Property7,307144
Object622,Property8,337823
Object622,Property9,397775
Object622,Property10,297441
Object623,Property1,497854
Object623,Property2,480964
Object623,Property3,376455
Object623,Property4,369105
Object623,Property5,356771
Object623,Property6,404000
Object623,Property7,415051
Object623,Property8,458328
Object623,Property9,194647
Object623,Property10,155575
Object624,Property1,292175
Object624,Property2,339384
Object624,Property3,336702
Object624,Property4,159787
Object624,Property5,272096
Object624,Property6,359438
Object624,Property7,320951
Object624,Property8,242353
Object624,Property9,285686
Object624,Property10,322491
Object625,Property1,409603
Object625,Property2,124110
Object625,Property3,175797
Object625,Property4,164700
Object625,Property5,334541
Object625,Property6,245746
Object625,Property7,458972
Object625,Property8,113298
Object625,Property9,412571
Object625,Property10,452944
Object626,Property1,322182
Object626,Property2,285005
Object626,Property3,168844
Object626,Property4,495511
Object626,Property5,159986
Object626,Property6,305017
Object626,Property7,307900
Object626,Property8,403203
Object626,Property9,339366
Object626,Property10,169753
Object627,Property1,413137
Object627,Property2,102871
Object627,Property3,144500
Object627,Property4,273828
Object627,Property5,317047
Object627,Property6,255698
Object627,Property7,233914
Object627,Property8,224692
Object627,Property9,112835
Object627,Property10,416012
Object628,Property1,484276
Object628,Property2,213068
Object628,Property3,157817
Object628,Property4,353277
Object628,Property5,159921
Object628,Property6,363733
Object628,Property7,448808
Object628,Property8,265808
Object628,Property9,255111
Object628,Property10,338373
Object629,Property1,204820
Object629,Property2,174492
Object629,Property3,197830
Object629,Property4,323233
Object629,Property5,192459
Object629,Property6,198710
Object629,Property7,486208
Object629,Property8,499101
Object629,Property9,435293
Object629,Property10,197527
Object630,Property1,268166
Object630,Property2,369429
Object630,Property3,243344
Object630,Property4,377072
Object630,Property5,459271
Object630,Property6,422154
Object630,Property7,145281
Object630,Property8,191389
Object630,Property9,395585
Object630,Property10,473309
Object631,Property1,493013
Object631,Property2,321903
Object631,Property3,131479
Object631,Property4,469929
Object631,Property5,144503
Object631,Property6,128558
Object631,Property7,180406
Object631,Property8,334007
Object631,Property9,250862
Object631,Property10,472316
Object632,Property1,193504
Object632,Property2,134989
Object632,Property3,408448
Object632,Property4,312340
Object632,Property5,104068
Object632,Property6,144329
Object632,Property7,453865
Object632,Property8,325221
Object632,Property9,287392
Object632,Property10,219073
Object633,Property1,438545
Object633,Property2,265955
Object633,Property3,466905
Object633,Property4,370388
Object633,Property5,193297
Object633,Property6,492597
Object633,Property7,346241
Object633,Property8,479099
Object633,Property9,391830
Object633,Property10,353923
Object634,Property1,307100
Object634,Property2,194728
Object634,Property3,364136
Object634,Property4,230576
Object634,Property5,381193
Object634,Property6,115539
Object634,Property7,160708
Object634,Property8,457937
Object634,Property9,284273
Object634,Property10,113354
Object635,Property1,427609
Object635,Property2,390063
Object635,Property3,110475
Object635,Property4,377261
Object635,Property5,152315
Object635,Property6,260579
Object635,Property7,386303
Object635,Property8,275371
Object635,Property9,389643
Object635,Property10,437508
Object636,Property1,395982
Object636,Property2,491069
Object636,Property3,274516
Object636,Property4,383046
Object636,Property5,415553
Object636,Property6,255579
Object636,Property7,462281
Object636,Property8,439855
Object636,Property9,169214
Object636,Property10,222761
Object637,Property1,134991
Object637,Property2,173527
Object637,Property3,255767
Object637,Property4,461017
Object637,Property5,343982
Object637,Property6,248640
Object637,Property7,162809
Object637,Property8,249952
Object637,Property9,329935
Object637,Property10,132543
Object638,Property1,367751
Object638,Property2,356939
Object638,Property3,238592
Object638,Property4,181199
Object638,Property5,171327
Object638,Property6,411999
Object638,Property7,481521
Object638,Property8,442886
Object638,Property9,398136
Object638,Property10,374550
Object639,Property1,444055
Object639,Property2,321122
Object639,Property3,354345
Object639,Property4,240825
Object639,Property5,345545
Object639,Property6,229797
Object639,Property7,100526
Object639,Property8,317495
Object639,Property9,172767
Object639,Property10,305294
Object640,Property1,296662
Object640,Property2,466105
Object640,Property3,127971
Object640,Property4,426967
Object640,Property5,384088
Object640,Property6,274065
Object640,Property7,366098
Object640,Property8,464244
Object640,Property9,187228
Object640,Property10,256093
Object641,Property1,360644
Object641,Property2,364440
Object641,Property3,119937
Object641,Property4,479096
Object641,Property5,417177
Object641,Property6,254640
Object641,Property7,241831
Object641,Property8,427058
Object641,Property9,353110
Object641,Property10,309416
Object642,Property1,172154
Object642,Property2,244912
Object642,Property3,370882
Object642,Property4,275638
Object642,Property5,160297
Object642,Property6,155128
Object642,Property7,299549
Object642,Property8,347367
Object642,Property9,250448
Object642,Property10,475634
Object643,Property1,156145
Object643,Property2,179490
Object643,Property3,200461
Object643,Property4,243206
Object643,Property5,238969
Object643,Property6,315772
Object643,Property7,247188
Object643,Property8,220481
Object643,Property9,398491
Object643,Property10,473562
Object644,Property1,227712
Object644,Property2,237887
Object644,Property3,122540
Object644,Property4,261410
Object644,Property5,179106
Object644,Property6,261593
Object644,Property7,225065
Object644,Property8,323431
Object644,Property9,499137
Object644,Property10,335722
Object645,Property1,198981
Object645,Property2,232174
Object645,Property3,212848
Object645,Property4,188149
Object645,Property5,452262
Object645,Property6,240012
Object645,Property7,116746
Object645,Property8,475637
Object645,Property9,293406
Object645,Property10,415456
Object646,Property1,293623
Object646,Property2,454246
Object646,Property3,411696
Object646,Property4,210559
Object646,Property5,144154
Object646,Property6,459765
Object646,Property7,285052
Object646,Property8,454545
Object646,Property9,353969
Object646,Property10,195789
Object647,Property1,380069
Object647,Property2,304775
Object647,Property3,472752
Object647,Property4,147165
Object647,Property5,140175
Object647,Property6,369515
Object647,Property7,374719
Object647,Property8,464547
Object647,Property9,163505
Object647,Property10,403990
Object648,Property1,145312
Object648,Property2,256238
Object648,Property3,384139
Object648,Property4,283653
Object648,Property5,342016
Object648,Property6,317669
Object648,Property7,216767
Object648,Property8,154784
Object648,Property9,462931
Object648,Property10,260931
Object649,Property1,498298
Object649,Property2,224449
Object649,Property3,418960
Object649,Property4,322993
Object649,Property5,119837
Object649,Property6,488083
Object649,Property7,162373
Object649,Property8,202652
Object649,Property9,204546
Object649,Property10,203402
Object650,Property1,256577
Object650,Property2,206992
Object650,Property3,149886
Object650,Property4,336827
Object650,Property5,239447
Object650,Property6,260617
Object650,Property7,462547
Object650,Property8,478225
Object650,Property9,367532
Object650,Property10,168169
Object651,Property1,290532
Object651,Property2,225703
Object651,Property3,284383
Object651,Property4,272325
Object651,Property5,367228
Object651,Property6,294096
Object651,Property7,182437
Object651,Property8,403739
Object651,Property9,275521
Object651,Property10,122111
Object652,Property1,223073
Object652,Property2,105059
Object652,Property3,464908
Object652,Property4,493992
Object652,Property5,192818
Object652,Property6,216057
Object652,Property7,466568
Object652,Property8,406743
Object652,Property9,285418
Object652,Property10,388277
Object653,Property1,283565
Object653,Property2,295415
Object653,Property3,427301
Object653,Property4,202897
Object653,Property5,294970
Object653,Property6,310606
Object653,Property7,202313
Object653,Property8,214114
Object653,Property9,260532
Object653,Property10,410420
Object654,Property1,374102
Object654,Property2,252789
Object654,Property3,115503
Object654,Property4,384540
Object654,Property5,116315
Object654,Property6,445566
Object654,Property7,399099
Object654,Property8,258847
Object654,Property9,320735
Object654,Property10,167581
Object655,Property1,275449
Object655,Property2,146232
Object655,Property3,130926
Object655,Property4,451011
Object655,Property5,208899
Object655,Property6,218834
Object655,Property7,128925
Object655,Property8,125156
Object655,Property9,141987
Object655,Property10,445488
Object656,Property1,310045
Object656,Property2,292955
Object656,Property3,491671
Object656,Property4,110488
Object656,Property5,247555
Object656,Property6,115615
Object656,Property7,421358
Object656,Property8,402086
Object656,Property9,454708
Object656,Property10,436646
Object657,Property1,153015
Object657,Property2,117281
Object657,Property3,492801
Object657,Property4,206181
Object657,Property5,108113
Object657,Property6,357654
Object657,Property7,374009
Object657,Property8,495563
Object657,Property9,319752
Object657,Property10,181709
Object658,Property1,238688
