Object,Property,Value,Source,TSInitial,C_v
vmed,Open price,30.24,tickerspy,0.8,0.0
vmed,Change $,0.31,tickerspy,0.8,0.0
vmed,Volume,4867103.0,tickerspy,0.8,0.0
vmed,Today's high,30.5,tickerspy,0.8,0.0
vmed,Today's low,30.03,tickerspy,0.8,0.0
vmed,Previous close,29.93,tickerspy,0.8,0.0
vmed,52wk High,33.32,tickerspy,0.8,0.0
vmed,52wk Low,16.24,tickerspy,0.8,0.0
vmed,Market cap,9400000000.0,tickerspy,0.8,0.0
vmed,Yield,0.53,tickerspy,0.8,0.0
vmed,Dividend,0.04,tickerspy,0.8,0.0
vmed,Change %,1.04,tmx-quotemedia,0.8,0.0
vmed,Last trading price,30.24,tmx-quotemedia,0.8,0.0
vmed,Open price,30.24,tmx-quotemedia,0.8,0.0
vmed,Change $,0.31,tmx-quotemedia,0.8,0.0
vmed,Volume,4870279.0,tmx-quotemedia,0.8,0.0
vmed,Today's high,30.5,tmx-quotemedia,0.8,0.0
vmed,Today's low,30.03,tmx-quotemedia,0.8,0.0
vmed,Previous close,29.93,tmx-quotemedia,0.8,0.0
vmed,52wk High,33.32,tmx-quotemedia,0.8,0.0
vmed,52wk Low,16.24,tmx-quotemedia,0.8,0.0
vmed,Shares Outstanding,317267843.0,tmx-quotemedia,0.8,0.0
vmed,Market cap,9594179572.0,tmx-quotemedia,0.8,0.0
vmed,Yield,0.535,tmx-quotemedia,0.8,0.0
vmed,Dividend,0.04,tmx-quotemedia,0.8,0.0
vmed,EPS,0.1,tmx-quotemedia,0.8,0.0
vmed,Change %,1.04,updown,0.8,0.0
vmed,Last trading price,30.24,updown,0.8,0.0
vmed,Open price,30.24,updown,0.8,0.0
vmed,Change $,0.31,updown,0.8,0.0
vmed,Volume,4853008.0,updown,0.8,0.0
vmed,Today's high,30.5,updown,0.8,0.0
vmed,Today's low,30.03,updown,0.8,0.0
vmed,Previous close,29.93,updown,0.8,0.0
vmed,52wk High,33.32,updown,0.8,0.0
vmed,52wk Low,16.24,updown,0.8,0.0
vmed,Shares Outstanding,317260000000.0,updown,0.8,0.0
vmed,Market cap,9490000000.0,updown,0.8,0.0
vmed,EPS,0.07,updown,0.8,0.0
vmed,Change %,1.04,wallstreetsurvivor,0.8,0.0
vmed,Last trading price,30.24,wallstreetsurvivor,0.8,0.0
vmed,Open price,30.24,wallstreetsurvivor,0.8,0.0
vmed,Change $,0.31,wallstreetsurvivor,0.8,0.0
vmed,Volume,4864130.0,wallstreetsurvivor,0.8,0.0
vmed,Today's high,30.5,wallstreetsurvivor,0.8,0.0
vmed,Today's low,30.03,wallstreetsurvivor,0.8,0.0
vmed,52wk High,33.32,wallstreetsurvivor,0.8,0.0
vmed,52wk Low,16.24,wallstreetsurvivor,0.8,0.0
vmed,Market cap,9000000000.0,wallstreetsurvivor,0.8,0.0
vmed,Yield,0.5,wallstreetsurvivor,0.8,0.0
vmed,Dividend,0.16,wallstreetsurvivor,0.8,0.0
vmed,EPS,0.69,wallstreetsurvivor,0.8,0.0
vmed,Change %,1.04,yahoo-finance,0.8,0.0
vmed,Last trading price,30.24,yahoo-finance,0.8,0.0
vmed,Open price,30.24,yahoo-finance,0.8,0.0
vmed,Change $,0.31,yahoo-finance,0.8,0.0
vmed,Volume,4867103.0,yahoo-finance,0.8,0.0
vmed,Today's high,30.5,yahoo-finance,0.8,0.0
vmed,Today's low,30.03,yahoo-finance,0.8,0.0
vmed,Previous close,29.93,yahoo-finance,0.8,0.0
vmed,52wk High,33.32,yahoo-finance,0.8,0.0
vmed,52wk Low,16.24,yahoo-finance,0.8,0.0
vmed,Market cap,9590000000.0,yahoo-finance,0.8,0.0
vmed,Yield,0.5,yahoo-finance,0.8,0.0
vmed,Dividend,0.16,yahoo-finance,0.8,0.0
vmed,EPS,0.11,yahoo-finance,0.8,0.0
vmed,Change %,1.0,ycharts-com,0.8,0.0
vmed,Last trading price,30.23,ycharts-com,0.8,0.0
vmed,Change $,0.3,ycharts-com,0.8,0.0
vmed,52wk High,33.32,ycharts-com,0.8,0.0
vmed,52wk Low,16.24,ycharts-com,0.8,0.0
vmed,Change %,1.04,zacks,0.8,0.0
vmed,Last trading price,30.24,zacks,0.8,0.0
vmed,Change $,0.31,zacks,0.8,0.0
vmed,Volume,0.4867903,zacks,0.8,0.0
vmed,Today's high,30.5,zacks,0.8,0.0
vmed,Today's low,30.03,zacks,0.8,0.0
vmed,52wk High,33.32,zacks,0.8,0.0
vmed,52wk Low,16.24,zacks,0.8,0.0
vmed,Market cap,9500000000.0,zacks,0.8,0.0
vmed,Yield,0.53,zacks,0.8,0.0
vmed,Dividend,0.16,zacks,0.8,0.0
vmed,EPS,0.36,zacks,0.8,0.0
ntap,Change %,2.92,advfn,0.8,0.0
ntap,Last trading price,54.32,advfn,0.8,0.0
ntap,Open price,53.51,advfn,0.8,0.0
ntap,Change $,1.54,advfn,0.8,0.0
ntap,Volume,8702113.0,advfn,0.8,0.0
ntap,Today's high,54.57,advfn,0.8,0.0
ntap,Today's low,53.07,advfn,0.8,0.0
ntap,Change %,2.92,barchart,0.8,0.0
ntap,Last trading price,54.32,barchart,0.8,0.0
ntap,Open price,53.51,barchart,0.8,0.0
ntap,Change $,1.54,barchart,0.8,0.0
ntap,Volume,8443880.0,barchart,0.8,0.0
ntap,Today's high,54.57,barchart,0.8,0.0
ntap,Today's low,53.07,barchart,0.8,0.0
ntap,Previous close,52.78,barchart,0.8,0.0
ntap,52wk High,61.02,barchart,0.8,0.0
ntap,52wk Low,36.66,barchart,0.8,0.0
ntap,Market cap,19980000000.0,barchart,0.8,0.0
ntap,EPS,1.62,barchart,0.8,0.0
ntap,Change %,2.92,barrons,0.8,0.0
ntap,Last trading price,54.32,barrons,0.8,0.0
ntap,Open price,53.51,barrons,0.8,0.0
ntap,Change $,1.54,barrons,0.8,0.0
ntap,Volume,8646000.0,barrons,0.8,0.0
ntap,Today's high,54.57,barrons,0.8,0.0
ntap,Today's low,53.07,barrons,0.8,0.0
ntap,Shares Outstanding,393700000.0,barrons,0.8,0.0
ntap,Market cap,18540000000.0,barrons,0.8,0.0
ntap,Change %,2.918,bloomberg,0.8,0.0
ntap,Last trading price,54.32,bloomberg,0.8,0.0
ntap,Open price,53.51,bloomberg,0.8,0.0
ntap,Change $,1.54,bloomberg,0.8,0.0
ntap,Volume,8702113.0,bloomberg,0.8,0.0
ntap,Today's high,54.57,bloomberg,0.8,0.0
ntap,Today's low,53.07,bloomberg,0.8,0.0
ntap,52wk High,61.02,bloomberg,0.8,0.0
ntap,52wk Low,36.66,bloomberg,0.8,0.0
ntap,Shares Outstanding,371113000.0,bloomberg,0.8,0.0
ntap,Market cap,20158830000.0,bloomberg,0.8,0.0
ntap,EPS,1.63,bloomberg,0.8,0.0
ntap,Change %,2.918,boston-com,0.8,0.0
ntap,Last trading price,54.32,boston-com,0.8,0.0
ntap,Open price,53.51,boston-com,0.8,0.0
ntap,Change $,1.54,boston-com,0.8,0.0
ntap,Volume,8693888.0,boston-com,0.8,0.0
ntap,Today's high,54.57,boston-com,0.8,0.0
ntap,Today's low,53.07,boston-com,0.8,0.0
ntap,Previous close,52.78,boston-com,0.8,0.0
ntap,52wk High,61.02,boston-com,0.8,0.0
ntap,52wk Low,36.66,boston-com,0.8,0.0
ntap,Shares Outstanding,371112544.0,boston-com,0.8,0.0
ntap,Change %,2.918,bostonmerchant,0.8,0.0
ntap,Last trading price,54.32,bostonmerchant,0.8,0.0
ntap,Open price,53.51,bostonmerchant,0.8,0.0
ntap,Change $,1.54,bostonmerchant,0.8,0.0
ntap,Volume,8693888.0,bostonmerchant,0.8,0.0
ntap,Today's high,54.57,bostonmerchant,0.8,0.0
ntap,Today's low,53.07,bostonmerchant,0.8,0.0
ntap,Previous close,52.78,bostonmerchant,0.8,0.0
ntap,52wk High,61.02,bostonmerchant,0.8,0.0
ntap,52wk Low,36.66,bostonmerchant,0.8,0.0
ntap,Shares Outstanding,371112544.0,bostonmerchant,0.8,0.0
ntap,Change %,2.918,business-insider,0.8,0.0
ntap,Last trading price,54.32,business-insider,0.8,0.0
ntap,Open price,53.51,business-insider,0.8,0.0
ntap,Change $,1.54,business-insider,0.8,0.0
ntap,Volume,8693888.0,business-insider,0.8,0.0
ntap,Today's high,54.57,business-insider,0.8,0.0
ntap,Today's low,53.07,business-insider,0.8,0.0
ntap,Previous close,52.78,business-insider,0.8,0.0
ntap,52wk High,61.02,business-insider,0.8,0.0
ntap,52wk Low,36.66,business-insider,0.8,0.0
ntap,Shares Outstanding,371112544.0,business-insider,0.8,0.0
ntap,Change %,2.918,chron,0.8,0.0
ntap,Last trading price,54.32,chron,0.8,0.0
ntap,Open price,53.51,chron,0.8,0.0
ntap,Change $,1.54,chron,0.8,0.0
ntap,Volume,8691300.0,chron,0.8,0.0
ntap,Today's high,54.57,chron,0.8,0.0
ntap,Today's low,53.07,chron,0.8,0.0
ntap,Previous close,52.78,chron,0.8,0.0
ntap,52wk High,61.02,chron,0.8,0.0
ntap,52wk Low,36.66,chron,0.8,0.0
ntap,Shares Outstanding,371112544.0,chron,0.8,0.0
ntap,Change %,2.92,cio-com,0.8,0.0
ntap,Last trading price,54.32,cio-com,0.8,0.0
ntap,Open price,53.51,cio-com,0.8,0.0
ntap,Change $,1.54,cio-com,0.8,0.0
ntap,Volume,8691300.0,cio-com,0.8,0.0
ntap,Today's high,54.57,cio-com,0.8,0.0
ntap,Today's low,53.07,cio-com,0.8,0.0
ntap,Previous close,52.78,cio-com,0.8,0.0
ntap,52wk High,61.02,cio-com,0.8,0.0
ntap,52wk Low,36.66,cio-com,0.8,0.0
ntap,Shares Outstanding,371112544.0,cio-com,0.8,0.0
ntap,Market cap,20000000000.0,cio-com,0.8,0.0
ntap,Change %,2.92,cnn-money,0.8,0.0
ntap,Last trading price,54.32,cnn-money,0.8,0.0
ntap,Open price,53.51,cnn-money,0.8,0.0
ntap,Change $,1.54,cnn-money,0.8,0.0
ntap,Volume,8698325.0,cnn-money,0.8,0.0
ntap,Today's high,54.57,cnn-money,0.8,0.0
ntap,Today's low,53.07,cnn-money,0.8,0.0
ntap,Previous close,52.78,cnn-money,0.8,0.0
ntap,Market cap,20000000000.0,cnn-money,0.8,0.0
ntap,Change %,2.88,easystockalterts,0.8,0.0
ntap,Last trading price,54.32,easystockalterts,0.8,0.0
ntap,Open price,53.51,easystockalterts,0.8,0.0
ntap,Change $,1.54,easystockalterts,0.8,0.0
ntap,Volume,8690100.0,easystockalterts,0.8,0.0
ntap,Today's high,54.57,easystockalterts,0.8,0.0
ntap,Today's low,53.07,easystockalterts,0.8,0.0
ntap,Previous close,52.78,easystockalterts,0.8,0.0
ntap,52wk High,61.02,easystockalterts,0.8,0.0
ntap,52wk Low,36.66,easystockalterts,0.8,0.0
ntap,EPS,1.71,easystockalterts,0.8,0.0
ntap,Change %,2.92,eresearch-fidelity-com,0.8,0.0
ntap,Last trading price,54.32,eresearch-fidelity-com,0.8,0.0
ntap,Open price,53.51,eresearch-fidelity-com,0.8,0.0
ntap,Change $,1.54,eresearch-fidelity-com,0.8,0.0
ntap,Volume,8699525.0,eresearch-fidelity-com,0.8,0.0
ntap,Today's high,54.57,eresearch-fidelity-com,0.8,0.0
ntap,Today's low,53.07,eresearch-fidelity-com,0.8,0.0
ntap,Previous close,52.78,eresearch-fidelity-com,0.8,0.0
ntap,52wk High,61.02,eresearch-fidelity-com,0.8,0.0
ntap,52wk Low,36.66,eresearch-fidelity-com,0.8,0.0
ntap,Shares Outstanding,371113000.0,eresearch-fidelity-com,0.8,0.0
ntap,Market cap,19590000000.0,eresearch-fidelity-com,0.8,0.0
ntap,Change %,2.918,finance-abc7-com,0.8,0.0
ntap,Last trading price,54.32,finance-abc7-com,0.8,0.0
ntap,Open price,53.51,finance-abc7-com,0.8,0.0
ntap,Change $,1.54,finance-abc7-com,0.8,0.0
ntap,Volume,8691300.0,finance-abc7-com,0.8,0.0
ntap,Today's high,54.57,finance-abc7-com,0.8,0.0
ntap,Today's low,53.07,finance-abc7-com,0.8,0.0
ntap,Previous close,52.78,finance-abc7-com,0.8,0.0
ntap,52wk High,61.02,finance-abc7-com,0.8,0.0
ntap,52wk Low,36.66,finance-abc7-com,0.8,0.0
ntap,Shares Outstanding,371112544.0,finance-abc7-com,0.8,0.0
ntap,Change %,2.918,finance-abc7chicago-com,0.8,0.0
ntap,Last trading price,54.32,finance-abc7chicago-com,0.8,0.0
ntap,Open price,53.51,finance-abc7chicago-com,0.8,0.0
ntap,Change $,1.54,finance-abc7chicago-com,0.8,0.0
ntap,Volume,8691300.0,finance-abc7chicago-com,0.8,0.0
ntap,Today's high,54.57,finance-abc7chicago-com,0.8,0.0
ntap,Today's low,53.07,finance-abc7chicago-com,0.8,0.0
ntap,Previous close,52.78,finance-abc7chicago-com,0.8,0.0
ntap,52wk High,61.02,finance-abc7chicago-com,0.8,0.0
ntap,52wk Low,36.66,finance-abc7chicago-com,0.8,0.0
ntap,Shares Outstanding,371112544.0,finance-abc7chicago-com,0.8,0.0
ntap,Change %,2.918,financial-content,0.8,0.0
ntap,Last trading price,54.32,financial-content,0.8,0.0
ntap,Open price,53.51,financial-content,0.8,0.0
ntap,Change $,1.54,financial-content,0.8,0.0
ntap,Volume,8691300.0,financial-content,0.8,0.0
ntap,Today's high,54.57,financial-content,0.8,0.0
ntap,Today's low,53.07,financial-content,0.8,0.0
ntap,Previous close,52.78,financial-content,0.8,0.0
ntap,52wk High,61.02,financial-content,0.8,0.0
ntap,52wk Low,36.66,financial-content,0.8,0.0
ntap,Shares Outstanding,371112544.0,financial-content,0.8,0.0
ntap,Change %,2.9,finapps-forbes-com,0.8,0.0
ntap,Last trading price,54.32,finapps-forbes-com,0.8,0.0
ntap,Open price,53.51,finapps-forbes-com,0.8,0.0
ntap,Change $,1.54,finapps-forbes-com,0.8,0.0
ntap,Volume,8699525.0,finapps-forbes-com,0.8,0.0
ntap,Today's high,54.57,finapps-forbes-com,0.8,0.0
ntap,Today's low,53.07,finapps-forbes-com,0.8,0.0
ntap,Previous close,52.78,finapps-forbes-com,0.8,0.0
ntap,52wk High,61.02,finapps-forbes-com,0.8,0.0
ntap,52wk Low,36.66,finapps-forbes-com,0.8,0.0
ntap,Shares Outstanding,371000000.0,finapps-forbes-com,0.8,0.0
ntap,Market cap,20000000000.0,finapps-forbes-com,0.8,0.0
ntap,EPS,1.62,finapps-forbes-com,0.8,0.0
ntap,Change %,2.92,finviz,0.8,0.0
ntap,Last trading price,54.32,finviz,0.8,0.0
ntap,Volume,8699125.0,finviz,0.8,0.0
ntap,Previous close,52.78,finviz,0.8,0.0
ntap,52wk High,10.98,finviz,0.8,0.0
ntap,52wk Low,48.17,finviz,0.8,0.0
ntap,Shares Outstanding,371110000.0,finviz,0.8,0.0
ntap,Market cap,19590000000.0,finviz,0.8,0.0
ntap,EPS,1.71,finviz,0.8,0.0
ntap,Change %,2.92,fool,0.8,0.0
ntap,Last trading price,54.32,fool,0.8,0.0
ntap,Open price,53.51,fool,0.8,0.0
ntap,Change $,1.54,fool,0.8,0.0
ntap,Volume,8698325.0,fool,0.8,0.0
ntap,Today's high,54.57,fool,0.8,0.0
ntap,Today's low,53.07,fool,0.8,0.0
ntap,Previous close,52.78,fool,0.8,0.0
ntap,52wk High,61.02,fool,0.8,0.0
ntap,52wk Low,36.66,fool,0.8,0.0
ntap,Market cap,20160000000.0,fool,0.8,0.0
ntap,Last trading price,54.32,foxbusiness,0.8,0.0
ntap,Change $,1.54,foxbusiness,0.8,0.0
ntap,Volume,8706101.0,foxbusiness,0.8,0.0
ntap,Previous close,52.78,foxbusiness,0.8,0.0
ntap,Change %,2.92,google-finance,0.8,0.0
ntap,Last trading price,54.32,google-finance,0.8,0.0
ntap,Open price,53.51,google-finance,0.8,0.0
ntap,Change $,1.54,google-finance,0.8,0.0
ntap,Volume,8700000.0,google-finance,0.8,0.0
ntap,Today's high,54.57,google-finance,0.8,0.0
ntap,Today's low,53.07,google-finance,0.8,0.0
ntap,52wk High,61.02,google-finance,0.8,0.0
ntap,52wk Low,36.66,google-finance,0.8,0.0
ntap,Shares Outstanding,371110000.0,google-finance,0.8,0.0
ntap,Market cap,20160000000.0,google-finance,0.8,0.0
ntap,EPS,1.71,google-finance,0.8,0.0
ntap,Change %,2.918,howthemarketworks,0.8,0.0
ntap,Last trading price,54.32,howthemarketworks,0.8,0.0
ntap,Open price,53.51,howthemarketworks,0.8,0.0
ntap,Change $,1.54,howthemarketworks,0.8,0.0
ntap,Volume,8691300.0,howthemarketworks,0.8,0.0
ntap,Today's high,54.57,howthemarketworks,0.8,0.0
ntap,Today's low,53.07,howthemarketworks,0.8,0.0
ntap,Previous close,52.78,howthemarketworks,0.8,0.0
ntap,Change %,2.918,hpcwire,0.8,0.0
ntap,Last trading price,54.32,hpcwire,0.8,0.0
ntap,Open price,53.51,hpcwire,0.8,0.0
ntap,Change $,1.54,hpcwire,0.8,0.0
ntap,Volume,8691300.0,hpcwire,0.8,0.0
ntap,Today's high,54.57,hpcwire,0.8,0.0
ntap,Today's low,53.07,hpcwire,0.8,0.0
ntap,Previous close,52.78,hpcwire,0.8,0.0
ntap,52wk High,61.02,hpcwire,0.8,0.0
ntap,52wk Low,36.66,hpcwire,0.8,0.0
ntap,Shares Outstanding,371112544.0,hpcwire,0.8,0.0
ntap,Change %,2.92,insidestocks,0.8,0.0
ntap,Last trading price,54.32,insidestocks,0.8,0.0
ntap,Open price,53.51,insidestocks,0.8,0.0
ntap,Change $,1.54,insidestocks,0.8,0.0
ntap,Volume,8216599.0,insidestocks,0.8,0.0
ntap,Today's high,54.57,insidestocks,0.8,0.0
ntap,Today's low,53.07,insidestocks,0.8,0.0
ntap,Change %,2.88,investopedia,0.8,0.0
ntap,Last trading price,54.3,investopedia,0.8,0.0
ntap,Open price,53.51,investopedia,0.8,0.0
ntap,Change $,1.52,investopedia,0.8,0.0
ntap,Previous close,52.78,investopedia,0.8,0.0
ntap,Change %,2.92,investorguide,0.8,0.0
ntap,Last trading price,54.32,investorguide,0.8,0.0
ntap,Open price,53.51,investorguide,0.8,0.0
ntap,Change $,1.54,investorguide,0.8,0.0
ntap,Today's high,54.57,investorguide,0.8,0.0
ntap,Today's low,53.07,investorguide,0.8,0.0
ntap,52wk High,61.02,investorguide,0.8,0.0
ntap,52wk Low,36.33,investorguide,0.8,0.0
ntap,Market cap,20159000000.0,investorguide,0.8,0.0
ntap,EPS,1.71,investorguide,0.8,0.0
ntap,Change %,2.88,marketintellisearch,0.8,0.0
ntap,Last trading price,54.3,marketintellisearch,0.8,0.0
ntap,Open price,53.51,marketintellisearch,0.8,0.0
ntap,Change $,1.52,marketintellisearch,0.8,0.0
ntap,Volume,8716.8,marketintellisearch,0.8,0.0
ntap,Today's high,54.57,marketintellisearch,0.8,0.0
ntap,Today's low,53.07,marketintellisearch,0.8,0.0
ntap,Previous close,52.78,marketintellisearch,0.8,0.0
ntap,Shares Outstanding,371110000.0,marketintellisearch,0.8,0.0
ntap,Market cap,19590000000.0,marketintellisearch,0.8,0.0
ntap,EPS,1.71,marketintellisearch,0.8,0.0
ntap,Change %,2.92,marketwatch,0.8,0.0
ntap,Last trading price,54.3,marketwatch,0.8,0.0
ntap,Open price,53.51,marketwatch,0.8,0.0
ntap,Change $,1.54,marketwatch,0.8,0.0
ntap,Volume,76194.0,marketwatch,0.8,0.0
ntap,Today's high,54.57,marketwatch,0.8,0.0
ntap,Today's low,53.07,marketwatch,0.8,0.0
ntap,Previous close,52.78,marketwatch,0.8,0.0
ntap,52wk High,61.02,marketwatch,0.8,0.0
ntap,52wk Low,36.66,marketwatch,0.8,0.0
ntap,Market cap,18540000000.0,marketwatch,0.8,0.0
ntap,EPS,1.58,marketwatch,0.8,0.0
ntap,Change %,2.918,minyanville,0.8,0.0
ntap,Last trading price,54.32,minyanville,0.8,0.0
ntap,Open price,53.51,minyanville,0.8,0.0
ntap,Change $,1.54,minyanville,0.8,0.0
ntap,Volume,8691300.0,minyanville,0.8,0.0
ntap,Today's high,54.57,minyanville,0.8,0.0
ntap,Today's low,53.07,minyanville,0.8,0.0
ntap,Previous close,52.78,minyanville,0.8,0.0
ntap,52wk High,61.02,minyanville,0.8,0.0
ntap,52wk Low,36.66,minyanville,0.8,0.0
ntap,Shares Outstanding,371112544.0,minyanville,0.8,0.0
ntap,Change %,2.92,msn-money,0.8,0.0
ntap,Last trading price,54.32,msn-money,0.8,0.0
ntap,Open price,53.51,msn-money,0.8,0.0
ntap,Change $,1.54,msn-money,0.8,0.0
ntap,Volume,8700000.0,msn-money,0.8,0.0
ntap,Today's high,54.57,msn-money,0.8,0.0
ntap,Today's low,53.07,msn-money,0.8,0.0
ntap,Previous close,52.78,msn-money,0.8,0.0
ntap,52wk High,61.02,msn-money,0.8,0.0
ntap,52wk Low,36.66,msn-money,0.8,0.0
ntap,Shares Outstanding,371110000.0,msn-money,0.8,0.0
ntap,Market cap,19590000000.0,msn-money,0.8,0.0
ntap,EPS,1.71,msn-money,0.8,0.0
ntap,Change %,2.92,nasdaq-com,0.8,0.0
ntap,Last trading price,54.32,nasdaq-com,0.8,0.0
ntap,Open price,53.51,nasdaq-com,0.8,0.0
ntap,Change $,1.54,nasdaq-com,0.8,0.0
ntap,Volume,8699525.0,nasdaq-com,0.8,0.0
ntap,Today's high,54.57,nasdaq-com,0.8,0.0
ntap,Today's low,53.07,nasdaq-com,0.8,0.0
ntap,Previous close,52.78,nasdaq-com,0.8,0.0
ntap,52wk High,61.02,nasdaq-com,0.8,0.0
ntap,52wk Low,36.66,nasdaq-com,0.8,0.0
ntap,Shares Outstanding,367872000.0,nasdaq-com,0.8,0.0
ntap,Market cap,19982807040.0,nasdaq-com,0.8,0.0
ntap,EPS,1.62,nasdaq-com,0.8,0.0
ntap,Change %,2.88,optimum,0.8,0.0
ntap,Last trading price,54304000.0,optimum,0.8,0.0
ntap,Open price,53.51,optimum,0.8,0.0
ntap,Change $,1.52,optimum,0.8,0.0
ntap,Volume,8636302.0,optimum,0.8,0.0
ntap,Today's high,54.57,optimum,0.8,0.0
ntap,Today's low,53.07,optimum,0.8,0.0
ntap,Previous close,52.78,optimum,0.8,0.0
ntap,52wk High,61.02,optimum,0.8,0.0
ntap,52wk Low,36.66,optimum,0.8,0.0
ntap,Shares Outstanding,371110000.0,optimum,0.8,0.0
ntap,Market cap,20200000000.0,optimum,0.8,0.0
ntap,EPS,1.71,optimum,0.8,0.0
ntap,Change %,2.918,paidcontent,0.8,0.0
ntap,Last trading price,54.32,paidcontent,0.8,0.0
ntap,Open price,53.51,paidcontent,0.8,0.0
ntap,Change $,1.54,paidcontent,0.8,0.0
ntap,Volume,8691300.0,paidcontent,0.8,0.0
ntap,Today's high,54.57,paidcontent,0.8,0.0
ntap,Today's low,53.07,paidcontent,0.8,0.0
ntap,Previous close,52.78,paidcontent,0.8,0.0
ntap,52wk High,61.02,paidcontent,0.8,0.0
ntap,52wk Low,36.66,paidcontent,0.8,0.0
ntap,Shares Outstanding,371112544.0,paidcontent,0.8,0.0
ntap,Change %,2.92,pc-quote,0.8,0.0
ntap,Last trading price,54.32,pc-quote,0.8,0.0
ntap,Open price,53.51,pc-quote,0.8,0.0
ntap,Change $,1.54,pc-quote,0.8,0.0
ntap,Volume,8706101.0,pc-quote,0.8,0.0
ntap,Today's high,54.57,pc-quote,0.8,0.0
ntap,Today's low,53.07,pc-quote,0.8,0.0
ntap,Previous close,52.78,pc-quote,0.8,0.0
ntap,52wk High,61.02,pc-quote,0.8,0.0
ntap,52wk Low,36.66,pc-quote,0.8,0.0
ntap,Shares Outstanding,360591753.0,pc-quote,0.8,0.0
ntap,Market cap,19587344000.0,pc-quote,0.8,0.0
ntap,Change %,2.92,personal-wealth-biz,0.8,0.0
ntap,Last trading price,54.32,personal-wealth-biz,0.8,0.0
ntap,Open price,53.51,personal-wealth-biz,0.8,0.0
ntap,Volume,8705701.0,personal-wealth-biz,0.8,0.0
ntap,Today's high,54.57,personal-wealth-biz,0.8,0.0
ntap,Today's low,53.07,personal-wealth-biz,0.8,0.0
ntap,Previous close,52.78,personal-wealth-biz,0.8,0.0
ntap,52wk High,61.02,personal-wealth-biz,0.8,0.0
ntap,52wk Low,36.33,personal-wealth-biz,0.8,0.0
ntap,EPS,1.71,personal-wealth-biz,0.8,0.0
ntap,Change %,5.64,predictwallstreet,0.8,0.0
ntap,Last trading price,52.78,predictwallstreet,0.8,0.0
ntap,Change $,2.82,predictwallstreet,0.8,0.0
ntap,Volume,14147450.0,predictwallstreet,0.8,0.0
ntap,Change %,2.92,raymond-james,0.8,0.0
ntap,Last trading price,54.32,raymond-james,0.8,0.0
ntap,Open price,53.51,raymond-james,0.8,0.0
ntap,Change $,1.54,raymond-james,0.8,0.0
ntap,Volume,8699525.0,raymond-james,0.8,0.0
ntap,Today's high,54.57,raymond-james,0.8,0.0
ntap,Today's low,53.07,raymond-james,0.8,0.0
ntap,Previous close,54.32,raymond-james,0.8,0.0
ntap,52wk High,61.02,raymond-james,0.8,0.0
ntap,52wk Low,36.66,raymond-james,0.8,0.0
ntap,EPS,1.87,raymond-james,0.8,0.0
ntap,Change %,2.918,renewable-energy-world,0.8,0.0
ntap,Last trading price,54.32,renewable-energy-world,0.8,0.0
ntap,Open price,53.51,renewable-energy-world,0.8,0.0
ntap,Change $,1.54,renewable-energy-world,0.8,0.0
ntap,Volume,8691300.0,renewable-energy-world,0.8,0.0
ntap,Today's high,54.57,renewable-energy-world,0.8,0.0
ntap,Today's low,53.07,renewable-energy-world,0.8,0.0
ntap,Previous close,52.78,renewable-energy-world,0.8,0.0
ntap,52wk High,61.02,renewable-energy-world,0.8,0.0
ntap,52wk Low,36.66,renewable-energy-world,0.8,0.0
ntap,Shares Outstanding,371112544.0,renewable-energy-world,0.8,0.0
ntap,Change %,2.92,screamingmedia,0.8,0.0
ntap,Last trading price,1.0,screamingmedia,0.8,0.0
ntap,Open price,53.51,screamingmedia,0.8,0.0
ntap,Change $,1.54,screamingmedia,0.8,0.0
ntap,Volume,69142.0,screamingmedia,0.8,0.0
ntap,Today's high,54.57,screamingmedia,0.8,0.0
ntap,Today's low,53.07,screamingmedia,0.8,0.0
ntap,Previous close,52.78,screamingmedia,0.8,0.0
ntap,52wk High,61.02,screamingmedia,0.8,0.0
ntap,52wk Low,36.66,screamingmedia,0.8,0.0
ntap,Market cap,18540000000.0,screamingmedia,0.8,0.0
ntap,EPS,1.58,screamingmedia,0.8,0.0
ntap,Change %,2.92,scroli,0.8,0.0
ntap,Last trading price,54.32,scroli,0.8,0.0
ntap,Open price,53.51,scroli,0.8,0.0
ntap,Change $,1.54,scroli,0.8,0.0
ntap,Volume,8077140.0,scroli,0.8,0.0
ntap,Today's high,54.57,scroli,0.8,0.0
ntap,Today's low,53.07,scroli,0.8,0.0
ntap,Previous close,52.78,scroli,0.8,0.0
ntap,52wk High,61.02,scroli,0.8,0.0
ntap,52wk Low,36.66,scroli,0.8,0.0
ntap,EPS,1.71,scroli,0.8,0.0
ntap,Change %,2.92,simple-stock-quotes,0.8,0.0
ntap,Last trading price,54.32,simple-stock-quotes,0.8,0.0
ntap,Change $,1.54,simple-stock-quotes,0.8,0.0
ntap,Change %,2.92,smartmoney,0.8,0.0
ntap,Last trading price,54.32,smartmoney,0.8,0.0
ntap,Open price,53.51,smartmoney,0.8,0.0
ntap,Change $,1.54,smartmoney,0.8,0.0
ntap,Volume,8702113.0,smartmoney,0.8,0.0
ntap,Today's high,54.57,smartmoney,0.8,0.0
ntap,Today's low,53.07,smartmoney,0.8,0.0
ntap,Previous close,52.78,smartmoney,0.8,0.0
ntap,52wk High,61.02,smartmoney,0.8,0.0
