Object,Property,Value
Object247,Property3,287208
Object247,Property4,318396
Object247,Property5,355174
Object247,Property6,419832
Object247,Property7,401055
Object247,Property8,279827
Object247,Property9,312712
Object247,Property10,450872
Object248,Property1,201497
Object248,Property2,291628
Object248,Property3,211274
Object248,Property4,273434
Object248,Property5,443229
Object248,Property6,344532
Object248,Property7,466206
Object248,Property8,430446
Object248,Property9,101497
Object248,Property10,386923
Object249,Property1,178577
Object249,Property2,209587
Object249,Property3,172224
Object249,Property4,233029
Object249,Property5,214879
Object249,Property6,462666
Object249,Property7,101102
Object249,Property8,331947
Object249,Property9,407373
Object249,Property10,419511
Object250,Property1,302614
Object250,Property2,126111
Object250,Property3,314052
Object250,Property4,462475
Object250,Property5,297914
Object250,Property6,126253
Object250,Property7,376618
Object250,Property8,478227
Object250,Property9,337958
Object250,Property10,372015
Object251,Property1,189646
Object251,Property2,107617
Object251,Property3,152957
Object251,Property4,225716
Object251,Property5,455346
Object251,Property6,164264
Object251,Property7,139405
Object251,Property8,445992
Object251,Property9,196752
Object251,Property10,268978
Object252,Property1,353946
Object252,Property2,202945
Object252,Property3,341377
Object252,Property4,298898
Object252,Property5,429594
Object252,Property6,409973
Object252,Property7,460810
Object252,Property8,230763
Object252,Property9,419049
Object252,Property10,443780
Object253,Property1,185808
Object253,Property2,493951
Object253,Property3,224731
Object253,Property4,455109
Object253,Property5,496562
Object253,Property6,377744
Object253,Property7,202664
Object253,Property8,144687
Object253,Property9,196875
Object253,Property10,276762
Object254,Property1,166069
Object254,Property2,341949
Object254,Property3,157534
Object254,Property4,139469
Object254,Property5,419163
Object254,Property6,329801
Object254,Property7,179911
Object254,Property8,493958
Object254,Property9,173394
Object254,Property10,463157
Object255,Property1,346283
Object255,Property2,137866
Object255,Property3,464332
Object255,Property4,247629
Object255,Property5,350863
Object255,Property6,339219
Object255,Property7,463284
Object255,Property8,159953
Object255,Property9,413644
Object255,Property10,309475
Object256,Property1,199219
Object256,Property2,208489
Object256,Property3,438739
Object256,Property4,436935
Object256,Property5,292402
Object256,Property6,477071
Object256,Property7,255982
Object256,Property8,313475
Object256,Property9,148264
Object256,Property10,484144
Object257,Property1,203394
Object257,Property2,301391
Object257,Property3,482178
Object257,Property4,227847
Object257,Property5,413211
Object257,Property6,141747
Object257,Property7,150695
Object257,Property8,175195
Object257,Property9,287803
Object257,Property10,289845
Object258,Property1,231657
Object258,Property2,230132
Object258,Property3,368891
Object258,Property4,426238
Object258,Property5,484761
Object258,Property6,240253
Object258,Property7,147553
Object258,Property8,232150
Object258,Property9,273872
Object258,Property10,296716
Object259,Property1,192620
Object259,Property2,119087
Object259,Property3,431061
Object259,Property4,442736
Object259,Property5,404431
Object259,Property6,396540
Object259,Property7,144056
Object259,Property8,218765
Object259,Property9,262804
Object259,Property10,433017
Object260,Property1,206294
Object260,Property2,154856
Object260,Property3,112242
Object260,Property4,440770
Object260,Property5,280701
Object260,Property6,215275
Object260,Property7,191611
Object260,Property8,415178
Object260,Property9,314037
Object260,Property10,277166
Object261,Property1,160775
Object261,Property2,158766
Object261,Property3,492420
Object261,Property4,422030
Object261,Property5,284077
Object261,Property6,189403
Object261,Property7,375620
Object261,Property8,497052
Object261,Property9,294484
Object261,Property10,119721
Object262,Property1,258987
Object262,Property2,378933
Object262,Property3,264222
Object262,Property4,273837
Object262,Property5,399072
Object262,Property6,236110
Object262,Property7,333137
Object262,Property8,244076
Object262,Property9,418020
Object262,Property10,179489
Object263,Property1,188116
Object263,Property2,496842
Object263,Property3,114669
Object263,Property4,280859
Object263,Property5,288251
Object263,Property6,199716
Object263,Property7,110953
Object263,Property8,145999
Object263,Property9,350560
Object263,Property10,146165
Object264,Property1,200311
Object264,Property2,287642
Object264,Property3,373487
Object264,Property4,269251
Object264,Property5,240570
Object264,Property6,148327
Object264,Property7,203329
Object264,Property8,257422
Object264,Property9,484086
Object264,Property10,459597
Object265,Property1,147608
Object265,Property2,389110
Object265,Property3,323650
Object265,Property4,190293
Object265,Property5,121732
Object265,Property6,238819
Object265,Property7,232932
Object265,Property8,125395
Object265,Property9,488040
Object265,Property10,177734
Object266,Property1,183315
Object266,Property2,405883
Object266,Property3,269172
Object266,Property4,480354
Object266,Property5,239495
Object266,Property6,450138
Object266,Property7,440389
Object266,Property8,351882
Object266,Property9,221699
Object266,Property10,420908
Object267,Property1,278622
Object267,Property2,375000
Object267,Property3,196895
Object267,Property4,308032
Object267,Property5,272465
Object267,Property6,192994
Object267,Property7,332569
Object267,Property8,107800
Object267,Property9,442777
Object267,Property10,334951
Object268,Property1,303914
Object268,Property2,366246
Object268,Property3,389015
Object268,Property4,299559
Object268,Property5,435771
Object268,Property6,167899
Object268,Property7,344726
Object268,Property8,475003
Object268,Property9,179446
Object268,Property10,241553
Object269,Property1,479929
Object269,Property2,431683
Object269,Property3,347977
Object269,Property4,259803
Object269,Property5,455969
Object269,Property6,189767
Object269,Property7,439817
Object269,Property8,168661
Object269,Property9,454341
Object269,Property10,122883
Object270,Property1,110229
Object270,Property2,123769
Object270,Property3,445594
Object270,Property4,256737
Object270,Property5,313057
Object270,Property6,312649
Object270,Property7,469913
Object270,Property8,162213
Object270,Property9,280025
Object270,Property10,172017
Object271,Property1,229952
Object271,Property2,212402
Object271,Property3,294586
Object271,Property4,168459
Object271,Property5,437938
Object271,Property6,374595
Object271,Property7,408351
Object271,Property8,236602
Object271,Property9,346627
Object271,Property10,377993
Object272,Property1,348727
Object272,Property2,110185
Object272,Property3,141322
Object272,Property4,406613
Object272,Property5,204550
Object272,Property6,170851
Object272,Property7,493924
Object272,Property8,158861
Object272,Property9,253283
Object272,Property10,432938
Object273,Property1,148100
Object273,Property2,173538
Object273,Property3,368241
Object273,Property4,362016
Object273,Property5,128057
Object273,Property6,399687
Object273,Property7,350716
Object273,Property8,424411
Object273,Property9,497217
Object273,Property10,177681
Object274,Property1,157004
Object274,Property2,491449
Object274,Property3,456961
Object274,Property4,179417
Object274,Property5,197127
Object274,Property6,129060
Object274,Property7,272077
Object274,Property8,126952
Object274,Property9,108104
Object274,Property10,183715
Object275,Property1,417751
Object275,Property2,162437
Object275,Property3,121134
Object275,Property4,407374
Object275,Property5,122731
Object275,Property6,252700
Object275,Property7,431294
Object275,Property8,115768
Object275,Property9,148239
Object275,Property10,444076
Object276,Property1,261701
Object276,Property2,216945
Object276,Property3,223708
Object276,Property4,138017
Object276,Property5,327536
Object276,Property6,348755
Object276,Property7,286771
Object276,Property8,361461
Object276,Property9,385009
Object276,Property10,190643
Object277,Property1,198384
Object277,Property2,282170
Object277,Property3,395460
Object277,Property4,391542
Object277,Property5,354126
Object277,Property6,131762
Object277,Property7,217751
Object277,Property8,319078
Object277,Property9,183228
Object277,Property10,170006
Object278,Property1,237289
Object278,Property2,310735
Object278,Property3,334875
Object278,Property4,282117
Object278,Property5,431932
Object278,Property6,102630
Object278,Property7,456063
Object278,Property8,251033
Object278,Property9,140464
Object278,Property10,377990
Object279,Property1,375313
Object279,Property2,297644
Object279,Property3,404312
Object279,Property4,235660
Object279,Property5,321084
Object279,Property6,218985
Object279,Property7,178159
Object279,Property8,265037
Object279,Property9,399624
Object279,Property10,368509
Object280,Property1,462807
Object280,Property2,165232
Object280,Property3,154119
Object280,Property4,241574
Object280,Property5,440897
Object280,Property6,187986
Object280,Property7,348947
Object280,Property8,284001
Object280,Property9,492376
Object280,Property10,101343
Object281,Property1,145361
Object281,Property2,207297
Object281,Property3,239280
Object281,Property4,391142
Object281,Property5,379847
Object281,Property6,166736
Object281,Property7,160179
Object281,Property8,199301
Object281,Property9,130273
Object281,Property10,440786
Object282,Property1,169969
Object282,Property2,115047
Object282,Property3,275089
Object282,Property4,108914
Object282,Property5,387610
Object282,Property6,139679
Object282,Property7,298176
Object282,Property8,282151
Object282,Property9,466039
Object282,Property10,321128
Object283,Property1,452585
Object283,Property2,309916
Object283,Property3,185104
Object283,Property4,327185
Object283,Property5,441333
Object283,Property6,117121
Object283,Property7,149358
Object283,Property8,336833
Object283,Property9,310095
Object283,Property10,461775
Object284,Property1,329638
Object284,Property2,147842
Object284,Property3,379596
Object284,Property4,161246
Object284,Property5,279477
Object284,Property6,418431
Object284,Property7,130896
Object284,Property8,119565
Object284,Property9,173577
Object284,Property10,188631
Object285,Property1,150866
Object285,Property2,409739
Object285,Property3,463669
Object285,Property4,280163
Object285,Property5,413786
Object285,Property6,100656
Object285,Property7,181410
Object285,Property8,277476
Object285,Property9,315111
Object285,Property10,398093
Object286,Property1,229937
Object286,Property2,229767
Object286,Property3,109197
Object286,Property4,423750
Object286,Property5,409280
Object286,Property6,286089
Object286,Property7,102066
Object286,Property8,314510
Object286,Property9,171546
Object286,Property10,485506
Object287,Property1,494894
Object287,Property2,182852
Object287,Property3,140285
Object287,Property4,277793
Object287,Property5,447964
Object287,Property6,357697
Object287,Property7,484522
Object287,Property8,253355
Object287,Property9,215249
Object287,Property10,368567
Object288,Property1,271227
Object288,Property2,456998
Object288,Property3,439658
Object288,Property4,489429
Object288,Property5,105159
Object288,Property6,403970
Object288,Property7,127564
Object288,Property8,125698
Object288,Property9,452916
Object288,Property10,458536
Object289,Property1,455512
Object289,Property2,253940
Object289,Property3,405735
Object289,Property4,481329
Object289,Property5,384246
Object289,Property6,204938
Object289,Property7,175784
Object289,Property8,416858
Object289,Property9,180240
Object289,Property10,419402
Object290,Property1,347439
Object290,Property2,277165
Object290,Property3,381175
Object290,Property4,288609
Object290,Property5,477095
Object290,Property6,105566
Object290,Property7,261560
Object290,Property8,267876
Object290,Property9,429064
Object290,Property10,125638
Object291,Property1,353914
Object291,Property2,113713
Object291,Property3,186805
Object291,Property4,364539
Object291,Property5,411210
Object291,Property6,194545
Object291,Property7,187290
Object291,Property8,423795
Object291,Property9,403955
Object291,Property10,119661
Object292,Property1,163119
Object292,Property2,129693
Object292,Property3,218823
Object292,Property4,179991
Object292,Property5,430141
Object292,Property6,233158
Object292,Property7,259022
Object292,Property8,376610
Object292,Property9,160354
Object292,Property10,138392
Object293,Property1,271991
Object293,Property2,170970
Object293,Property3,314426
Object293,Property4,144461
Object293,Property5,113629
Object293,Property6,498478
Object293,Property7,158043
Object293,Property8,139352
Object293,Property9,460545
Object293,Property10,328344
Object294,Property1,455285
Object294,Property2,141768
Object294,Property3,286991
Object294,Property4,371211
Object294,Property5,229521
Object294,Property6,163531
Object294,Property7,164566
Object294,Property8,321403
Object294,Property9,338272
Object294,Property10,262526
Object295,Property1,259736
Object295,Property2,495183
Object295,Property3,195004
Object295,Property4,332480
Object295,Property5,279728
Object295,Property6,345101
Object295,Property7,151057
Object295,Property8,295479
Object295,Property9,297564
Object295,Property10,109668
Object296,Property1,398303
Object296,Property2,312919
Object296,Property3,188439
Object296,Property4,339123
Object296,Property5,385314
Object296,Property6,142642
Object296,Property7,259932
Object296,Property8,260137
Object296,Property9,137930
Object296,Property10,133340
Object297,Property1,318185
Object297,Property2,443420
Object297,Property3,249673
Object297,Property4,305351
Object297,Property5,408678
Object297,Property6,140486
Object297,Property7,210149
Object297,Property8,211947
Object297,Property9,362960
Object297,Property10,468397
Object298,Property1,461525
Object298,Property2,336964
Object298,Property3,350138
Object298,Property4,187234
Object298,Property5,475765
Object298,Property6,475458
Object298,Property7,283884
Object298,Property8,327068
Object298,Property9,265010
Object298,Property10,197422
Object299,Property1,309206
Object299,Property2,131003
Object299,Property3,304430
Object299,Property4,279350
Object299,Property5,286519
Object299,Property6,182241
Object299,Property7,383246
Object299,Property8,112623
Object299,Property9,362717
Object299,Property10,113460
Object300,Property1,229702
Object300,Property2,171501
Object300,Property3,157164
Object300,Property4,107670
Object300,Property5,199259
Object300,Property6,164368
Object300,Property7,134509
Object300,Property8,143444
Object300,Property9,434216
Object300,Property10,411452
Object301,Property1,439143
Object301,Property2,129967
Object301,Property3,311990
Object301,Property4,361965
Object301,Property5,414701
Object301,Property6,185491
Object301,Property7,488834
Object301,Property8,347033
Object301,Property9,366379
Object301,Property10,223704
Object302,Property1,259794
Object302,Property2,287407
Object302,Property3,351487
Object302,Property4,334173
Object302,Property5,270512
Object302,Property6,172277
Object302,Property7,363342
Object302,Property8,270599
Object302,Property9,140598
Object302,Property10,118018
Object303,Property1,311861
Object303,Property2,264017
Object303,Property3,301230
Object303,Property4,141448
Object303,Property5,457042
Object303,Property6,367522
Object303,Property7,498818
Object303,Property8,239087
Object303,Property9,103144
Object303,Property10,216562
Object304,Property1,129120
Object304,Property2,257065
Object304,Property3,400402
Object304,Property4,230722
Object304,Property5,119523
Object304,Property6,499599
Object304,Property7,430833
Object304,Property8,176661
Object304,Property9,415208
Object304,Property10,232184
Object305,Property1,172647
Object305,Property2,487604
Object305,Property3,253757
Object305,Property4,188609
Object305,Property5,298949
Object305,Property6,117968
Object305,Property7,359761
Object305,Property8,440481
Object305,Property9,125429
Object305,Property10,359142
Object306,Property1,176124
Object306,Property2,278931
Object306,Property3,206366
Object306,Property4,482080
Object306,Property5,202796
Object306,Property6,438911
Object306,Property7,306443
Object306,Property8,409314
Object306,Property9,423255
Object306,Property10,222556
Object307,Property1,121851
Object307,Property2,316123
Object307,Property3,320509
Object307,Property4,482195
Object307,Property5,267200
Object307,Property6,436818
Object307,Property7,329259
Object307,Property8,166862
Object307,Property9,339441
Object307,Property10,264748
Object308,Property1,227758
Object308,Property2,237481
Object308,Property3,470718
Object308,Property4,469998
Object308,Property5,306761
Object308,Property6,143103
Object308,Property7,105610
Object308,Property8,127449
Object308,Property9,236132
Object308,Property10,413628
Object309,Property1,384964
Object309,Property2,122285
Object309,Property3,271876
Object309,Property4,134210
Object309,Property5,248247
Object309,Property6,292152
Object309,Property7,118053
Object309,Property8,462588
Object309,Property9,308431
Object309,Property10,127843
Object310,Property1,257969
Object310,Property2,204816
Object310,Property3,451446
Object310,Property4,164389
Object310,Property5,467677
Object310,Property6,378743
Object310,Property7,341932
Object310,Property8,197503
Object310,Property9,287891
Object310,Property10,181717
Object311,Property1,476683
Object311,Property2,310846
Object311,Property3,194415
Object311,Property4,116257
Object311,Property5,171282
Object311,Property6,139960
Object311,Property7,282193
Object311,Property8,224591
Object311,Property9,128716
Object311,Property10,292916
Object312,Property1,409681
Object312,Property2,261620
Object312,Property3,280988
Object312,Property4,407518
Object312,Property5,138466
Object312,Property6,113471
Object312,Property7,249250
Object312,Property8,131075
Object312,Property9,478878
Object312,Property10,279564
Object313,Property1,118119
Object313,Property2,188332
Object313,Property3,324384
Object313,Property4,167248
Object313,Property5,458275
Object313,Property6,367835
Object313,Property7,346283
Object313,Property8,104625
Object313,Property9,350562
Object313,Property10,185903
Object314,Property1,499545
Object314,Property2,270514
Object314,Property3,376931
Object314,Property4,194154
Object314,Property5,466445
Object314,Property6,250237
Object314,Property7,265355
Object314,Property8,481662
Object314,Property9,177885
Object314,Property10,330969
Object315,Property1,270769
Object315,Property2,495680
Object315,Property3,335923
Object315,Property4,364589
Object315,Property5,169357
Object315,Property6,111799
Object315,Property7,206204
Object315,Property8,187568
Object315,Property9,491230
Object315,Property10,388606
Object316,Property1,439425
Object316,Property2,484673
Object316,Property3,181464
Object316,Property4,455321
Object316,Property5,121152
Object316,Property6,245130
Object316,Property7,244836
Object316,Property8,490768
Object316,Property9,486437
Object316,Property10,118084
Object317,Property1,190668
Object317,Property2,423411
Object317,Property3,110508
Object317,Property4,412482
Object317,Property5,471090
Object317,Property6,190627
Object317,Property7,452458
Object317,Property8,167085
Object317,Property9,408798
Object317,Property10,489167
Object318,Property1,465944
Object318,Property2,250873
Object318,Property3,457529
Object318,Property4,301740
Object318,Property5,178682
Object318,Property6,210264
Object318,Property7,111508
Object318,Property8,219077
Object318,Property9,202082
Object318,Property10,333410
Object319,Property1,180832
Object319,Property2,320574
Object319,Property3,290769
Object319,Property4,330196
Object319,Property5,450870
Object319,Property6,329842
Object319,Property7,375563
Object319,Property8,432937
Object319,Property9,205195
Object319,Property10,322231
Object320,Property1,494104
Object320,Property2,252118
Object320,Property3,467398
Object320,Property4,448582
Object320,Property5,111818
Object320,Property6,207679
Object320,Property7,235583
Object320,Property8,442295
Object320,Property9,112972
Object320,Property10,256755
Object321,Property1,400024
Object321,Property2,356097
Object321,Property3,308373
Object321,Property4,402779
Object321,Property5,195629
Object321,Property6,429386
Object321,Property7,476589
Object321,Property8,173304
Object321,Property9,483110
Object321,Property10,348770
Object322,Property1,210446
Object322,Property2,372700
Object322,Property3,355398
Object322,Property4,120316
Object322,Property5,114134
Object322,Property6,220702
Object322,Property7,298467
Object322,Property8,159352
Object322,Property9,466469
Object322,Property10,388926
Object323,Property1,274851
Object323,Property2,223972
Object323,Property3,203717
Object323,Property4,161311
Object323,Property5,433217
Object323,Property6,348472
Object323,Property7,427598
Object323,Property8,310917
Object323,Property9,164209
Object323,Property10,216070
Object324,Property1,294463
Object324,Property2,487918
Object324,Property3,246243
Object324,Property4,146816
Object324,Property5,117929
Object324,Property6,309841
Object324,Property7,256100
Object324,Property8,418350
Object324,Property9,296406
Object324,Property10,120944
Object325,Property1,369592
Object325,Property2,135944
Object325,Property3,375479
Object325,Property4,193314
Object325,Property5,199102
Object325,Property6,100364
Object325,Property7,354816
Object325,Property8,136712
Object325,Property9,423153
Object325,Property10,134167
Object326,Property1,120452
Object326,Property2,450609
Object326,Property3,156356
Object326,Property4,429376
Object326,Property5,288224
Object326,Property6,332175
Object326,Property7,251421
Object326,Property8,269849
Object326,Property9,433124
Object326,Property10,448151
Object327,Property1,455360
Object327,Property2,382790
Object327,Property3,475509
Object327,Property4,129640
Object327,Property5,429169
Object327,Property6,122112
Object327,Property7,320884
Object327,Property8,248603
Object327,Property9,195205
Object327,Property10,160448
Object328,Property1,417310
Object328,Property2,457648
Object328,Property3,334727
Object328,Property4,333645
Object328,Property5,133659
Object328,Property6,351407
Object328,Property7,490497
Object328,Property8,375614
Object328,Property9,381937
Object328,Property10,112455
Object329,Property1,135155
Object329,Property2,185072
Object329,Property3,363080
Object329,Property4,342901
Object329,Property5,417691
Object329,Property6,409811
Object329,Property7,189696
Object329,Property8,444305
Object329,Property9,466114
Object329,Property10,268535
Object330,Property1,345395
Object330,Property2,477551
Object330,Property3,414638
Object330,Property4,265102
Object330,Property5,273435
Object330,Property6,264995
Object330,Property7,154825
Object330,Property8,468716
Object330,Property9,235881
Object330,Property10,221898
Object331,Property1,191843
Object331,Property2,471317
Object331,Property3,363548
Object331,Property4,335270
Object331,Property5,380796
Object331,Property6,480087
Object331,Property7,259505
Object331,Property8,297924
Object331,Property9,410872
Object331,Property10,229043
Object332,Property1,415174
Object332,Property2,408305
Object332,Property3,238377
Object332,Property4,105800
Object332,Property5,414026
Object332,Property6,320252
Object332,Property7,323812
Object332,Property8,439750
Object332,Property9,485600
Object332,Property10,102192
Object333,Property1,385008
Object333,Property2,160497
Object333,Property3,402258
Object333,Property4,218809
Object333,Property5,350703
Object333,Property6,496471
Object333,Property7,385608
Object333,Property8,268188
Object333,Property9,432112
Object333,Property10,481135
Object334,Property1,356537
Object334,Property2,276695
Object334,Property3,106701
Object334,Property4,435578
Object334,Property5,181216
Object334,Property6,419231
Object334,Property7,231450
Object334,Property8,436232
Object334,Property9,389244
Object334,Property10,416536
Object335,Property1,289516
Object335,Property2,163240
Object335,Property3,447527
Object335,Property4,166066
Object335,Property5,448373
Object335,Property6,245621
Object335,Property7,376643
Object335,Property8,299740
Object335,Property9,253097
Object335,Property10,117602
Object336,Property1,241212
Object336,Property2,442197
Object336,Property3,135997
Object336,Property4,266067
Object336,Property5,254306
Object336,Property6,448356
Object336,Property7,153748
Object336,Property8,434050
Object336,Property9,425506
Object336,Property10,277780
Object337,Property1,420040
Object337,Property2,488292
Object337,Property3,316264
Object337,Property4,123062
Object337,Property5,163466
Object337,Property6,351498
Object337,Property7,300172
Object337,Property8,340169
Object337,Property9,164931
Object337,Property10,172723
Object338,Property1,463214
Object338,Property2,171031
Object338,Property3,247978
Object338,Property4,461417
Object338,Property5,456823
Object338,Property6,360429
Object338,Property7,301345
Object338,Property8,497154
Object338,Property9,337791
Object338,Property10,307821
Object339,Property1,425587
Object339,Property2,338537
Object339,Property3,183146
Object339,Property4,149901
Object339,Property5,348556
Object339,Property6,271962
Object339,Property7,486336
Object339,Property8,398785
Object339,Property9,199736
Object339,Property10,382031
Object340,Property1,407466
Object340,Property2,251288
Object340,Property3,245975
Object340,Property4,133244
Object340,Property5,230156
Object340,Property6,432969
Object340,Property7,202877
Object340,Property8,406726
Object340,Property9,131322
Object340,Property10,414350
Object341,Property1,248064
Object341,Property2,173745
Object341,Property3,387636
Object341,Property4,266931
Object341,Property5,126359
Object341,Property6,478649
Object341,Property7,167129
Object341,Property8,382282
Object341,Property9,133510
Object341,Property10,193214
Object342,Property1,107808
Object342,Property2,328521
Object342,Property3,252630
Object342,Property4,291834
Object342,Property5,379831
Object342,Property6,118293
Object342,Property7,146437
Object342,Property8,300906
Object342,Property9,281160
Object342,Property10,213371
Object343,Property1,428521
Object343,Property2,337825
Object343,Property3,104347
Object343,Property4,202644
Object343,Property5,244969
Object343,Property6,159247
Object343,Property7,148268
Object343,Property8,131193
Object343,Property9,223073
Object343,Property10,281826
Object344,Property1,457650
Object344,Property2,206073
Object344,Property3,108103
Object344,Property4,269115
Object344,Property5,175736
Object344,Property6,176405
Object344,Property7,316470
Object344,Property8,122025
Object344,Property9,305190
Object344,Property10,360301
Object345,Property1,327074
Object345,Property2,438032
Object345,Property3,341088
Object345,Property4,182657
Object345,Property5,211305
Object345,Property6,495641
Object345,Property7,132399
Object345,Property8,205810
Object345,Property9,105112
Object345,Property10,150253
Object346,Property1,237757
Object346,Property2,311745
Object346,Property3,375653
Object346,Property4,220491
Object346,Property5,487258
Object346,Property6,333697
Object346,Property7,374765
Object346,Property8,343044
Object346,Property9,396868
Object346,Property10,232273
Object347,Property1,464645
Object347,Property2,289379
Object347,Property3,261533
Object347,Property4,453983
Object347,Property5,279233
Object347,Property6,245740
Object347,Property7,477356
Object347,Property8,190571
Object347,Property9,368819
Object347,Property10,466938
Object348,Property1,355987
Object348,Property2,163338
Object348,Property3,484204
Object348,Property4,176192
Object348,Property5,326149
Object348,Property6,361005
Object348,Property7,440614
Object348,Property8,434284
Object348,Property9,111775
Object348,Property10,289831
Object349,Property1,216367
Object349,Property2,342021
Object349,Property3,149295
Object349,Property4,160502
Object349,Property5,214265
Object349,Property6,233537
Object349,Property7,205567
Object349,Property8,394505
Object349,Property9,138424
Object349,Property10,370182
Object350,Property1,218737
Object350,Property2,261981
Object350,Property3,255500
Object350,Property4,447886
Object350,Property5,420872
Object350,Property6,376562
Object350,Property7,119975
Object350,Property8,401508
Object350,Property9,218851
Object350,Property10,128609
Object351,Property1,204304
Object351,Property2,353631
Object351,Property3,441240
Object351,Property4,445421
Object351,Property5,452124
Object351,Property6,141145
Object351,Property7,103225
Object351,Property8,290888
Object351,Property9,382955
Object351,Property10,466639
Object352,Property1,449745
Object352,Property2,159837
Object352,Property3,420680
Object352,Property4,330094
Object352,Property5,140410
Object352,Property6,445499
Object352,Property7,423541
Object352,Property8,396962
Object352,Property9,392542
Object352,Property10,178146
Object353,Property1,102405
Object353,Property2,119126
Object353,Property3,391096
Object353,Property4,304043
Object353,Property5,157091
Object353,Property6,488448
Object353,Property7,395196
Object353,Property8,264914
Object353,Property9,317991
Object353,Property10,356762
Object354,Property1,120926
Object354,Property2,466062
Object354,Property3,347674
Object354,Property4,123050
Object354,Property5,407177
Object354,Property6,249890
Object354,Property7,427616
Object354,Property8,240008
Object354,Property9,106344
Object354,Property10,405143
Object355,Property1,458380
Object355,Property2,126768
Object355,Property3,419814
Object355,Property4,469539
Object355,Property5,322920
Object355,Property6,377979
Object355,Property7,276460
Object355,Property8,378185
Object355,Property9,252759
Object355,Property10,150607
Object356,Property1,282891
Object356,Property2,134384
Object356,Property3,190484
Object356,Property4,275557
Object356,Property5,394547
Object356,Property6,201525
Object356,Property7,411943
Object356,Property8,349617
Object356,Property9,442587
Object356,Property10,296022
Object357,Property1,184387
Object357,Property2,314474
Object357,Property3,360344
Object357,Property4,260130
Object357,Property5,381005
Object357,Property6,287405
Object357,Property7,320738
Object357,Property8,168351
Object357,Property9,149116
Object357,Property10,333614
Object358,Property1,187174
Object358,Property2,426443
Object358,Property3,245528
Object358,Property4,208181
Object358,Property5,457671
Object358,Property6,415532
Object358,Property7,477836
Object358,Property8,369289
Object358,Property9,196722
Object358,Property10,325115
Object359,Property1,298497
Object359,Property2,190150
Object359,Property3,234840
Object359,Property4,332115
Object359,Property5,327197
Object359,Property6,326991
Object359,Property7,207429
Object359,Property8,489480
Object359,Property9,274651
Object359,Property10,387736
Object360,Property1,250450
Object360,Property2,131765
Object360,Property3,136753
Object360,Property4,252540
Object360,Property5,354092
Object360,Property6,447722
Object360,Property7,248322
Object360,Property8,185095
Object360,Property9,116663
Object360,Property10,422312
Object361,Property1,170493
Object361,Property2,310285
Object361,Property3,494221
Object361,Property4,464622
Object361,Property5,206072
Object361,Property6,396960
Object361,Property7,421034
Object361,Property8,296299
Object361,Property9,326948
Object361,Property10,401047
Object362,Property1,250490
Object362,Property2,164038
Object362,Property3,393978
Object362,Property4,459222
Object362,Property5,372509
Object362,Property6,459328
Object362,Property7,108273
Object362,Property8,365059
Object362,Property9,318001
Object362,Property10,109355
Object363,Property1,393330
Object363,Property2,396875
Object363,Property3,308051
Object363,Property4,163339
Object363,Property5,158650
Object363,Property6,440479
Object363,Property7,323487
Object363,Property8,212447
Object363,Property9,366734
Object363,Property10,216682
Object364,Property1,435869
Object364,Property2,279694
Object364,Property3,130184
Object364,Property4,245033
Object364,Property5,389282
Object364,Property6,478339
Object364,Property7,330042
Object364,Property8,217059
Object364,Property9,155358
Object364,Property10,400818
Object365,Property1,287557
Object365,Property2,102517
Object365,Property3,362076
Object365,Property4,171130
Object365,Property5,489223
Object365,Property6,323621
Object365,Property7,172583
Object365,Property8,244188
Object365,Property9,428123
Object365,Property10,104757
Object366,Property1,296110
Object366,Property2,121024
Object366,Property3,325527
Object366,Property4,304030
Object366,Property5,265738
Object366,Property6,290898
Object366,Property7,294316
Object366,Property8,410529
Object366,Property9,209185
Object366,Property10,468835
Object367,Property1,359840
Object367,Property2,257148
Object367,Property3,358210
Object367,Property4,118170
Object367,Property5,152649
Object367,Property6,273289
Object367,Property7,460925
Object367,Property8,175892
Object367,Property9,357526
Object367,Property10,176374
Object368,Property1,421659
Object368,Property2,166817
Object368,Property3,113850
Object368,Property4,486265
Object368,Property5,289507
Object368,Property6,143567
Object368,Property7,329081
Object368,Property8,224395
Object368,Property9,467774
Object368,Property10,388985
Object369,Property1,473303
Object369,Property2,198453
Object369,Property3,301674
Object369,Property4,150942
Object369,Property5,164641
Object369,Property6,400463
Object369,Property7,318256
Object369,Property8,417217
Object369,Property9,250914
Object369,Property10,207885
Object370,Property1,116505
Object370,Property2,114087
Object370,Property3,227059
Object370,Property4,227676
Object370,Property5,211249
Object370,Property6,212794
Object370,Property7,388577
Object370,Property8,408535
Object370,Property9,147810
Object370,Property10,426687
Object371,Property1,163631
Object371,Property2,358580
Object371,Property3,425792
Object371,Property4,459690
Object371,Property5,176642
Object371,Property6,113073
Object371,Property7,411517
Object371,Property8,272936
Object371,Property9,484890
Object371,Property10,245203
Object372,Property1,249793
Object372,Property2,393588
Object372,Property3,150006
Object372,Property4,485705
Object372,Property5,370075
Object372,Property6,489767
Object372,Property7,202111
Object372,Property8,435369
Object372,Property9,100541
Object372,Property10,414807
Object373,Property1,267290
Object373,Property2,134344
Object373,Property3,292106
Object373,Property4,335107
Object373,Property5,109242
Object373,Property6,288229
Object373,Property7,319657
Object373,Property8,287582
Object373,Property9,282827
Object373,Property10,466850
Object374,Property1,345969
Object374,Property2,116731
Object374,Property3,101187
